회사명,대표자명,산업단지명,지식산업센터명,도로명주소,지번주소,위도,경도,업종번호,업종명,종업원수,생산품명,주원자재명,관리기관명,관리부서전화번호,데이터기준일자
(주)리빙센스,권영건,,,경기도 파주시 광탄면 장지산로 408-11,경기도 파주시 광탄면 분수리 286-16,37.76236434,126.8627792,25992,수동식 식품 가공기기 및 금속 주방용기 제조업,2,주방용품,나무 등,경기도 파주시청,031-940-4543,2026-02-05
(주)리빙앤에프,김영철,,,경기도 파주시 광탄면 장지산로 184-66,경기도 파주시 광탄면 분수리 50-14,37.75022251,126.8849583,32029,기타 목재가구 제조업,10,가구,,경기도 파주시청,031-940-4543,2026-02-05
(주)리빙어스,장진택,,,경기도 파주시 파주읍 술이홀로 61,경기도 파주시 파주읍 봉암리 238-6,37.81834379,126.7996714,28511,주방용 전기기기 제조업,3,가정용 믹서,,경기도 파주시청,031-940-4543,2026-02-05
(주)리빙휴,김상구,,,경기도 파주시 월롱면 엘지로 440-27,경기도 파주시 월롱면 덕은리 767-7,37.82112242,126.7546179,13229+22299+33993,기타 직물제품 제조업 외 2 종,25,비+솔+걸레+먼지털이개등,,경기도 파주시청,031-940-4543,2026-02-05
(주)리숍,김석호,,,경기도 파주시 문산읍 방촌로 1261-20,경기도 파주시 문산읍 내포리 891-1,37.84170034,126.7483696,20422,치약+비누 및 기타 세제 제조업,7,비누,,경기도 파주시청,031-940-4543,2026-02-05
(주)리싸이클오피스,김찬호,,,경기도 파주시 월롱면 누현길 110,경기도 파주시 월롱면 위전리 463-3,37.79022184,126.7929604,32029,기타 목재가구 제조업,7,책상+책장+파티션 ,목재 ,경기도 파주시청,031-940-4543,2026-02-05
(주)리옴,이수정,,,경기도 파주시 광탄면 보광로 1316-1,경기도 파주시 광탄면 창만리 480-10,37.79511206,126.8590195,32029,기타 목재가구 제조업,15,목재가구,,경기도 파주시청,031-940-4543,2026-02-05
(주)리즈디자인,황인철,,,경기도 파주시 광탄면 장지산로200번길 41-2,경기도 파주시 광탄면 분수리 6-4,37.75429691,126.8819096,32029+32021,기타 목재가구 제조업 외 1 종,7,목재가구,,경기도 파주시청,031-940-4543,2026-02-05
(주)리즈컴퍼니,이순석,,,경기도 파주시 산남로 181-9,경기도 파주시 산남동 51-11,37.6974803,126.7023823,32029+32019,기타 목재가구 제조업 외 1 종,8,가구,,경기도 파주시청,031-940-4543,2026-02-05
(주)리찌,정진욱,,,경기도 파주시 조리읍 등원로105번길 94-38,경기도 파주시 조리읍 등원리 187-2,37.76781093,126.8109036,33401,인형 및 장난감 제조업,10,장난감,,경기도 파주시청,031-940-4543,2026-02-05
(주)마리카디자인,김병동,파주첨단일반산업단지(선유지구),,경기도 파주시 문산읍 돈유2로 147,경기도 파주시 문산읍 선유리 1375-3,37.86056032,126.8167394,32091,금속 가구 제조업,14,침대+시스템행거+책상+책장 등,PB+MDF+철재+원목 등,경기도 파주시청,031-940-4543,2026-02-05
(주)마마쿡,기창서,,,경기도 파주시 파주읍 주라위길 134,경기도 파주시 파주읍 봉암리 187-2,37.81482035,126.7978928,10129,육류 기타 가공 및 저장처리업 (가금류 제외),0,육포류,소고기+돼지고기,경기도 파주시청,031-940-4543,2026-02-05
(주)마스코리아,이종두,,,경기도 파주시 광탄면 혜음로 1310,경기도 파주시 광탄면 창만리 630-4,37.79757144,126.848097,13229,기타 직물제품 제조업,2,마스크(KF94),부직포 원단+MB필터+귀끈+코철심,경기도 파주시청,031-940-4543,2026-02-05
(주)마이크로솔루션,노수철,,,,경기도 파주시 동패동 418-14,37.7207685,126.7268012,20424,표면광택제 및 실내가향제 제조업,10,탈취제,,경기도 파주시청,031-940-4543,2026-02-05
(주)마크린티지,윤종혁,,,경기도 파주시 광탄면 장지산로31번길 126,경기도 파주시 광탄면 용미리 172-1,37.73995316,126.882826,22299,그 외 기타 플라스틱 제품 제조업,2,조형물+물놀이 조형물,불포화홀리에스터 수지+경량철골+시멘트+스티로폼,경기도 파주시청,031-940-4543,2026-02-05
(주)만수돌침대,배혜순,,,경기도 파주시 광탄면 혜음로 888-4,경기도 파주시 광탄면 분수리 390-3,37.76465297,126.8581311,32011,매트리스 및 침대 제조업,9,전기침대(돌+흙),,경기도 파주시청,031-940-4543,2026-02-05
(주)맑음앤제이,유택주,,,경기도 파주시 월롱면 용상골길 15,경기도 파주시 월롱면 덕은리 175-1,37.78510383,126.7751556,33301+33302,체조+육상 및 체력단련용 장비 제조업 외 1 종,3,놀이대,,경기도 파주시청,031-940-4543,2026-02-05
(주)맘메이크,이인애,,,경기도 파주시 광탄면 보광로 1482-68,경기도 파주시 광탄면 방축리 12-6,37.80927686,126.8678858,10512,곡물 제분업,5,선식,현미멥쌀+보리 외,경기도 파주시청,031-940-4543,2026-02-05
(주)매일경제신문사,장대환,파주오산일반산업단지,,경기도 파주시 조리읍 당재봉로 6,경기도 파주시 조리읍 오산리 396-2,37.77470104,126.8362993,58121+18113+18119+18122,신문 발행업 외 3 종,101,일간신문,,경기도 파주시청,031-940-4543,2026-02-05
(주)매직월드,홍순래,,,경기도 파주시 월롱면 휴암로381번길 79,경기도 파주시 월롱면 능산리 296,37.82468947,126.7768575,33302+22299+32029+33301+33309,놀이터용 장비 제조업 외 4 종,6,놀이터용장비+벤치+축구골대 등,,경기도 파주시청,031-940-4543,2026-02-05
(주)매직픽스,임송희,,,경기도 파주시 월롱면 홀작로 4-1,경기도 파주시 월롱면 도내리 580,37.78887192,126.8168954,22221,벽 및 바닥 피복용 플라스틱제품 제조업,15,시트,,경기도 파주시청,031-940-4543,2026-02-05
(주)매직픽스,임송희,,,경기도 파주시 월롱면 홀작로 70-38,경기도 파주시 월롱면 도내리 223-2,37.7843698,126.82236,17904,적층+합성 및 특수표면처리 종이 제조업,10,시트지,,경기도 파주시청,031-940-4543,2026-02-05
(주)매트로,진재삼,,,경기도 파주시 조리읍 능안로 221-38,경기도 파주시 조리읍 능안리 201-1,37.73535052,126.788706,22199+33309,그 외 기타 고무제품 제조업 외 1 종,16,골프매트+골프볼공급기,고무 및 curl,경기도 파주시청,031-940-4543,2026-02-05
(주)매트릭스에이티,마크 제이콥 필맨,파주첨단일반산업단지(선유지구),,경기도 파주시 파주읍 돈유2로 90,경기도 파주시 파주읍 향양리 697-4,37.85776164,126.814567,25122,금속탱크 및 저장용기 제조업,31,탱크 부속품,알루미늄+스텐레스+철,경기도 파주시청,031-940-4543,2026-02-05
(주)맥스브리오,문종식,,,경기도 파주시 탄현면 검산로361번길 8,경기도 파주시 탄현면 축현리 66-1,37.80303556,126.7381391,29241+22191+22192+25929,건설 및 채광용 기계장비 제조업 외 3 종,10,굴삭기 부품+방진고무 등,철판+환봉+천연고무,경기도 파주시청,031-940-4543,2026-02-05
(주)머니키미디어그룹,김정훈,,,경기도 파주시 오도로130번길 12,경기도 파주시 오도동 280,37.75101902,126.7186744,18200,기록매체 복제업,6,CD+DVD,,경기도 파주시청,031-940-4543,2026-02-05
(주)메디슨엑스레이,김영모,,,,경기도 파주시 목동동 251-30,,,27111,방사선 장치 제조업,5,고무판+인쇄용고무,,경기도 파주시청,031-940-4543,2026-02-05
(주)메디피플,박권석,,,경기도 파주시 조리읍 팔학골길 147-11,경기도 파주시 조리읍 봉일천리 62-225,37.73655853,126.8335818,13229,기타 직물제품 제조업,5,일회용 마스크,폴리프로필렌 부직포+필터+부직포,경기도 파주시청,031-940-4543,2026-02-05
(주)메리트가구,최성섭,,,경기도 파주시 해솔로 85,경기도 파주시 목동동 647,37.72894744,126.7452334,32029,기타 목재가구 제조업,31,목재가구,MDF합판+목재,경기도 파주시청,031-940-4543,2026-02-05
(주)메소플래닝,양태광,,,경기도 파주시 탄현면 월롱산로451번길 37,경기도 파주시 탄현면 금승리 263-18,37.81140664,126.7471821,25112+25113+25114+25119+25924+25994,구조용 금속 판제품 및 공작물 제조업 외 5 종,3,버스승강장+벤치+금속표지판,철+스테인레스+스틸+유리 등,경기도 파주시청,031-940-4543,2026-02-05
(주)메이드스틸,이정원,파주법원2일반산업단지,,경기도 파주시 법원읍 법원2산단1로 17,경기도 파주시 법원읍 대능리 575-2,37.8416421,126.8575327,32091+25932+32019+32021+32029+32099,금속 가구 제조업 외 5 종,7,교육용가구 및 사무용가구+철재가구,파이프+철판+PB+MDF,경기도 파주시청,031-940-4543,2026-02-05
(주)메이앤,전성욱,,,경기도 파주시 조리읍 능안로 290-2,경기도 파주시 조리읍 능안리 386-2,37.73822016,126.7838211,13229,기타 직물제품 제조업,2,보건용 마스크,부직포,경기도 파주시청,031-940-4543,2026-02-05
(주)메이트컴퍼니,박현호,,,경기도 파주시 법원읍 화합로 418,경기도 파주시 법원읍 갈곡리 219-3,37.84700695,126.90905,22292,플라스틱 적층+도포 및 기타 표면처리 제품 제조업,7,플라스틱시트+PVC시트+단열보온시트+벽지류,PVC&PET 원단,경기도 파주시청,031-940-4543,2026-02-05
(주)메인터넌스,이혜란,,,경기도 파주시 파주읍 매바위길 5-15,경기도 파주시 파주읍 백석리 424-11,37.80149542,126.8015152,29177,증류기+열교환기 및 가스발생기 제조업,4,라디에이터,알루미늄,경기도 파주시청,031-940-4543,2026-02-05
(주)메탈럭스,최병철,,,경기도 파주시 월롱면 홀작로 70-206,경기도 파주시 월롱면 도내리 211,37.78145073,126.8225084,25119+25932,기타 구조용 금속제품 제조업 외 1 종,6,금속제품,,경기도 파주시청,031-940-4543,2026-02-05
(주)메탈코리아,강호권,,,경기도 파주시 탄현면 새오리로286번길 140-25,경기도 파주시 탄현면 대동리 12-18,37.80467475,126.6965526,25912,금속 단조제품 제조업,0,비철금속 제품,주석,경기도 파주시청,031-940-4543,2026-02-05
(주)메탈핸즈,정윤주,,,경기도 파주시 광탄면 장지산로 334-40,경기도 파주시 광탄면 분수리 142-1,37.76037029,126.871044,32091,금속 가구 제조업,9,금속가구,,경기도 파주시청,031-940-4543,2026-02-05
(주)멕아이씨에스,김종철,,,경기도 파주시 상지석길 21,경기도 파주시 상지석동 653-33,37.73213792,126.7762019,27112+27199,전기식 진단 및 요법 기기 제조업 외 1 종,135,인공호흡기+환자감시장치,LCD+절삭+프레서+전자부품 등,경기도 파주시청,031-940-4543,2026-02-05
(주)멧픽솔루션,함주연,,,경기도 파주시 파주읍 파발로81번길 82,경기도 파주시 파주읍 파주리 11,37.83496881,126.8284757,20202,합성수지 및 기타 플라스틱 물질 제조업,0,합성수지 발포 성형제품,합성수지,경기도 파주시청,031-940-4543,2026-02-05
(주)명보알앤씨,권명숙,,,경기도 파주시 월롱산로 105-15,경기도 파주시 야동동 279-8,37.7834988,126.7604494,17901+18113+18119,문구용 종이제품 제조업 외 2 종,3,전산용지,종이,경기도 파주시청,031-940-4543,2026-02-05
(주)명사금속,이수원,,,경기도 파주시 광탄면 보광로 872,경기도 파주시 광탄면 마장리 105-1,37.77443671,126.8864771,25122+25123+25944,금속탱크 및 저장용기 제조업 외 2 종,15,금속탱크+철선,ROD,경기도 파주시청,031-940-4543,2026-02-05
(주)명성,정희석,,,경기도 파주시 법원읍 술이홀로1584번길 162,경기도 파주시 법원읍 웅담리 252,37.89741677,126.8878676,22212+22299,플라스틱 필름 제조업 외 1 종,11,PK비닐원단 및 일회용 위생장갑 外,,경기도 파주시청,031-940-4543,2026-02-05
(주)명성산업,박정숙,,,경기도 파주시 광탄면 보광로 601-19,경기도 파주시 광탄면 영장리 108-2,37.75947026,126.9055929,25923,도장 및 기타 피막처리업,10,도장,,경기도 파주시청,031-940-4543,2026-02-05
(주)명성정밀,신지윤,,,경기도 파주시 광탄면 수레길 302-1,경기도 파주시 광탄면 분수리 458-3,37.76550496,126.8477681,25923,도장 및 기타 피막처리업,8,금속 분체도장,가루페인트+신나+1액형페인트,경기도 파주시청,031-940-4543,2026-02-05
(주)명성체어,안봉기,,,경기도 파주시 교하로 961-16,경기도 파주시 신촌동 10,37.73216692,126.7081805,32091,금속 가구 제조업,14,사무용 의자,철제+합판,경기도 파주시청,031-940-4543,2026-02-05
(주)명신부품,차동구,,,경기도 파주시 탄현면 헤이리로 252,경기도 파주시 탄현면 금산리 319-2,37.80199538,126.7040296,30320+30400,자동차 차체용 신품 부품 제조업 외 1 종,0,자동차범퍼,,경기도 파주시청,031-940-4543,2026-02-05
(주)명신산업,황재형,,,경기도 파주시 탄현면 장릉로85번길 47,경기도 파주시 탄현면 갈현리 785-30,37.76712384,126.7122932,25923,도장 및 기타 피막처리업,22,철재사무용가구,목재+철,경기도 파주시청,031-940-4543,2026-02-05
(주)명신엘리베이터,이대식+이조희+이재희,,,경기도 파주시 파평면 파평산로407번길 6-27,경기도 파주시 파평면 두포리 165-2,37.89794265,126.8379695,29162+29163+29223,승강기 제조업 외 2 종,19,승강기+컨베이어장치+절삭기계,형강류 및 철판 ,경기도 파주시청,031-940-4543,2026-02-05
(주)명원엘리베이터,이연근,,,경기도 파주시 파평면 파평산로407번길 6-17,경기도 파주시 파평면 두포리 165-7,37.89744182,126.8382997,25112+29162,구조용 금속 판제품 및 공작물 제조업 외 1 종,36,엘리베이터,,경기도 파주시청,031-940-4543,2026-02-05
(주)명인디앤씨,허부강,,,경기도 파주시 광탄면 장지산로 184-53,경기도 파주시 광탄면 분수리 48-4,37.75147874,126.8846894,25112,구조용 금속 판제품 및 공작물 제조업,2,덕트,철판,경기도 파주시청,031-940-4543,2026-02-05
(주)명일커튼월,김혜정,,,경기도 파주시 광탄면 혜음로 976-9,경기도 파주시 광탄면 분수리 478,37.77089531,126.8516308,25111,금속 문+창+셔터 및 관련제품 제조업,5,창+도어+샷시,알루미늄+PVC,경기도 파주시청,031-940-4543,2026-02-05
(주)명진M.H,한정열,,,경기도 파주시 장명산길 70,경기도 파주시 오도동 4,37.74965742,126.7344942,25111,금속 문+창+셔터 및 관련제품 제조업,14,회전문및금속문관련제품제조,,경기도 파주시청,031-940-4543,2026-02-05
(주)명진아이노리,신영태,,,경기도 파주시 적성면 국사로54번길 36,경기도 파주시 적성면 식현리 243,37.95067404,126.8929526,33302+33301,놀이터용 장비 제조업 외 1 종,5,놀이터시설물,PE분말 ,경기도 파주시청,031-940-4543,2026-02-05
(주)모노,김경민+김춘광,파주첨단일반산업단지(선유지구),,경기도 파주시 파주읍 돈유1로 30,경기도 파주시 파주읍 향양리 701-3,37.85459398,126.8046466,13229,기타 직물제품 제조업,0,마스크,부직포 등,경기도 파주시청,031-940-4543,2026-02-05
(주)모든엔지니어링,박영순,,,,경기도 파주시 월롱면 영태리 65-2,37.77886355,126.7969657,18121+25112,제판 및 조판업 외 1 종,13,알미늄제작+설치,알미늄,경기도 파주시청,031-940-4543,2026-02-05
(주)모세시큐리티,조영욱,,,경기도 파주시 파주읍 정문로 609,경기도 파주시 파주읍 백석리 183,37.81076368,126.8174116,29242,광물처리 및 취급장비 제조업,15,파쇄기,,경기도 파주시청,031-940-4543,2026-02-05
(주)모아이앤씨,강은주,,,경기도 파주시 조리읍 문원길 277-5,경기도 파주시 조리읍 대원리 264-11,37.72666216,126.8127176,28111+25112+25113+25119+28119,전동기 및 발전기 제조업 외 4 종,3,태양광접속함 등,,경기도 파주시청,031-940-4543,2026-02-05
(주)모어댄 ,최이현 ,,,경기도 파주시 송학말길 34-5,경기도 파주시 야당동 147-51,37.70610326,126.7630466,15121,핸드백 및 지갑 제조업,5,가방 ,가죽+천 ,경기도 파주시청,031-940-4543,2026-02-05
(주)모헤닉모터스,김진선,,,경기도 파주시 검산로 208,경기도 파주시 검산동 410-10,37.79134861,126.7433441,30320+31921+31922,자동차 차체용 신품 부품 제조업 외 2 종,7,전기 오토바이+자동차용 플랫폼,알루미늄+우드+카본 Fiber+Plastic,경기도 파주시청,031-940-4543,2026-02-05
(주)무늬공방,유병록,,,경기도 파주시 조리읍 통일로 13-24,경기도 파주시 조리읍 장곡리 759,37.72911825,126.8372051,23221,가정용 및 장식용 도자기 제조업,4,오르골,,경기도 파주시청,031-940-4543,2026-02-05
(주)무성,김수진,,,경기도 파주시 상골길 347,경기도 파주시 맥금동 557-58,37.79701517,126.7270686,18111+18113+18119+18129,경 인쇄업 외 3 종,0,인쇄물,종이,경기도 파주시청,031-940-4543,2026-02-05
(주)무토,이승환,,,경기도 파주시 산남로 47-12,경기도 파주시 산남동 315-15,37.70221138,126.6920952,33309,기타 운동 및 경기용구 제조업,2,태권도복,,경기도 파주시청,031-940-4543,2026-02-05
(주)문구마을 ,이현재,,,경기도 파주시 파주읍 광탄천로51번길 89,경기도 파주시 파주읍 백석리 432-11,37.79970013,126.8019728,17901,문구용 종이제품 제조업,7,서류봉투+편지봉투+문구 ,백상지(종이)+크라프트지 ,경기도 파주시청,031-940-4543,2026-02-05
(주)문화지기,윤순정,,,경기도 파주시 조리읍 등원로91번길 22,경기도 파주시 조리읍 등원리 141-3,37.76228187,126.8091019,18119+18113,기타 인쇄업 외 1 종,12,color box,,경기도 파주시청,031-940-4543,2026-02-05
(주)문화지기,윤순정,,,경기도 파주시 조리읍 작은연당길 23,경기도 파주시 조리읍 오산리 98-6,37.77268778,126.827291,18119,기타 인쇄업,19,인쇄물(박스),종이,경기도 파주시청,031-940-4543,2026-02-05
(주)문화통상,이운학,,,경기도 파주시 방촌로 304,경기도 파주시 맥금동 349-7,37.77296247,126.7262648,25992,수동식 식품 가공기기 및 금속 주방용기 제조업,6,주방용기,,경기도 파주시청,031-940-4543,2026-02-05
(주)물살림,박노수,,,경기도 파주시 조리읍 명봉산로114번길 97,경기도 파주시 조리읍 장곡리 598-21,37.73967869,126.8472328,20422+20423,치약+비누 및 기타 세제 제조업 외 1 종,7,비누+화장품,,경기도 파주시청,031-940-4543,2026-02-05
(주)뮤첸,하학성,,,경기도 파주시 법원읍 사임당로 473,경기도 파주시 법원읍 동문리 638-3,37.86098978,126.8398946,32029+32021,기타 목재가구 제조업 외 1 종,18,주방가구,,경기도 파주시청,031-940-4543,2026-02-05
(주)미공디자인,정동칠,,,경기도 파주시 조리읍 작은연당길 41,경기도 파주시 조리읍 오산리 98-4,37.77322352,126.8271865,32029,기타 목재가구 제조업,4,목재가구,목재,경기도 파주시청,031-940-4543,2026-02-05
(주)미공디자인,정동칠,,,경기도 파주시 광탄면 만장산로 136-31,경기도 파주시 광탄면 창만리 457-1,37.78694905,126.8574894,32029,기타 목재가구 제조업,5,가구,MDF,경기도 파주시청,031-940-4543,2026-02-05
(주)미도디앤에프 ,유승진,,,경기도 파주시 파주읍 매바위길 336,경기도 파주시 파주읍 백석리 162-3,37.81033901,126.8099143,25112,구조용 금속 판제품 및 공작물 제조업,4,공조자재+제연자재+닥트기구류,스틸강판 등,경기도 파주시청,031-940-4543,2026-02-05
(주)미도이앤씨 ,유혜선 ,,,경기도 파주시 월롱면 통일로620번길 79,경기도 파주시 월롱면 영태리 343-3,37.76378153,126.7984452,25112+26299,구조용 금속 판제품 및 공작물 제조업 외 1 종,27,금속지붕 및 벽면+처마용 금속 판제품+영상변화관 ,철판+PCB 조립품  ,경기도 파주시청,031-940-4543,2026-02-05
(주)미도진흥,오기환,,,,경기도 파주시 조리읍 대원리 972-2,37.74136395,126.8040329,29172+29173,가정용 및 산업용 공기 조화장치 제조업 외 1 종,7,제연자재,,경기도 파주시청,031-940-4543,2026-02-05
(주)미도포탬,유병규,,,경기도 파주시 월롱면 통일로620번길 16,경기도 파주시 월롱면 영태리 370,37.76473629,126.7952613,25112+26294+26299,구조용 금속 판제품 및 공작물 제조업 외 2 종,25,소방자재,,경기도 파주시청,031-940-4543,2026-02-05
(주)미드미,유하나,,,경기도 파주시 광탄면 장지산로432번가길 23-31,경기도 파주시 광탄면 분수리 269-1,37.76794531,126.8623457,18119,기타 인쇄업,6,소비재파우치 등,잉크+비닐원단,경기도 파주시청,031-940-4543,2026-02-05
(주)미라클코리아,채예령,,,경기도 파주시 광탄면 보광로 898-21,경기도 파주시 광탄면 마장리 121-1,37.77679214,126.8842052,10839+20422,기타 식품 첨가물 제조업 외 1 종,3,기구 등의 살균소독제+친환경 주방세제,고급알콜계+알파올레핀계+아민옥사이드계 등+Vital Oxide,경기도 파주시청,031-940-4543,2026-02-05
(주)미라클팩토리,소달영+이숙영 ,,,경기도 파주시 파주로 59,경기도 파주시 문발동 274-8,37.72543169,126.6958338,26519,비디오 및 기타 영상기기 제조업,6,영상 시뮬레이터,합판+철후레임+영상기계,경기도 파주시청,031-940-4543,2026-02-05
(주)미래더스,정태수,,,경기도 파주시 조리읍 능안로 193-13,경기도 파주시 조리읍 능안리 1038,37.73650673,126.7898138,22251,폴리스티렌 발포 성형제품 제조업,8,건축용 단열재,스티로폼+아이소필크,경기도 파주시청,031-940-4543,2026-02-05
(주)미래산업플랜트,최윤성,,,경기도 파주시 조리읍 작은연당길 68,경기도 파주시 조리읍 오산리 96,37.77423764,126.8280468,29171,산업용 냉장 및 냉동 장비 제조업,20,냉동장비,,경기도 파주시청,031-940-4543,2026-02-05
(주)미래소재,이성수,,,경기도 파주시 미래로310번길 56-35,경기도 파주시 동패동 14-7,37.70409051,126.7486967,17109+17103+17106,기타 종이 및 판지 제조업 외 2 종,3,여과지,,경기도 파주시청,031-940-4543,2026-02-05
(주)미래온돌,장찬식,,,경기도 파주시 운정안길 118-31,경기도 파주시 야당동 4-9,37.72337194,126.7719699,28512,가정용 전기 난방기기 제조업,4,난방용전열관,전열선+엑셀파이프 ,경기도 파주시청,031-940-4543,2026-02-05
(주)미래팩키지,송준수,,,경기도 파주시 조리읍 사근절길 30,경기도 파주시 조리읍 오산리 369-1,37.76359374,126.8249289,17211+17212,골판지 제조업 외 1 종,14,칼라박스+골판지+지함+종이제품외,인쇄지+종이+골판지+판지+출력용지 외,경기도 파주시청,031-940-4543,2026-02-05
(주)미래홈팩,김종호,,,경기도 파주시 조리읍 뇌조로178번길 15-73,경기도 파주시 조리읍 뇌조리 111-14,37.75304314,126.825765,17211+17212+17223,골판지 제조업 외 2 종,5,골판지,,경기도 파주시청,031-940-4543,2026-02-05
(주)미르악기,조항범,,,경기도 파주시 법원읍 보광로 1886,경기도 파주시 법원읍 대능리 344,37.84053394,126.864042,33209,기타 악기 및 전자 악기 제조업,45,전자기타,,경기도 파주시청,031-940-4543,2026-02-05
(주)미리온가구,유재선,,,경기도 파주시 산남로 185,경기도 파주시 산남동 50-7,37.69715041,126.7035457,32029,기타 목재가구 제조업,25,식탁+의자+쇼파+장식장,목재+MDF+가죽,경기도 파주시청,031-940-4543,2026-02-05
(주)미성와이어,박미우,파주첨단일반산업단지(선유지구),,경기도 파주시 문산읍 돈유2로 158,경기도 파주시 문산읍 선유리 1373-15,37.86238916,126.8178387,25944+25923,금속선 가공제품 제조업 외 1 종,12,나이론코팅선,,경기도 파주시청,031-940-4543,2026-02-05
(주)미주외장판넬,김영숙,,,경기도 파주시 문산읍 사임당로 377,경기도 파주시 문산읍 이천리 445-8,37.86108345,126.8290383,25112,구조용 금속 판제품 및 공작물 제조업,9,알루미늄 외장재,판넬 등,경기도 파주시청,031-940-4543,2026-02-05
(주)미진봉투사,김석준,,,경기도 파주시 장명산길 34,경기도 파주시 오도동 1-20,37.75044689,126.7362765,17901,문구용 종이제품 제조업,13,봉투,,경기도 파주시청,031-940-4543,2026-02-05
(주)미켈란,노형우,,,경기도 파주시 탄현면 방촌로 510,경기도 파주시 탄현면 법흥리 9-3,37.79011491,126.7189735,32029,기타 목재가구 제조업,10,사무용가구,PB+MDF목재,경기도 파주시청,031-940-4543,2026-02-05
(주)미코,김기홍,,,경기도 파주시 탄현면 검산로 484,경기도 파주시 탄현면 축현리 281-8,37.8058908,126.7276568,22232+28909,포장용 플라스틱 성형용기 제조업 외 1 종,10,화장품 용기,,경기도 파주시청,031-940-4543,2026-02-05
(주)미호하이테크,박영환,,,경기도 파주시 광탄면 호주골길 35-1,경기도 파주시 광탄면 용미리 545-43,37.73923948,126.8755954,25929+25991+30203+32091,그 외 기타 금속가공업 외 3 종,7,판금+일반철물+금속함체+전자교탁+ATM부스 등,철판,경기도 파주시청,031-940-4543,2026-02-05
(주)민서코팅플렉스,조혁찬+노현주,,,경기도 파주시 문산읍 배머리길 256,경기도 파주시 문산읍 이천리 190,37.8692332,126.8398983,22212+22213,플라스틱 필름 제조업 외 1 종,9,보호필름,플라스틱 필름,경기도 파주시청,031-940-4543,2026-02-05
(주)민서코팅플렉스,조혁찬+노현주,,,경기도 파주시 월롱면 정문로 382,경기도 파주시 월롱면 도내리 547-1,37.78996973,126.8188731,22291+22292,플라스틱 접착처리 제품 제조업 외 1 종,12,밴드,,경기도 파주시청,031-940-4543,2026-02-05
(주)민성이아이엠,전병근,,,,경기도 파주시 야동동 252-17 ,,,28902,전기용 탄소제품 및 절연제품 제조업,2,전기절연물,전기절연물,경기도 파주시청,031-940-4543,2026-02-05
(주)밀알 ,김면식,,,경기도 파주시 월롱면 쉰우물길 23,경기도 파주시 월롱면 영태리 593-10,37.77732445,126.7901834,27196+32019,의료용 가구 제조업 외 1 종,18,의료용침대+생활가구,나무+목재,경기도 파주시청,031-940-4543,2026-02-05
(주)밀알오토캠프,전승주,,,경기도 파주시 교하로 1105-27,경기도 파주시 다율동 523,37.74072129,126.719596,29175,기체 여과기 제조업,16,자동차부품,,경기도 파주시청,031-940-4543,2026-02-05
(주)바디스톤,홍석표,,,경기도 파주시 장명산길 109,경기도 파주시 오도동 25-25,37.74827381,126.732699,33301,체조+육상 및 체력단련용 장비 제조업,11,운동기구,강철 외,경기도 파주시청,031-940-4543,2026-02-05
(주)바에솔,배일수,파주신촌일반산업단지,,경기도 파주시 신촌3로 29,경기도 파주시 신촌동 719-2,37.73092273,126.6930868,29229,기타 가공 공작기계 제조업,0,리튬전지 제조 장비+캐페시터 제조 장비 등,파이프+쇠 가공품,경기도 파주시청,031-940-4543,2026-02-05
(주)바오,윤혜정,,,경기도 파주시 조리읍 새능안길 33,경기도 파주시 조리읍 능안리 83-1,37.73586244,126.7951311,18119,기타 인쇄업,9,인쇄(그라비아)+라미네이팅+포장지,,경기도 파주시청,031-940-4543,2026-02-05
(주)바이브뱅크,김근배,,,경기도 파주시 탄현면 평화로634번길 41-4,경기도 파주시 탄현면 갈현리 233-34,37.77702375,126.7180913,29299,그 외 기타 특수목적용 기계 제조업,3,진동응용기계,,경기도 파주시청,031-940-4543,2026-02-05
(주)바이브뱅크,김근배,,,경기도 파주시 한울로 84,경기도 파주시 동패동 1768,37.70996129,126.7401152,29299+29261,그 외 기타 특수목적용 기계 제조업 외 1 종,4,트윈스스크린,,경기도 파주시청,031-940-4543,2026-02-05
(주)바이블코리아,신장희,,,경기도 파주시 월롱면 엘지로344번길 110,경기도 파주시 월롱면 덕은리 674-1,37.81726122,126.7696221,18122,제책업,110,서적,,경기도 파주시청,031-940-4543,2026-02-05
(주)바이오닷,한현진,,,경기도 파주시 광탄면 진지로 103,경기도 파주시 광탄면 용미리 30-1,37.74237712,126.8910887,21220+10899,한의약품 제조업 외 1 종,23,한의약품+식품,녹용,경기도 파주시청,031-940-4543,2026-02-05
(주)바이오덴트,오성근,,,경기도 파주시 조리읍 전지미말길 102-2,경기도 파주시 조리읍 뇌조리 446-7,37.76800963,126.8192499,27199,그 외 기타 의료용 기기 제조업,12,일회용치과주사침,FLEX,경기도 파주시청,031-940-4543,2026-02-05
(주)바이오덴트,임재홍,파주오산일반산업단지,,경기도 파주시 조리읍 당재봉로 29-10,경기도 파주시 조리읍 오산리 398-2,37.77296931,126.8389182,18111+18113+22232,경 인쇄업 외 2 종,4,인쇄,,경기도 파주시청,031-940-4543,2026-02-05
(주)바이오애닉스 ,유준석,,,경기도 파주시 상지석길 55,경기도 파주시 상지석동 646-2,37.73146621,126.7772284,10220,수산식물 가공 및 저장 처리업,3,후코이단 (미역귀 추출물) ,미역 ,경기도 파주시청,031-940-4543,2026-02-05
