연번,지역,사업체명,대표자 성명,본사소재지,주생산품,주소,홈페이지
1,전주,켈리의푸드부띠끄,이해영,전북,"고추장,간장,된장,과일청",전주시완산구우전1길65-9,
2,전주,샤뽀,조현종,전북,모자,전주시완산구전동성당길8,www.luielle.com
3,전주,㈜신산이,김수석,전북,신재생에너지,전주시덕진구비석날로59-11(여의동),www.sinsane.com
4,전주,서동푸드협동조합,정병호,전북,전통한과,전주시완산구장승배기8길10-10,
5,전주,가온디자인,송훈배,전북,주방용 및 음식점용 목재가구,전주시완산구바람쇠는길131-9,
6,전주,한일판넬,전형기,전북,금속제창문,전주시덕진구초포다리로169,
7,전주,유비월드,정선주,전북,인조손톱,전주시덕진구청복길90,
8,전주,인터비타,김정숙,전북,"리모컨, 키보드","전주시완산구천잠로303,ㅡ벤처창업관314호",www.interbita.com
9,전주,동서콘트롤㈜,박춘경,전북,전장부품,전주시덕진구구렛들1길20,dscontrol.co.kr
10,전주,㈜모아에코텍,유원석,전북,LID저영향기법개발,전주시덕진구명주6길15,
11,전주,비원치과기공소,문수정,전북,치과용기기,전주시완산구서신천변13길9,
12,전주,지엠메디컬,우미숙,전북,음압컨테이너,"전주시덕진구기린대로645-6,161호",
13,전주,㈜아스타 바이오,유명기,전북,건강기능식품,"전주시덕진구백제대로567,대학교반도체물성연구소210호",astabio.co.kr
14,전주,이끌림치과기공소,유완식,전북,"의료용품,의약관련제품","전주시덕진구용소로70,202호",
15,전주,㈜모나리자 전주공장,주광옥,서울,화장지원단,전주시덕진구팔과정로53,monarisa.co.kr
16,전주,서희납골/장식,이승,전북,유골함 납골위폐,전주시덕진구기린대로577,
17,전주,떡마을,서원자,전북,떡,전주시완산구거마평로122,전주떡마을.com/
18,전주,디케이(DK)산업,이근택,전북,플라스틱창호알루미늄창호,전주시덕진구신복천변로39,
19,전주,더넥스트푸드,구태훈,전북,금속가구,전주시덕진구용덕길47-43,
20,전주,대성전력㈜,권광석,전북,태양광발전장치,전주시완산구삼산길27,
21,전주,㈜우리젠,고상원,서울,자동제어장치,전주시덕진구신복2길101층,www.woorizen.com
22,전주,㈜포레코,김성규,전북,바이오 디젤류 장치,"전주시덕진구유상로67,414호전주혁신창업허브",forceco.biz/
23,전주,㈜솔루션뱅크플러스,조용귀,전북,"산업용금형, 시제품 제작",전주시덕진구반룡로110테크노파크벤처지원동505호,www.sol-bang.com
24,전주,유성실업,고만석,전북,유아동내의,전주시완산구물왕멀3길25,
25,전주,남성기전,최전남,서울,PLC판넬제조,전주시덕진구반룡로109508호,www.inamsung.com
26,전주,슈가팜,김영미,전북,"천연염색속옷, 찜질팩","전주시완산구우전로104,3층",sugafarm.co.kr
27,전주,전일기업,이종천,전북,"롤스크린,가구",전주시완산구고덕산1길16-54,jeonil.co.kr
28,전주,푸르향,김민수,전북,"콩쉐이크, 곡물가루","전주시덕진구원장동길111-18,바이오플렉스105호",www.pureuhyang.com
29,전주,태림어패럴,김수진,전북,유아내의,전주시덕진구동부대로757,
30,전주,(유)동신큐비클,홍순웅,전북,화장실용 칸막이,전주시덕진구하가로84,dongsinjj.com/
31,전주,그린떡방앗간,한병선,전북,떡,전주시완산구솟대2길61,
32,전주,㈜비와이씨,김대환,서울,속옷및잠옷,"전주시덕진구구렛들3길35(팔복동1가,㈜백양)",www.byc.co.kr
33,전주,(주)호암디에스산업 ,신남일,전북,운송용컨테이너,"전주시덕진구오공로136,403호",
34,전주,우정정공,이남,경기,사출기계부품,전주시덕진구감수길30-20,
35,전주,은혜상사㈜,김철환,전북,"작업복,안전화","전주시덕진구기린대로903,1층",www.hkengo.co.kr
36,전주,화산실업,김태평,전북,"섬유표백, 광택",전주시덕진구신복천변1길17,
37,전주,㈜엠프로스,임재중,전북,전자기기(의료기기),"전주시덕진구유상로67,4층413호",medial-pros.com
38,전주,일진종합상사,천세훈,전북,화목보일러,전주시덕진구삼례로145,
39,전주,삼일산업,조형석,전북,공기조절장치,전주시덕진구구렛들2길19(1공장),heex-pro.com
40,전주,삼일산업,조형석,전북,공기조절장치,"전주시덕진구구렛들2길27(사무실,2공장)",heex-pro.com
41,전주,비나텍㈜,성도경,전북,초고용량캐패시터,전주시덕진구운암로15,www.vina.co.kr
42,전주,㈜화이트라이팅,김현영,전북,"LED등기구, 가로등 주, 금속 울타리","전주시덕진구반룡로109,테크노파크생신지원비동113호(본사)",tslighting.co.kr
43,전주,미래산업,전인수,전북,공조기 헤더부분,전주시상리1길47,
44,전주,혜인기계,양희국,전북,기계부품가공,전주시덕진구감수길30-22,
45,전주,성신메탈,김성중,경기,냉동공조기,전주시덕진구신복로102,
46,전주,㈜어드벤스드웨이브,조정진,전북,"순간정전보상장치, 반도체, 태양광발전",전주시덕진구원만성로112,advancedwave.co.kr/
47,전주,㈜에스솔루션,오일수,경기,태양광구조물,전주시덕진구원산정길37,
48,전주,백리도예공방,이경희,전북,생활자기,전주시완산구문학대4길22-6,
49,전주,㈜디와이피,신성오,전북,"산업자동제어장비, 분, 액체도장설비",전주시덕진구쪽구름로190-16,www.dypnc.co.kr
50,전주,㈜대환에너지,임유빈,전북,탄소발열체,전주시덕진구신복로121,www.dhecarbon.co.kr
51,전주,㈜대한특수한지,이봉진,전북,"한지, 종이",전주시덕진구신복천변3길17,dhspok.com
52,전주,㈜경원에프엔비,구경본,서울,유아용의류,전주시덕진구구렛들1길28-13,www.unifriend.co.kr
53,전주,신기전선㈜,이우종,전북,선박용전선일체,전주시덕진구구렛들1길28,shinkicable.com
54,전주,㈜성우이앤씨,한상도,충남,"무대장치, 무대조명기기","전주시덕진구암심길81,제1-B동",http://blog.naver.com/khk6500/221988545063
55,전주,㈜링스텔레콤,신지원,전북,"통신장비, 방송장비, 영상감시장치",전주시완산구서곡2길2-7,www.linxtelecom.co.kr/xe/
56,전주,맥소프트㈜,오성하,전북,"자동차, 항공부품, 연구개발 및 제조","전주시덕진구반룡로109,B동206,208호",www.maxoft.co.kr
57,전주,반도호이스트,송재협,전북,기계,전주시신복1길17,
58,전주,㈜맨든,손형주,전북,무인항공기 및 무인비행장치 제조업,"전주시덕진구유상로67,415호",www.manden.co.kr
59,전주,주식회사 코엔,임종운,전북,보행매트,전주시덕진구암실길146,
60,전주,㈜코엔,임종운,전북,"이음관, 토목건축자재",전주시덕진구원망성로59,
61,전주,에코시스템,장원종,전북,PVC창호,전주시덕진구원동마을길59,
62,전주,핀코,이상용,전북,풍력발전기용 복합재 커버,전주시덕진구신복로114,finnko.co.kr
63,전주,금양기계,유성용,전북,부품가공,전주시덕진구감수길30-14,
64,전주,제이유디텍(JUDTECH),서희훈,전북,가정용전자기기,"전주시완산구천잠로303,본관동153호",
65,전주,블루텍(유),최규준,전북,"CCTV, 구내방송장치",전주시완산구척동7길16,
66,전주,㈜대신냉방,전율교,전북,열교환기,전주시덕진구상리1길47,daeshinaircon.com
67,전주,㈜성흥시스템,이기현,전북,전기자동제어 및 배전반,전주시덕진구신복1길13,
68,전주,피엠티,김설아,전북,어린이 안전벨트,"전주시덕진구구렛들3길50,2동2층",
69,전주,티마텍㈜,강성호,경기,"드론관련제품, 드론","전주시덕진구유상로67,전주혁신창업허브",www.timatec.co.kr
70,전주,㈜수테크놀로지,김상규,전북,에어커튼,"전주시완산구천잠로303,전주대학교벤처창업관207호",www.etish.net
71,전주,(유)올드브릭컴퍼니,장미정,전북,볶은 커피,전주시완산구황학6길1,
72,전주,구성,김형수,전북,"난간, 조형물",전주시완산구중앙반길35,
73,전주,이미지랩㈜,황현하,충남,액정표시장치전자부품,"전주시덕진구반룡로111지원동411호(팔복동2가,나노기술직접센터)",
74,전주,터보엔지니어링㈜,오영석,전북,열유체 시험장비 레이저 가공 판금,전주시덕진구기린ㄷ로772,
75,전주,㈜티엔티리써치,박명흠,전북,실험용시약,전주시덕진구원장동길102,www.tntresearch.co.kr
76,전주,㈜엔제이랩,김형열,광주,탄소나노튜브,"전주시덕진구만성북로51-25,스페이스온동2층2023호(만성동,스페이스온지식산업센터)",
77,전주,㈜진트론바이오텍,나지은,전북,"보조사료, 연구용시약",전주시완산구흥산북로152층201호401호,www.genetrone.com
78,전주,주식회사 인터다임,이정규,전북,에어로웜,전주시덕진구야전2길17,
79,전주,㈜테라엔지니어링,김한수,전북,"카본, 특수자동차, 자동차부품","전주시덕진구반룡로109,비동209호",teraeng.com/
80,전주,프로티젠,강성우,전북,화장품원료,전주시덕진구원장동길111-18,protigen.co.kr/
81,전주,복실상회,김지연,전북,도시락류,전주시완산구서곡7길18-101층,
82,전주,㈜동광엔비화성,박병국,경기,기체여과기제조,"전주시덕진구상리로45,101호",www.nbfoam.com
83,전주,㈜창해이엔지,정두표,전북,"금속탱크,탄산가스",전주시덕진구원망성로15,www.changhaeeng.com
84,전주,나노네이처펫,김서연,전북,애견용 세정제,"전주시완산구평화2길13-1,1층",www.nanonature.com
85,전주,(유)도영,허영옥,전북,"종이,펄프",전주시덕진구팔복로59,
86,전주,㈜트인,이주희,전북,조형물제조,"전주시덕진구기린대로873,1층2호",
87,전주,(주)함께하는이평 ,홍경표,전북,갓추출물,전주시덕진구원장동길111-18,www.yipyyng.com
88,전주,㈜나인랩스코리아,정형덕,전북,차량용무선거치대,"전주시덕진구백제대로567,308호",dashcrab.co.kr
89,전주,농업회사법인 향토자원개발연구소,윤선희,전북,곡물을 이용한 당류,전주시완산구숲정이1길17,
90,전주,에스제이테크,정금옥,전북,"구조물, 금속탱크",전주시덕진구진조리길81-57,
91,전주,키친파트너,심승민,전북,업소용주방기기,전주시덕진구상리2길29,
92,전주,㈜캡슐프레소,박성민,전북,식료품제조,"전주시완산구천잠로235,미래관9106호전주비전대학교",
93,전주,㈜에이앤디브릭,홍혜정,전북,점토 벽돌,"전주시완산구홍산북로83,104동701호",
94,전주,㈜전주제과,최혁종,전북,"빵, 과자",전주시덕진구팔복로365,blog.daum.net/1000nuri
95,전주,현종금속,태현진,전북,"금속절단, 절곡, 자동차부품",전주시덕진구상리1길51,
96,전주,(유)원아시아컴퍼니,이동원,전북,여드름개선마스크팩 화장품,"전주시완산구천잠로303,전주대학교본관126호",www.oneasiacompany.com
97,전주,(주)에스디에이씨 ,설동문,전북,탄소섬유,"전주시완산구안행2길33,3층",
98,전주,㈜오케이인더스트리,박철수,전북,휴대폰 액세서리 및 주변기기,전주시덕진구신복로18-21,www.ok-m.co.kr/
99,전주,혜미강전통발효식품,임경월,전북,"된장, 고추장, 쌈장, 간장, 청국장",전주시완산구모악산자락길270-21,facebook.com/hmk1989/
100,전주,(유)미래기업,김관진,전북,"종이, 펄프",전주시덕진구팔복로46,
101,전주,㈜케이디에이,강희광,전북,무선통신장비제조,"전주시완산구천잠로303,교수연구동지하(효자동2가창업보육동)",
102,전주,한지어가,곽대형,전북,"한지벽지,한지장판",전주시덕진구팔복동4가249-48,
103,전주,㈜더미누,이기환,전북,유아내의,"전주시덕진구구렛들3길48,4층",m.theminou.com/
104,전주,㈜드론프릭,박민준,경기,드론,전주시덕진구유상로67전주혁신창업허브동507호,
105,전주,(유)거동,홍망춘,전북,인쇄,전주시덕진구인후4길6,
106,전주,와이엘(YL)trade,유영란,전북,특장차부품,전주시완산구홍산로269,
107,전주,㈜디센트,장윤서,전북,"캔들, 향초, 디퓨저",전주시덕진구가소길11-4,
108,전주,에어돔㈜,장순식,전북,에어하우스,"전주시덕진구기린대로543,2층(덕진동2가,경동타월)",
109,전주,올리브 씨엔에스㈜,김우성,전북,산업용오븐,"전주시덕진구원만성로106,창업보육동313호(한국탄소산업진흥원)",
110,전주,악토버OCTOBER,이현주,전북,체육복,전주시완산구현무2길25,
111,전주,비전이앤지,"양원규, 이서영",전북,금속가공,전주시덕진구호성동1가440-2,
112,전주,㈜테크원,이영실,전북,광고몰,전주시덕진구고내로40-13,techone.kr
113,전주,㈜하나특수인쇄,이진순,전북,인쇄(스티커),전주시덕진구떡전로9,
114,전주,㈜휴버스,허민,전북,자동화장비,전주시덕진구구렛들2길53,
115,전주,유한회사 유엔에스테크,박병선,전북,"CCTV, NVR",전주시덕진구산정2길25B동101호,http://unstech.co.kr
116,전주,베네스,이범수,전북,침구류,전주시덕진구초포다리로51,
117,전주,㈜함우리,김승식,전북,구조용 금속 판제품 및 공작물제조,"전주시완산구홍산로269,349호",
118,전주,㈜ 청세,이기태,전북,"얼룩제거제, 세제",전주시덕진구기린대로452304호,cheong-se.com
119,전주,태양파워테크,양갑석,전북,수배전반,전주시덕진구지행당길152,
120,전주,농업회사법인(유)우리들녘식품,이준호,전북,농산물건조,전주시덕진구오공로1144층402호,www.moochung.com
121,전주,㈜케이셀,김영관,전북,"탈취필터, 광촉매필터",전주시덕진구원만성로23,www.k-cel.co.kr
122,전주,㈜거산푸드,김대욱,전북,닭가슴살,전주시덕진구안전로1544층405호,
123,전주,전주초코파이㈜,정용기,전북,빵과자,전주시덕진구팔복1길17-3,
124,전주,글로리플랜트인텔리전스디벨롭먼트코리아㈜,응깅여,전북,"산삼세포배양식품, 화장품원료",전주시덕진구원장동길111-18생물산업진흥원바이오식품산업화센터,
125,전주,㈜더 무브먼트,이국연,전북,자동차부품,전주시덕진구산행로41-6,
126,전주,코리아테크,김귀례,전북,화공약품,전주시덕진구학산길30,koreatech1.co.kr
127,전주,메이커어닝,박준민,전북,어닝,전주시덕진구용덕길5-11,mskawning.com/
128,전주,메디테크 코리아,정지영,전북,"비, 솔",전주시덕진구오신2길23-5,
129,전주,(유)오엔엠코리아,김문석,전북,화장품,"전주시덕진구오공로138,202호",daobeauty.co.kr
130,전주,주식회사 삼원씨앤지,김태원,강원,자동제어장치,"전주시덕진구기린대로538,306호307호(공장)",http://www.samwonc.com/wp/
131,전주,대림정공,황상필,전북,철물,전주시덕진구신복천변길1길31,
132,전주,대한시앤시,이봉진,전북,한지,전주시덕진구신복천변3길38,
133,전주,농업회사법인 (유)농정심,이미경,전북,"학교급식, 도시락 제조","전주시덕진구오공로123,207호",www.농정심.com
134,전주,㈜플라즈넷,정의종,전북,플라즈마처리기,"전주시완산구천잠로303,전주대학교본관133호",
135,전주,(주)제이비드론코리아,박종덕,전북,드론,"전주시덕진구팔과정로20,4층401-1호",www.jbdronekorea.com
136,전주,(주)씨코어 ,최용섭,전북,"공기청정기, 탄소섬유히터등","전주시덕진구원망성로106,201호",http://seecore.co.kr
137,전주,캠핑가족,김영건,전북,"캠핑카, 카라반",전주시덕진구전진로36,caf?.naver.com/campingfm
138,전주,다소니,임정수,전북,탄소유모차커버,"전주시덕진구상리1길34,희망창업보육센터202호",
139,전주,㈜디자인온,이현주,서울,"광고, 디자인",전주시덕진구동부대로1229256호(공장),www.design-on.com
140,전주,㈜라파트로 폴리스,이상무,전북,건강 기능 식품 제조업,전주시덕진구여산로130-15,www.raphapp.co.kr
141,전주,㈜바이오글루칸,박균상,전북,의약용 화합물 및 항생물질제조,전주시완산구백제대로10,
142,전주,㈜셀라이팅,엄세범,전북,"경관조명, LED 조명기구","전주시덕진구진북3길26,2층",www.zcell.kr
143,전주,(주)지앤지비팩토리 ,최락구,전북,가정용전자기기,"전주시완산구전주객사3길62,519호",
144,전주,농업회사법인 주식회사 푸드마켓 ,최우식,전북,반찬류,"전주시완산구전룡5길24-6,1층101호",
145,전주,㈜베스트플랜트 플러시,김덕희,전북,유아용 내의,전주시덕진구기린대로868-2,
146,전주,㈜휴비스,신유동 ,서울,폴리에스터 섬유,전주시덕진구기린대로787,huvis.com/kor/
147,전주,고감한지&페이퍼,백철희,전북,한지,전주시덕진구반암3길31-1,www.gogamhnji.com
148,전주,㈜써비엔플러스,감대훈,전북,디지털 인쇄,"전주시덕진구기린대로929,3층",www.proncbn.com
149,전주,율퍼니처,이인섭,전북,가구,전주시덕진구야전2길43-1,www.instagram.com/yullage7.3/
150,전주,(유)에이피 공조산업,김은희,전북,공기정화기 전열교환기,전주시덕진구전미중앙로54-11,
151,전주,㈜바나,이현주,전북,산업처리공정 장비 제조,전주시덕진구구렛들2길53,
152,전주,우드토탈,정순금,전북,목공예,전주시덕진구상리4길10,
153,전주,㈜케비젠,신홍식,전북,"건강기능식품, 화장품",전주시덕진구반룡로62,www.chebigen.co.kr
154,전주,㈜창해에탄올,이연희,전북,주정제조,전주시덕진구원만성로15,chethanol.com
155,전주,㈜세니젠,박정웅,경기,화장품,"전주시덕진구원장돌길111-18,생물산업진흥원바이오식품산업화센터201호",www.sanigen.co.kr
156,전주,㈜비츠레저,조익성,전북,바베큐 그릴용품,전주시덕진구구렛들3길50,parkgrill.co.kr/
157,전주,비티에스 유한회사,유춘열,전북,CCTV,전주시덕진구팔복로17-6,BTSCCTV.CO.KR
158,전주,㈜유디엑스,한갑수,전북,의료기기,"전주시덕진구건지로20,410호",
159,전주,주식회사이에스테크,박형재,전북,"영상감시장치,보안용카메라,출입통제시스템","전주시덕진구우아10길17-20,201호",
160,전주,(주)폴리켐코리아,최혜정,전북,플라스틱제품,전주시덕진구추천로293,
161,전주,(유)미들텍,김중길,전북,주차관제설비,"전주시덕진구아중로132-1,2층",middletech.co.kr/2017/
162,전주,디디공감,이대용,전북,가죽공예,"전주시덕진구쪽구름로182,2동1층",
163,전주,(유)뉴신화,이인자,전북,주방기구,전주시덕진구원동마을길83,
164,전주,㈜피치앤글로비스,임동욱,전북,탄소발열보드,전주시덕진구신복로121,pitchng.co.kr
165,전주,대진스텐,신광호,전북,"난간, 국기봉, 금속사다리",전주시덕진구번영로471,
166,전주,㈜지우이노베이션,신영산,전북,"파워뱅크, 발전기",전주시덕진구태진로138-6,airnwood.com
167,전주,대림ENG,김규숙,전북,금속문,전주시완산구모과길12-6,
168,전주,삼우씨엔씨,김병주,전북,금속성형기계 제조,"전주시덕진구여산로88-22,1층2호",
169,전주,어바웃더디자인,이왕휘,전북,목재가구,전주시덕진구심방죽로13,
170,전주,마스크상사,이문회,전북,마스크,전주시덕진구운암로16,masksangsa.com
171,전주,㈜한설,신동범,전북,"울타리, 차선분리대, 버스승강장","전주시덕진구덕촌길43,1층(공장)",
172,전주,㈜헬셀,장성기,경기,"방제드론, 드론축구","전주시덕진구반룡로109,벤처지원동504호",www.helsel.co.kr
173,전주,아이몹㈜,정우중,전북,전자부품,"전주시덕진구반룡로111,에코인쇄전자창업보육센터307호",
174,전주,㈜위에너지,한운기,전북,"태양발전시스템, 전기공사","전주시덕진구만성북로51-25,4115,4116,4117,4118호스페이스온",www.weenergy.co.kr
175,전주,㈜넥스트,김종원,전북,화장품,"전주시완산구홍산로275,236호",
176,전주,다자인긱스,최미경,전북,"싱크대,붙박이장",전주시덕진구원산정길43,
177,전주,(유)검상전력,양수미,전북,배전반및전기,전주시덕진구삼례로77-14,
178,전주,㈜애드아임,이희관,전북,"공작기계,엣지디바이스","전주시덕진구유상로67,606호(전주혁신창업허브)",www.ed-im.com
179,전주,유한회사 와이엠리앤텍,박종남,전북,"성형플라스틱, 재활용품 재생",전주시완산구정여립로655-23,
180,전주,㈜정웅 테크원,장웅,전북,"미끄럼방지포장제,도막형바닥재휀스",전주시덕진구삼례로102-47,
181,전주,대학문화사,오현웅,전북,"인쇄, 도서출판",전주시덕진구삼송3길46,대학문화사ok114.co.kr/10632521137
182,전주,주식회사에이엠에스,박병모,전북,자동화기계,전주시덕진구용덕길5-9,
183,전주,바다ENG,김방식,전북,"제어반, 바다정수사업",전주시덕진구장동길49,
184,전주,(유)후레쉬영농,배희문,전북,채소가공,전주시덕진구용암길30,
185,전주,㈜동오라이프사이언스,이승연,전북,건강식품,"전주시완산구천잠로303,전주대학교창업보육센터310호",www.plantsplan.co.kr
186,전주,까디샤,박준호,전북,아동복,"전주시덕진구기린대로946-6,155호",
187,전주,(유)봉춘식품,박봉춘,전북,물반죽,전주시완산구용희길4-56,
188,전주,㈜프로세이프바이오,백현아,전북,천연살균소독제,"전주시완산구천잠로303,벤처창업관304,305호",prosafebio.com
189,전주,㈜엘립,박건아,전북,화재용마스크,"전주시덕진구반룡로109,벤처지원동403호,405호",
190,전주,농업회사법인 자연드림 유한회사,양완성,전북,농산물 전처리,전주시덕진구오신2길17,
191,전주,㈜코엔컴,백명곤,서울,속옷,전주시덕진구상리2길13,www.codesinner.kr
192,전주,(유)나눔이,이인자,전북,LED 조명등,전주시완산구학전길27,
193,전주,(유)호승이엔씨,양호승,전북,식생억제매트,전주시덕진구원만성로23,
194,전주,㈜뱅크정밀항공,이성규,전북,"금형, 항공기 부품",전주시덕진구감수길30-14,
195,전주,㈜백결,박윤아,전북,"탈취제,화장품원료","전주시덕진구회룡2길109-16,1층2호",
196,전주,상록사,송윤석,전북,인쇄업,전주시덕진구아중7길9-3,
197,전주,송연,김정민,전북,"배전반,자동제어반",전주시덕진구서당길12,
198,전주,꿈나무식품,강인수,전북,"참기름,들깨가루,볶음참깨",전주시덕진구우아8길17,
199,전주,애드㈜,김종철,전북,,전주시가재미2길8,
200,전주,유한회사 자부심,곽성숙,전북,간판 및 광고물,전주시덕진구소양천변로56-32,
201,전주,㈜소더코드,오재현,전북,전자감지장치,"전주시덕진구만성북로21-26,401호",www.sothecode.com
202,전주,㈜제우,김찬수,전북,산업차량용콘트롤러,"전주시덕진구반룡로109,A동306,308호",
203,전주,주식회사 아이버스,강세영,전북,어린이통학버스,전주시덕진구호남로2519-21,www.i-bus.kr
204,전주,호반함석보온공사,김충곤,전북,"함석가공품, 닥트가공품",전주시덕진구신복천변1길11,www.hobanzinc.com
205,전주,화이트유리산업협동조합,정병조,전북,복층유리,전주시덕진구신복천변로23-11,
206,전주,㈜다온건설,"오일성, 김혜미",충남,mma 포장재료,전주시덕진구팔과정로213,
207,전주,㈜케이엠트론,양승우,전북,전자장비,전주시덕진구사평로5-11,
208,전주,농업회사법인주식회사피그뱅크성덕동덕진지점,유평수,전북,"양념육,육수티백",전주시덕진구성덕동175-14(성덕동전주지점),
209,전주,전주공예사,장태훈,전북,전통공예,전주시완산구충경로106,
210,전주,농업회사법인 유한회사 지리산잎새삼,고천규,전북,"경옥고차, 황제옥고",전주시덕진구동부대로732-13,
211,전주,주은텍스텍,강희정,전북,속옷,"전주시덕진구전진로10-13,2층",
212,전주,농업회사법인 주식회사 우리푸디스,윤경숙,전북,"청국장, 묵",전주시덕진구원망성로119,
213,전주,도자기가있는풍경,박금녀,전북,도자기,전주시완산구서학로9,
214,전주,(유)디앤씨,장종욱,전북,"유압기기, 특장차",전주시덕진구운암로46,
215,전주,㈜전주페이퍼,장만천,전북,재생용지(신문용지),전주시덕진구팔복로59,www.jeonjupaper.com
216,전주,송이바스,이정신,전북,"이동식욕조, 목욕설비",전주시덕진구오신2길23-5,
217,전주,(유)우주무인항공산업,김경임,전북,드론제품,전주시완산구천잠로235전주비전대학교2층4209호,http://woojoodrone.com/shop/
218,전주,㈜와이슈퍼브,김영상,전북,조명,전주시덕진구모래내6길23-6,
219,전주,㈜한국바이오차(본사),최한국,전북,토양비료,"전주시덕진구콩쥐팥쥐로1515,한국농수산대학창업보육센터",
220,전주,㈜유림(전주공장),이길환,경기,활성탄,전주시완산구정여립로655-16,www.eulimcarbon.com
221,전주,쏘우핫㈜,이성균,전북,"탄소보일러, 탄소히터","전주시덕진구기린대로886,효성탄소특화창업보육센터302호",www.lj3000.co.kr
222,전주,소부당,김대영,전북,찹쌀떡,전주시덕진구무삼지2길10-6,http://sobud+T87:AK87ang.com
223,전주,우림창호,권미라,전북,pvc창호제작,전주시완산구모악산자락길65,
224,전주,나래기술,이하나,전북,드론,"전주시완산구천잠로303,전주대학교대학본관B102호",naraetech.com
225,전주,㈜미래페이퍼,김광호,전북,화장지원지,전주시덕진구온고을로384,
226,전주,㈜미래페이퍼 제2공장,김광호,전북,"화장지, 물티슈",전주시덕진구운암로5,
227,전주,청수계기,한민흠,전북,수도계량기보호통,전주시덕진구상리로30,
228,전주,유한회사 한국케이비에프,홍은기,전북,"영상감시장치,주차관제시스템","전주시덕진구반룡로109,테크노빌A동315호",parkcon.ze.am
229,전주,농업회사 법인 ㈜푸드네이쳐,이정훈,전북,"여주즙, 여주영양밥물",전주시덕진구원장동길111-188동110호,www.foodnature.net
230,전주,주식회사 전주수산,노현숙,전북,"생선살,생어육,수산동물탈각",전주시덕진구도덕동231-9,
231,전주,㈜전주수산,노현숙,전북,냉동수산물,전주시덕진구고잔1길8,
232,전주,소금공방,김심정,전북,가구,"전주시덕진구구렛들1길46,4동",
233,전주,이에코 주식회사,박종호,전북,마스크,"전주시팔복로365,1층",
234,전주,이끌림,고옥연,전북,샌드위치,"전주시덕진구만성남1길70,1층",
235,전주,태웅이엔지,문병래,전북,농기계,전주시덕진구지행당길45,
236,전주,주식회사 제이앤이메탈,임성재,전북,"이온정제유, 비철금속괴",전주시완산구정여립로655-11,
237,전주,㈜강인목재,강원조,전북,목재가구,전주시덕진구가소길2,
238,전주,광전자정밀㈜,박성림,전북,"검사기기, 통신기기",전주시덕진구신성길133,www.withlight.com
239,전주,㈜프로바이오닉,박용하,전북,프로바이오틱스(건강기능식품),"전주시덕진구원장동길111-8,(재)바이오융합산업진흥원바이오식품산업화센터204호",www.probionic.com
240,전주,성한㈜,윤홍익,대전,자동제어장치,전주시완산구중산10길132층(공장),www.sunghan.net
241,전주,㈜웰정보통신,양희정,전북,cctv,전주시덕진구전미로269,
242,전주,㈜진흥금속,송달명,전북,동자,전주시덕진구가재미6길7101호,
243,전주,네오엔지니어링㈜,김종진,전북,기계설비,"전주시덕진구조경단로43-1,2층",
244,전주,(유)아이엘에스,오경아,전북,"전기경보신호장치, LED조명장치",전주시완산구영선로7-50,www.lwdils.com
245,전주,(유)아이엘에스 제2공장,오경아,전북,"전기경보신호장치, LED조명장치",전주시완산구쑥고개로363,www.lwdils.com
246,전주,옥수수치과기공소,"양유영, 김기비",전북,보철,전주시덕진구동부대로611,
247,전주,(유)위즈맘,김태양,전북,"일회용마스크, 아동의류",전주시덕진구신복천변로23-115층,www.wizmombebe.com
248,전주,청우코팅,유승현,전북,종이판지,전주시덕진구구억명덕로435,
249,전주,(유)돈두사랑,은형은,전북,육류가공저장처리,전주시완산구호동길49-2,
250,전주,지에이치시스템즈,김기준,전북,선박기자재 엔지니어링,"전주시덕진구반룡로109,벤처지원동110호",
251,전주,약속공방,박승현,전북,목재가구,전주시덕진구신복1길19,
252,전주,에이스종합광고,문도성,전북,옥외광고물,전주시덕진구아중천변2길65,
253,전주,㈜쓰리제이,손영기,전북,탄소나노튜브,전주시덕진구유상로67,
254,전주,㈜고은푸드,이만식,전북,식육포장처리육,전주시덕진구운암로35-4,
255,전주,사단법인 다올장애인협회 디오텍,유춘수,전북,"무대장치, 수처리기계","전주시덕진구원화전1길57-132,1동,2동",
256,전주,㈜에스엔플러스,이석현,전북,다회용 기능성 마스크,"전주시덕진구백제대로567,301호",www.snplus.kr
257,전주,(유)클리어창,"채태웅, 윤지예",전북,"방진망, 방충망 합성수지제창","전주시완산구천잠로303,127호",www.clearchang.com
258,전주,㈜이웃농업회사법인,최진숙,전북,"공기살균기,공기청정기,공기정화장치","전주시덕진구서가재미길3길9-4,1층",
259,전주,제이제이팩토리,장선균,전북,모형 제조,전주시완산구삼천동3가557,
260,전주,(유)성진기업 ,이형화,전북,종이 및 판지,전주시팔복로59,
261,전주,우리포장,최미숙,전북,아동복,전주시완산구송정2길5,
262,전주,미라클보청기,박관식,전북,보청기,전주시덕진구팔달로381,
263,전주,㈜바이오융합기술,김철생,전북,정기방사장치나노멘브라인,"전주시덕진구백제대로567,대학교창업보육센터305호",
264,전주,㈜다올아이엔지,백인기,전북,석제품,"전주시완산구천잠로235,실습동204호",
265,전주,㈜오가넬,윤지희,전북,향균탈취제,전주시덕진구반룡로109테크노파크테크노빌A동105호107호109호,
266,전주,뜨락도시락,이미연,전북,도시락,전주시완산구영경2길14,
