순번,회사명,대표자명,공장대표주소(지번),업종명,전화번호,팩스번호,생산품
428,율림건설(주),"윤기중,윤석율",충청남도 예산군 응봉면 지석리 524번지,육상 금속 골조 구조재 제조업 외 1 종,041-332-2267,041-332-2269,"철구조물,철비계"
499,춘영산업개발,서춘자,충청남도 예산군 이리 478-3,육상 금속 골조 구조재 제조업 외 1 종,041-337-4781,,"철비계, 철가계"
371,에이치케이스틸 주식회사,윤희권,충청남도 예산군 고덕면 상몽리 1024-0,육상 금속 골조 구조재 제조업,032-589-5406,032-589-5407,철강재(H-BEAM) 가공품
459,주식회사 건지이엔지,최관,충청남도 예산군 고덕면 몽곡리 247-2 (주)유아이이,육상 금속 골조 구조재 제조업,041-363-0520,041-363-0521,반도체공장용 강관 공작물(RCS설비(온실가스저감장치))
477,주식회사 유의온,송광철,충청남도 예산군 고덕면 오추리 602-2 외 5필지,육상 금속 골조 구조재 제조업,070-7769-1518,041-363-1518,건축철골 골조
179,(주)제이아이미트,인준성,충청남도 예산군 삽교읍 두리 96 외 2필지,육류 포장육 및 냉동육 가공업 (가금류 제외),,,"소,돼지 부위별 포장육 및 냉동육"
508,파인쿡,이중옥,충청남도 예산군 고덕면 오추리 871번지 예당일반산업단지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 3 종,,031-683-3918,"가열양념육, 닭가슴살 가공품, 포장양념육, 소스 등"
13,(주)금수명가,도의찬,충청남도 예산군 대술면 화산리 475번지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,041-332-1689,041-332-2689,편육
292,동보육가공(주),박연호,충청남도 예산군 삽교읍 두리 371번지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,041-338-6289,041-338-6290,"포장육, 포장갈비"
386,영원엠앤에프(주),김영호,충청남도 예산군 예산읍 대회리 290-3번지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,041-331-6449,,"갈비, 삼겹살등"
163,(주)유아이헬리콥터,임성의,충청남도 예산군 삽교읍 효림리 8-10번지 외 1필지,"유인 항공기, 항공우주선 및 보조장치 제조업 외 4 종",041-330-8803,,헬기정비
78,(주)부농 농사랑지점,김선택,충청남도 예산군 삽교읍 이리 217-2번지,유기질 비료 및 상토 제조업,041-338-1595,041-338-1597,유기질비료
159,(주)유기산업,박대권,충청남도 예산군 고덕면 상몽리 1033,유기질 비료 및 상토 제조업,041-338-2462,0504-062-2462,"바이오차, 왕겨초액"
302,메이플제지(주),정경원,충청남도 예산군 오가면 원평리 4-17번지 (원평리 4-17) 외 3필지,위생용 종이제품 제조업,041-333-9300,041-333-0085,"냅킨,점보롤화장지"
510,프린스페이퍼(주),"김순복, 이종면",충청남도 예산군 오가면 원평리 4-8번지 외 1필지,위생용 종이제품 제조업,041-331-4950,,화장지 원단
42,(주)대한솔루션,권회현,충청남도 예산군 고덕면 오추리 472-2번지,운송장비 조립용 플라스틱제품 제조업 외 5 종,032-810-1701,032-812-7785,자동차부품
278,대원전선(주),서명환,충청남도 예산군 고덕면 오추리 134-7번지,운송장비 조립용 플라스틱제품 제조업 외 4 종,041-339-3420,041-339-3020,"전력선,구리통신선,광통신선케이블"
209,(주)퍼스트,민완홍,충청남도 예산군 대술면 화산리 428번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,041-333-3896,,암레스트
94,(주)성운파마코피아,정인화,충청남도 예산군 삽교읍 효림리 479번지 충남테크노파크 바이오센터,완제 의약품 제조업 외 3 종,031-293-1616,031-629-5024,고지혈증제
77,(주)보령바이오파마,김기철,충청남도 예산군 응봉면 증곡리 334-4 번지,완제 의약품 제조업,02-708-8492,02-708-8426,EPO주외3종
310,보령제약(주),김광호,충청남도 예산군 응봉면 증곡리 334-4 번지,완제 의약품 제조업,,,겔포스
466,주식회사 보령,"장두현, 김정균",충청남도 예산군 응봉면 증곡리 534 외 1필지,완제 의약품 제조업,041-336-5015,041-336-5011,완제의약품 제조
481,주식회사 피에스케미칼,임경화,충청남도 예산군 고덕면 오추리 805번지,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",041-338-8727,041-338-8720,"착색제, 무기안료"
455,제일연탄,박상천,충청남도 예산군 대술면 궐곡리 298번지 외 3필지,연탄 및 기타 석탄 가공품 제조업,041-332-1120,,연탄
325,삼지금속공업(주),서건수,충청남도 예산군 고덕면 오추리 825번지 (예당일반산업단지),"연 및 아연 제련, 정련 및 합금 제조업 외 3 종",041-337-3933,041-338-3933,"순연,합성연,땜납,축전지,주석"
358,신한물산(주),신한용,충청남도 예산군 삽교읍 월산리 174번지 예산일반산업단지내,어망 및 기타 끈 가공품 제조업 외 2 종,032-883-1539,032-887-4656,"어망, 통발등 어기구"
373,에이치피아이(주),서윤옥,충청남도 예산군 오가면 원평리 4-35번지,액체 펌프 제조업 외 3 종,031-478-3111,031-478-3199,"펌프류, 상하수기기류, 수격방지기"
296,디와이이엔지주식회사,정기연,충청남도 예산군 고덕면 호음리 320-3번지,액체 펌프 제조업 외 2 종,031-5177-4028,044-862-4027,펌프 등
372,에이치피아이(HPI),최재민,충청남도 예산군 고덕면 호음리 321-2번지 외 1필지,액체 펌프 제조업 외 10 종,031-478-3111,,"펌프,상하수순수처리기기,밸브 등"
177,(주)일류테크,김달한,충청남도 예산군 오가면 원평리 4-35번지,액체 여과기 제조업 외 1 종,041-331-3677,041-331-3676,"정수장치, 염소투입기 등"
175,(주)인지디스플레이,"정구용, 정혜승",충청남도 예산군 예산읍 관작리 276-1번지,액정 표시장치 제조업 외 4 종,041-330-3000,,"LCD모니터, 액정부품"
467,주식회사 성원에프엔디,백승호,충청남도 예산군 삽교읍 가리 294-9번지 외 2필지,액상시유 및 기타 낙농제품 제조업,041-358-4755,,"저지방우유,저지방유크림"
314,부성소재(주),박준혜,충청남도 예산군 신암면 조곡리 198-3번지,암면 및 유사제품 제조업 외 1 종,041-333-8846,041-333-8749,퍼라이트
16,(주)나이스엘엠에스 주조공장,박용찬,충청남도 예산군 삽교읍 월산리 176번지 (예산일반산업단지),알루미늄주물 주조업 외 1 종,041-331-6390,041-332-1137,알루미늄 빌렛
12,(주)그린플러스,"박영환, 정순태",충청남도 예산군 응봉면 지석리 522번지,"알루미늄 압연, 압출 및 연신제품 제조업 외 4 종",041-332-6421,,"알루미늄제품, 육상금속골조구조재, 수상금속골조구조재, 금속제창, 태양광발전장치"
239,㈜우림알텍,임헌범,충청남도 예산군 삽교읍 효림리 507번지 (주)우림알텍,"알루미늄 압연, 압출 및 연신제품 제조업 외 2 종",041-352-5081,041-357-5081,"알루미늄 건축자재, 산업용재"
14,(주)나이스엘엠에스,박용찬,충청남도 예산군 응봉면 지석리 524번지,"알루미늄 압연, 압출 및 연신제품 제조업",041-331-6390,,알루미늄 압출제품
253,금성개발㈜,권형주,충청남도 예산군 덕산면 낙상리 213-1번지,아스팔트 콘크리트 및 혼합제품 제조업,041-337-7781,041-337-1767,아스콘
400,예산아스콘(주),이종필,충청남도 예산군 신암면 조곡리 9-53번지 외 3필지,아스팔트 콘크리트 및 혼합제품 제조업,,042-621-2814,아스콘
475,주식회사 예일,"이이주, 심상천",충청남도 예산군 봉산면 구암리 42-2번지,아스팔트 콘크리트 및 혼합제품 제조업,041-338-6008,041-338-1188,아스콘
3,(유)에치비,조구형,충청남도 예산군 고덕면 오추리 814번지,"식초, 발효 및 화학 조미료 제조업 외 2 종",031-479-7160,,"소스류, 복합조미식품"
259,농업회사법인 내포주식회사,박형,충청남도 예산군 봉산면 효교리 599-2번지,식물성 유지 제조업,041-337-0815,,"들기름, 채종유"
476,주식회사 와이엘코리아,김상인,충청남도 예산군 예산읍 신례원리 433-0 충남테크노파크 103호,승용차 및 기타 여객용 자동차 제조업 외 3 종,,,"전기자동차, 이륜차"
326,삼진농수산,정상철,충청남도 예산군 오가면 신장리 428-37번지,수프 및 균질화식품 제조업 외 1 종,,,"차류,수프및균질화식품"
98,(주)셰프라인 예산,손재봉,충청남도 예산군 대술면 시산리 500-1번지 외 1필지,수동식 식품 가공기기 및 금속 주방용기 제조업,041-333-9100,041-333-9310,금속주방용품
47,(주)덕성,강영일,충청남도 예산군 삽교읍 두리 121-1번지,속도계 및 적산계기 제조업 외 1 종,041-751-8007,,"수도미터,수도계량기보호통"
454,제일모직(주),원대연,충청남도 예산군 고덕면 오추리 134-7번지,설치용 및 위생용 플라스틱제품 제조업,041-339-3100,041-339-3020,조립식욕실SMC
284,대한금속공업(주),서준석,충청남도 예산군 고덕면 상몽리 1018-0,선철주물 주조업 외 3 종,041-337-5211,041-338-5211,"선철주물제품,볼트,너트,레일플레이트"
33,(주)대광주철,최재석,충청남도 예산군 고덕면 상몽리 1016-0,선철주물 주조업,041-337-7250,041-338-3686,"맨홀뚜껑, 중장비소재 등"
58,(주)디케이캐스팅,윤기훈,충청남도 예산군 고덕면 상몽리 1015-0,선철주물 주조업,031-996-1721,031-998-1723,유압프레스 등 주물
506,태성테크,오테석,충청남도 예산군 예산읍 대회리 산 1 번지 산업관510호,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업 외 2 종,,,"천연추출물,액상비료"
41,(주)대원화인켐,정명모,"충청남도 예산군 고덕면 오추리 865번지 , 예당일반산업단지",석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,041-404-8800,032-525-5117,천연착색제 및 유연제
140,(주)엠에스유니켐,김석수,충청남도 예산군 고덕면 오추리 828번지,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,041-338-2301,041-338-2302,"반도체/전자재료물질, 화장품첨가제"
52,(주)동양플랜트부문예산컴플렉스지점,정진학,충청남도 예산군 고덕면 호음리 945번지 외 1필지,산업용 송풍기 및 배기장치 제조업 외 14 종,041-339-2000,041-339-2099,"송풍기,집진기"
132,(주)에어텍,이종화,충청남도 예산군 삽교읍 효림리 512,산업용 냉장 및 냉동 장비 제조업 외 3 종,043-930-4578,043-901-0250,"냉동공조제품(항온항습기, 냉방기)"
212,(주)프리맥스,구행열,충청남도 예산군 고덕면 몽곡리 1010번지,산업용 냉장 및 냉동 장비 제조업,041-404-8550,041-404-8551,상업용 냉장 및 냉동 쇼케이스
411,오텍캐리어냉장(주),강성희,충청남도 예산군 고덕면 호음리 928번지,산업용 냉장 및 냉동 장비 제조업,041-330-7650,,"냉장/냉동 쇼케이스, 플러그인(산업용냉장고),자동제빙기, 차량용냉동기"
497,청림에너지,김윤태,충청남도 예산군 덕산면 낙상리 140,산업용 가스 제조업,041-337-7223,041-337-7224,"식음료가스(산소,탄산), 알곤, 질소"
517,한국산업가스(주),이세웅,충청남도 예산군 예산읍 주교리 511-5번지,산업용 가스 제조업,041-331-1241,,공업용산소
464,주식회사 로만,배순옥,충청남도 예산군 신암면 조곡리 195-14번지 외 1필지 외 2필지,빵류 제조업 외 1 종,041-332-2347,,"츄러스,약과,솜사탕"
520,한국자산관리공사,문창용,충청남도 예산군 삽교읍 효림리 511번지 (예산일반산업단지),비주거용 건물 임대업,051-794-3841,,
521,한국자산관리공사,문성유,충청남도 예산군 삽교읍 효림리 553 신한금속(주) 외 1필지,비주거용 건물 임대업,,,비거주용 건물 임대업
350,승일산업,강성남,충청남도 예산군 신암면 조곡리 9-11번지,비금속류 해체 및 선별업 외 1 종,,041-333-4480,합성수지재생칩
471,주식회사 에스피네이처,이병훈,충청남도 예산군 대술면 시산리 164-1 외 14필지,비금속광물 분쇄물 생산업,041-333-9940,041-333-9942,모래
197,(주)케이씨리버텍,이명훈,충청남도 예산군 오가면 양막리 72-3번지 외 1필지,부직포 및 펠트 제조업 외 1 종,02-2617-4387,02-2617-0185,"식생매트, 스톤네트"
204,(주)태원통산,한건오,충청남도 예산군 신암면 신종리 146-2번지,부직포 및 펠트 제조업,041-333-1937,041-332-2117,"펠트,부직포"
426,유한책임회사 대솔아이엔티 예당공장,권충호,충청남도 예산군 고덕면 오추리 854,부직포 및 펠트 제조업,041-338-9471,041-338-9475,차량용 부직포
32,(주)대광이앤씨,오세권,충청남도 예산군 대술면 화산리 502번지 외 1필지,복합비료 및 기타 화학비료 제조업 외 1 종,041-5524-0585,,부숙유기질비료
75,(주)미토,김준식,충청남도 예산군 신암면 조곡리 9-15번지 외 9필지,복합비료 및 기타 화학비료 제조업 외 1 종,041-331-0287,041-331-0288,"부산물비료, 수도 및 원예용상토"
252,금덕농원비료,"이계성,윤명희",충청남도 예산군 덕산면 낙상리 164-7번지,복합비료 및 기타 화학비료 제조업 외 1 종,,,유박비료
359,신한벽지(주),김죽영,충청남도 예산군 신암면 오산리 382-3번지,벽지 및 장판지 제조업,041-332-3345,041-332-3347,"벽지,장판지"
24,(주)녹수,고동환,충청남도 예산군 고덕면 용리 931번지 외 11필지,벽 및 바닥 피복용 플라스틱제품 제조업,041-337-0231,,바닥타일
256,꿈이룬바이오,이성종,충청남도 예산군 예산읍 석양리 11-4번지,배합 사료 제조업 외 5 종,041-332-3288,,"사료첨가제,탈취제"
93,(주)성보사이언스텍,김상덕,충청남도 예산군 응봉면 지석리 523번지,배합 사료 제조업 외 3 종,041-333-0973,,"글루코친 G.T, 보조사료(혼합제)"
160,(주)유니바이오테크,조준희,충청남도 예산군 신암면 두곡리 256-3번지,배합 사료 제조업 외 3 종,041-333-9111,041-333-9110,"동물약품, 사료, 탈취제"
488,지에이치(주),이희경,충청남도 예산군 응봉면 지석리 520번지,배합 사료 제조업 외 2 종,041-333-4123,,"사료, 생약물질"
147,(주)예산으뜸사료,이병율,충청남도 예산군 예산읍 주교리 512-5번지,배합 사료 제조업 외 1 종,041-335-6108,,미생물보조사료
149,(주)오성바이오,김연욱,"충청남도 예산군 삽교읍 효림리 479번지 충남테크노파크 바이오센터 306,307,308호",배합 사료 제조업 외 1 종,041-337-3881,041-337-3882,"아미노산 보조사료, 아미노산 보조비료, 미생물"
215,(주)하나윈 사료사업부,김종환,충청남도 예산군 신암면 두곡리 254번지,배합 사료 제조업 외 1 종,041-332-6346,041-332-6348,"대용유사료, 양축용사료"
231,(주)향목,김진희,충청남도 예산군 신암면 신종리 251-0번지,배합 사료 제조업 외 1 종,041-332-5866,041-332-5865,배료배합
258,농업회사법인 (주)토바우,정진곤,충청남도 예산군 대술면 산정리 172번지 외 14필지,배합 사료 제조업 외 1 종,041-359-8200,041-333-4997,사료
290,동문코리아,이명호,충청남도 예산군 오가면 역탑리 204-28번지,배합 사료 제조업 외 1 종,,,보조사료
309,발효사료연구회,이도병,충청남도 예산군 대술면 산정리 343번지,배합 사료 제조업 외 1 종,,,사료
390,예산 TMR,정우진,충청남도 예산군 오가면 분천리 141-3번지,배합 사료 제조업 외 1 종,,,TMR 배합사료
393,예산군 농업기술센터,이승주,충청남도 예산군 신암면 종경리 281-77번지,배합 사료 제조업 외 1 종,041-339-8994,041-339-8119,"유산균,고초균,효모균"
417,우촌농장,윤석상,충청남도 예산군 고덕면 상몽리 459-15번지,배합 사료 제조업 외 1 종,,,동물용사료
418,우촌농장(제2공장),윤석상,충청남도 예산군 신암면 조곡리 32-10번지,배합 사료 제조업 외 1 종,,,동물용사료
490,진솔미코리아,안형철,충청남도 예산군 신양면 신양리 332번지,배합 사료 제조업 외 1 종,,,보조사료
498,초원사료,전병우,충청남도 예산군 봉산면 마교리 357-2번지,배합 사료 제조업 외 1 종,041-337-4816,,섬유질 사료
507,태양,이대연,충청남도 예산군 오가면 역탑리 417-12번지,배합 사료 제조업 외 1 종,,,"보조사료,단미사료,배합사료"
69,(주)메지온사료사업부,박동현,충청남도 예산군 신암면 두곡리 254번지,배합 사료 제조업,041-332-6346,041-332-6348,"양축용 배합사료, 대용유용 배합사료"
279,대원헬스케어(주),황상철,충청남도 예산군 오가면 월곡리 142-19번지,배합 사료 제조업,041-331-3371,041-331-3361,배합사료(레카덤알티지오메가3)
348,수덕전기(주),김영진,충청남도 예산군 삽교읍 역리 243-1번지,배전반및전기자동제어반제조업,041-338-0708,,수배전반외
235,(주)후엔지니어링,김도연,충청남도 예산군 응봉면 지석리 521번지,배전반 및 전기 자동제어반 제조업 외 6 종,041-622-2152,041-622-2153,배전반/유량계/계장제어장치/프로세스제어반 등
121,(주)에스디테크,황순연,충청남도 예산군 오가면 원평리 4-15 번지,배전반 및 전기 자동제어반 제조업 외 3 종,041-338-6464,,"수배전반,자동제어반"
202,(주)키다리아저씨,김해일,"충청남도 예산군 예산읍 산성리 839번지 장애인기업종합센터 104호,105호",배전반 및 전기 자동제어반 제조업,,,"태양광접속반, 모니터링 장치"
354,신성엔지니어링,김태권,충청남도 예산군 오가면 오촌리 400-2번지,배전반 및 전기 자동제어반 제조업,041-332-7659,,수배전반
355,신성엔지니어링,김태권,충청남도 예산군 오가면 오촌리 400-2번지,배전반 및 전기 자동제어반 제조업,041-332-2804,041-332-2805,수배전반
484,주식회사 호크마 테크,이동호,충청남도 예산군 삽교읍 방아리 151-3번지,배전반 및 전기 자동제어반 제조업,,,"배전반, 자동제어반"
103,(주)시온,조영호,충청남도 예산군 예산읍 주교리 산 165-35 번지,방송장비 제조업 외 5 종,041-332-2222,041-331-0002,"ccTV,방송기기"
60,(주)레드앤블루,유승모,충청남도 예산군 고덕면 상몽리 1034-0,방사선 장치 제조업 외 3 종,041-331-6119,,의료기기
433,이안,임미라,충청남도 예산군 응봉면 계정리 4-1번지,"박판, 합판 및 유사 적층판 제조업",041-331-9559,,가구합판
387,영진코어켐(주),박제성,충청남도 예산군 고덕면 호음리 361-21번지,무기안료용 금속 산화물 및 관련 제품 제조업 외 2 종,041-338-7317,041-338-7319,"금분안료,규산염"
80,(주)비농,박병세,충청남도 예산군 삽교읍 효림리 479번지 충남테크노파크 바이오센터 304호,무기안료용 금속 산화물 및 관련 제품 제조업,02-6264-8861,02-6264-8864,미량요소복합비료
480,주식회사 컬러무빙,김종호,충청남도 예산군 고덕면 오추리 874-1,무기안료용 금속 산화물 및 관련 제품 제조업,041-337-3327,041-337-3326,"효과안료, 자성안료 등"
48,(주)덕원,김용덕,충청남도 예산군 덕산면 시량리 440-1번지,목재문 및 관련제품 제조업,,,건축용창호
441,일신공예,조찬형,충청남도 예산군 덕산면 옥계리 149-11번지 외 3필지,목재문 및 관련제품 제조업,041-337-4546,,목재창호
178,(주)자연목재,손금종,충청남도 예산군 고덕면 호음리 252번지,"목재 포장용 상자, 드럼 및 유사용기 제조업",,,목드럼외
457,조흥물류,이경례,충청남도 예산군 봉산면 금치리 114번지 외 7필지,"목재 포장용 상자, 드럼 및 유사용기 제조업",041-337-0246,041-337-0248,목재 포장용상자
537,현대상사,나명덕,충청남도 예산군 신암면 탄중리 152번지,모피 및 가죽 제조업,041-333-2745,041-331-2745,"돈피,우피"
465,주식회사 모터하이,이강월,충청남도 예산군 고덕면 상몽리 786-3 외 3필지,모터사이클 제조업,070-8873-1616,,Electric Motorcycle
4,(주)경안섬유,문관석,충청남도 예산군 신암면 오산리 382-3번지,면직물 직조업,041-331-1583,041-331-1587,테이프원단
154,(주)옥국시,김성배,충청남도 예산군 응봉면 노화리 222번지 외 3필지,"면류, 마카로니 및 유사식품 제조업 외 1 종",041-333-1022,,"옥수수 국수,칼국수,냉면"
263,농업회사법인 오곡백과(주),김기선,충청남도 예산군 신양면 대덕리 417번지 외 3필지,"면류, 마카로니 및 유사식품 제조업 외 1 종",,,"쌀국수,기타쌀,보리가공품"
392,예산국수(주),김우범,충청남도 예산군 봉산면 효교리 163-20번지,"면류, 마카로니 및 유사식품 제조업",,,"중화면, 반건면"
398,예산버들국수,김명국,충청남도 예산군 신암면 두곡리 233-3번지,"면류, 마카로니 및 유사식품 제조업",,,국수
511,플래티넘맥주(주),배문탁,충청남도 예산군 고덕면 상몽리 1031,맥아 및 맥주 제조업,041-337-6003,041-337-6008,맥주
169,(주)이덕아이앤씨,김종운,충청남도 예산군 고덕면 상몽리 1041,매트리스 및 침대 제조업,02-2146-0940,02-2146-0951,매트리스
223,(주)한선레미콘,"오경애,방건호",충청남도 예산군 신암면 오산리 산 459-21번지,레미콘 제조업,041-331-4700,041-331-4704,레미콘
311,보명레미콘주식회사,박상원,충청남도 예산군 신양면 서계양리 539번지,레미콘 제조업,041-333-6831,,레미콘
406,예일레미콘(주),황병갑,충청남도 예산군 봉산면 구암리 42-2번지,레미콘 제조업,041-338-6900,041-338-0556,레미콘
415,우석종합건설(주) 우석레미콘,손동우,충청남도 예산군 응봉면 계정리 119-7번지 외 6필지,레미콘 제조업,041-333-9652,041-333-9654,레미콘
76,(주)보금환경,한청옥,충청남도 예산군 대술면 화산리 367-1번지 외 1필지,"라이터, 연소물 및 흡연용품 제조업",041-331-0591,041-331-0590,"PP PELLET, 고형연료(R.P.F)"
378,엔알지(주),김형래,충청남도 예산군 고덕면 오추리 837번지 외 4필지,"라이터, 연소물 및 흡연용품 제조업",02-2028-1711,,고형연료
360,썬뱅크,김원덕,충청남도 예산군 고덕면 상몽리 84-2번지,디지털 적층 성형기계 제조업 외 1 종,041-338-1819,,난로케이스
54,(주)두솔,"천장석, 천준호,천재희",충청남도 예산군 오가면 원평리 4-20번지 외 4필지,두부 및 유사식품 제조업,041-332-6231,041-332-7167,조미유부
221,(주)한동,이원규,충청남도 예산군 신암면 두곡리 256-7번지,동물용 의약품 제조업 외 6 종,041-332-5833,,"미야리S, 키토산, 아다폰O"
8,(주)고려비엔피,민정훈,충청남도 예산군 신암면 두곡리 254-18번지,동물용 의약품 제조업 외 3 종,041-331-0213,041-331-0217,"항생제, 영양제, 단미사료"
83,(주)삼우메디안,이헌석,충청남도 예산군 신암면 두곡리 254-15번지,동물용 의약품 제조업 외 2 종,041-331-3511,,"항생제,비타민제,보조사료(혼합제,추출제)"
168,(주)이글벳,강승조,충청남도 예산군 신암면 두곡리 256-46번지 외 14필지,동물용 의약품 제조업 외 2 종,041-331-4100,041-331-4103,동물약품
366,에스비신일(주),홍성택,충청남도 예산군 신암면 두곡리 254-10번지,동물용 의약품 제조업 외 2 종,041-332-6094,041-332-6096,"동물용약제품, 사료"
492,진우약품(주),"박석규, 조수현",충청남도 예산군 신암면 두곡리 250-12번지,동물용 의약품 제조업 외 2 종,041-332-4282,041-332-4283,동물약품
201,(주)코미팜,문성철,충청남도 예산군 신암면 두곡리 256-1번지,동물용 의약품 제조업 외 1 종,041-333-4262,,"동물약품, 복합비료"
36,(주)대성미생물연구소,조항원,충청남도 예산군 신암면 두곡리 250-12번지,동물용 의약품 제조업,,,동물약품
123,(주)에스엘,이은규,충청남도 예산군 오가면 오촌리 10-34번지,동물용 의약품 제조업,041-334-1758,041-334-1788,동물용식의약품원료
257,녹십자수의약품(주),나승식,충청남도 예산군 응봉면 주령리 408,동물용 의약품 제조업,041-337-1805,041-337-1806,동물용의약품
536,헬스카우,오복환,충청남도 예산군 삽교읍 가리 203-1번지,동물용 의약품 제조업,,041-338-2928,유두침지제
222,(주)한민에코텍,김재찬,충청남도 예산군 고덕면 상몽리 1025 외 1필지,"동 제련, 정련 및 합금 제조업 외 1 종",041-532-8195,,"전기동, 희소금속, 귀금속"
126,(주)에스엠아이,이주현,충청남도 예산군 예산읍 주교리 511-4번지 외 1필지,"동 압연, 압출 및 연신제품 제조업",041-333-4448,,동관이음쇠
127,(주)에스엠아이제3공장,이주현,충청남도 예산군 예산읍 주교리 511-5번지 외 1필지,"동 압연, 압출 및 연신제품 제조업",041-333-4448,,동관이음쇠
238,S.D.F,김재복,충청남도 예산군 삽교읍 두리 803-102번지 외 1필지,도시락류 제조업 외 1 종,041-338-3714,,도시락
240,가야영농조합법인,박제순,충청남도 예산군 삽교읍 신리 312-18번지,도시락류 제조업 외 1 종,041-337-5422,041-338-3251,"더덕짱아찌,도시락"
192,(주)진일테크,이효민,충청남도 예산군 고덕면 몽곡리 1013번지 예당일반산업단지내,도금업,031-437-0600,031-437-1575,아연도금
451,제노바이오 충청지사,박복희,충청남도 예산군 삽교읍 효림리 479번지 바이오센터 310호,단미 사료 및 기타 사료 제조업 외 3 종,042-933-8070,,"사료첨가제, 기능성식품"
445,자라미농업,이광연,충청남도 예산군 대술면 시산리 136-24,단미 사료 및 기타 사료 제조업 외 2 종,041-335-0014,041-335-0060,"액상미네랄 사료, 비료"
37,(주)대성비엘에스,조환선,충청남도 예산군 삽교읍 효림리 479 309호  309호,단미 사료 및 기타 사료 제조업,041-337-3881,,아미노산 보조사료
118,(주)애니픽,김미경,충청남도 예산군 삽교읍 효림리 479 310호  310호,단미 사료 및 기타 사료 제조업,042-932-7475,042-932-7477,반려동물 보조(단미)사료
150,(주)오성바이오,김연욱,충청남도 예산군 삽교읍 효림리 479 308호  308호 외 2필지,단미 사료 및 기타 사료 제조업,041-337-3881,,아미노산 보조사료
482,주식회사 하나윈,김종환,충청남도 예산군 신암면 두곡리 251-10번지,단미 사료 및 기타 사료 제조업,041-332-6346,041-332-6348,보조사료
377,에프엠바이오,"오재준,이진영",충청남도 예산군 예산읍 대회리 1번지 공주대학교,농업 및 임업용 기계 제조업 외 3 종,,,측정및분석기구
272,대동기업(주),이기만,충청남도 예산군 오가면 월곡리 178번지,농업 및 임업용 기계 제조업,041-333-6092,041-333-6093,동력살분무기
304,문화공업사,인성식,충청남도 예산군 봉산면 효교리 143-21번지,농업 및 임업용 기계 제조업,041-337-9777,,"퇴비살포기, 트레일러"
306,미래선별기,최락경,충청남도 예산군 신암면 종경리 243-1,농업 및 임업용 기계 제조업,,,"농산물 선별기(감자, 양파)"
532,햄프셔 공업사,박종대,충청남도 예산군 덕산면 광천리 713-3번지 외 2필지,농업 및 임업용 기계 제조업,,,양돈기자재
533,햄프셔공업사,박종대,충청남도 예산군 삽교읍 효림리 534번지 예산일반산업단지내,농업 및 임업용 기계 제조업,041-338-2241,041-337-2817,양돈용 기자재
39,(주)대양금속,조상종,충청남도 예산군 신암면 계촌리 222번지,냉간 압연 및 압출 제품 제조업,041-333-4675,041-332-2640,스텐레스 냉연강판
28,(주)늘푸른,안상교,충청남도 예산군 대술면 산정리 132-1번지 외 9필지,김치류 제조업 외 1 종,,041-332-9800,"김치, 절임류"
67,(주)먹보,윤태호,충청남도 예산군 오가면 월곡리 192-10번지 외 4필지,김치류 제조업 외 1 종,041-333-9982,,"포기김치,백김치"
195,(주)초원농산,김영일,충청남도 예산군 삽교읍 이리 593-35번지,김치류 제조업 외 1 종,041-338-4300,041-338-4302,"배추김치,깍두기"
421,웰푸드,김두환,충청남도 예산군 오가면 오촌리 10-6번지,김치류 제조업 외 1 종,041-333-3200,,"단무지, 김치"
513,하나식품,박응수,충청남도 예산군 대술면 시산리 298-2번지,김치류 제조업 외 1 종,041-333-1179,041-331-1179,김치
55,(주)디앤케이켐텍,민병환,충청남도 예산군 삽교읍 효림리 506,기타 플라스틱 발포 성형제품 제조업 외 1 종,041-330-5700,041-330-5799,건축용 단열재
97,(주)셀테크노,이상수,충청남도 예산군 고덕면 오추리 867-1번지,기타 플라스틱 발포 성형제품 제조업,041-337-6775,041-337-6753,"흡음단열재,성형발포 단열재 등"
243,건영주식회사,문정일,충청남도 예산군 삽교읍 월산리 177번지 예산일반산업단지,기타 직물제품 제조업,041-404-7770,,마스크
247,경진타포린,신호석,충청남도 예산군 삽교읍 상하리 384-33번지,기타 직물제품 제조업,041-634-5070,,방수포천막
104,(주)신성티앤비,이지민,충청남도 예산군 삽교읍 효림리 479번지 309호,기타 증류주 및 합성주 제조업 외 2 종,041-338-4865,041-338-4865,아로니아 주스 등
11,(주)광명통신,염채화,충청남도 예산군 오가면 원평리 4-22번지,기타 절연선 및 케이블 제조업,041-333-2303,,"동축케이블, 전선케이블"
61,(주)로디움,이진욱,충청남도 예산군 오가면 원천리 610-1번지 외 1필지,기타 절연선 및 케이블 제조업,041-5277-0746,041-334-6294,전선
