순번,회사명,공장주소,전화번호,대표업종번호,업종명,종업원수,생산품
238,(주)대양엠에스티,부산광역시 강서구 영강길 185 (명지동),051-325-7777,25924,절삭가공 및 유사처리업,4,스텐레스 제품
251,(주)대진이앤지,부산광역시 강서구 화전산단6로 57 (화전동),051-600-0162,25924,절삭가공 및 유사처리업,20,"자동차부품,볼트,너트"
324,(주)동양메탈,부산광역시 강서구 미음동 0 번지 I22-6,051-314-5156,25924,절삭가공 및 유사처리업,68,스윙볼트
329,(주)동양화인텍,부산광역시 강서구 미음국제5로 168 (범방동) (주)동양휄트오일씰,051-316-6850,25924,절삭가공 및 유사처리업,70,"밸브시트, 반도체 밸브"
372,(주)두영산기,부산광역시 강서구 미음산단4로 10 (미음동),051-831-2477,25924,절삭가공 및 유사처리업,5,철판절단 및 가공
373,(주)두영산기,부산광역시 강서구 낙동남로549번길 21 (녹산동),051-831-2477,25924,절삭가공 및 유사처리업,24,"plate, baffle"
384,(주)디에스메탈,부산광역시 강서구 녹산산단77로 20 (송정동),051-831-4235,25924,절삭가공 및 유사처리업,2,Ni-Alloys
402,(주)디와이에스엠 부산직영점,부산광역시 강서구 화전산단6로66번길 14 (화전동),051-973-1710,25924,절삭가공 및 유사처리업,4,철판가공등
416,(주)라인테크엔지니어링(부산지점),부산광역시 강서구 과학산단2로19번길 150(지사동),031-499-8688,25924,절삭가공 및 유사처리업,5,선박평형수 부품
443,(주)마조산업,부산광역시 강서구 화전산단6로66번길 14(화전동),051-831-3531,25924,절삭가공 및 유사처리업,6,치공구
488,(주)베니온,부산광역시 강서구 생곡산단2로 26 (생곡동),051-972-4065,25924,절삭가공 및 유사처리업,5,"대형볼트, 대형너트"
511,(주)부미(2공장),부산광역시 강서구 미음산단2로16번길 5 (구랑동),051-303-5001,25924,절삭가공 및 유사처리업,10,자동차부품
518,(주)부산워터젯,부산광역시 강서구 미음산단로 98 (구랑동),051-832-1071,25924,절삭가공 및 유사처리업,14,절단가공품
601,(주)삼정기계,부산광역시 강서구 화전산단2로 123(화전동),051-941-5385,25924,절삭가공 및 유사처리업,3,윈치샤프트
627,(주)서광금속,부산광역시 강서구 낙동남로533번길 71 (녹산동),051-832-1677,25924,절삭가공 및 유사처리업,13,"노즐, 플랜지 등"
664,(주)성신엠피,부산광역시 강서구 과학산단2로19번길 142 (지사동),051-832-0278,25924,절삭가공 및 유사처리업,25,조선외장품
684,(주)성일정판,부산광역시 강서구 미음국제5로마길 13(미음동),055-325-1405,25924,절삭가공 및 유사처리업,7,선반기계
762,(주)스타이십일,부산광역시 강서구 신호산단3로88번길 48 (신호동) (총 4 필지) 외 3필지,051-831-4315,25924,절삭가공 및 유사처리업,25,"파이프, 라이너"
771,(주)신광정밀,부산광역시 강서구 녹산산단77로 42 (송정동),051-301-8512,25924,절삭가공 및 유사처리업,4,조선기자재
778,(주)신성디젤,부산광역시 강서구 낙동남로533번길 55 (녹산동),051-972-7782,25924,절삭가공 및 유사처리업,3,선박엔진용 노즐 등
792,(주)신아기공,"부산광역시 강서구 신호산단3로88번길 53, 291-8 (신호동)",,25924,절삭가공 및 유사처리업,4,고압용배관연결이음쇠
896,(주)에스비이엔지,부산광역시 강서구 미음동 0-0번지 미음지구 I 19블록 3롯트,051-832-0165,25924,절삭가공 및 유사처리업,32,"플랜지, 유압부품 외"
994,(주)영신스틸,부산광역시 강서구 녹산산업북로 438 (송정동),051-972-2886,25924,절삭가공 및 유사처리업,7,철강재절단가공
996,(주)영신스틸,부산광역시 강서구 가달1로 33(생곡동),051-311-2742,25924,절삭가공 및 유사처리업,9,기계부품
1038,(주)우경기업,부산광역시 강서구 화전산단5로37번길 17 (화전동),051-831-0768,25924,절삭가공 및 유사처리업,5,풍력 플렌지
1073,(주)우진하이테크,부산광역시 강서구 공항로393번길 37-3 (대저2동),051-305-8311,25924,절삭가공 및 유사처리업,4,2차 전지 제조용 기계 부품
1074,(주)우창스틸,부산광역시 강서구 화전산단6로102번길 11 (화전동),051-315-7644,25924,절삭가공 및 유사처리업,4,철판절단
1080,(주)원탑코리안,부산광역시 강서구 미음산단2로16번길 47 (구랑동),051-973-3025,25924,절삭가공 및 유사처리업,3,금속 가공
1091,(주)웰코글로벌,부산광역시 강서구 화전산단5로74번길 30(화전동),,25924,절삭가공 및 유사처리업,1,열교환기 부품
1100,(주)유니콜,부산광역시 강서구 녹산산단262로49번길 17 (송정동),051-262-8014,25924,절삭가공 및 유사처리업,15,선박엔진부품 등
1107,(주)유림철강,"부산광역시 강서구 녹산산단261로59번길 42, (송정동 1545-4) (송정동)",051-831-4995,25924,절삭가공 및 유사처리업,7,철판절단가공
1123,(주)유티케이,부산광역시 강서구 과학산단1로103번길 17 (지사동),052-227-3963,25924,절삭가공 및 유사처리업,8,자동차 부품
1165,(주)일신특장,부산광역시 강서구 미음국제4로 91 (미음동),051-804-6918,25924,절삭가공 및 유사처리업,9,트레일러부품
1171,(주)임텍,부산광역시 강서구 대저로171번가길 57-1 (대저1동),051-941-0631,25924,절삭가공 및 유사처리업,3,기계부품
1172,(주)임텍,부산광역시 강서구 제도로1041번길 262 (강동동),051-941-0361,25924,절삭가공 및 유사처리업,6,"볼트류, 기계부품"
1210,(주)제이아이씨,부산광역시 강서구 녹산산단382로14번길 39 (송정동),051-941-6797,25924,절삭가공 및 유사처리업,5,환봉가공
1216,(주)제이에이취티앤씨,"부산광역시 강서구 화전산단6로66번길 14, 디동(화전동)",051-921-9590,25924,절삭가공 및 유사처리업,3,치공구
1232,(주)제천,부산광역시 강서구 미음산단로76번길 9 (구랑동),051-264-1023,25924,절삭가공 및 유사처리업,19,풍력부품가공
1256,(주)지브코,부산광역시 강서구 미음산단로199번길 41 (미음동),051-714-5763,25924,절삭가공 및 유사처리업,2,"네일핀, 타이밍스크류 등"
1259,(주)지비엘에스,부산광역시 강서구 과학산단로 491(지사동),051-974-9661,25924,절삭가공 및 유사처리업,28,훈련용 모의소총
1282,(주)진광하이텍,부산광역시 강서구 녹산산업중로 102 (송정동),051-831-0920,25924,절삭가공 및 유사처리업,13,기계부품가공
1285,(주)진에스엔에스,부산광역시 강서구 미음국제5로 9 (미음동),051-714-1407,25924,절삭가공 및 유사처리업,5,스텐레스 등 절단 가공품
1306,(주)천영에스엔티,부산광역시 강서구 녹산산업중로 35 (송정동),051-974-8233,25924,절삭가공 및 유사처리업,8,"코일,시트"
1323,(주)캐스텍코리아,"부산광역시 강서구 미음산단4로 55(미음동, (주)캐스텍코리아)",051-974-4261,25924,절삭가공 및 유사처리업,79,자동차부품
1325,(주)캡스톤,부산광역시 강서구 녹산산업북로 188 (송정동),051-264-0071,25924,절삭가공 및 유사처리업,13,자동차부품
1352,(주)케이에프피,부산광역시 강서구 화전산단2로 84 (화전동),051-971-9950,25924,절삭가공 및 유사처리업,5,플랜지
1353,(주)케이에프피,부산광역시 강서구 화전산단2로 90 (화전동),051-971-9950,25924,절삭가공 및 유사처리업,10,플랜지
1426,(주)태상,부산광역시 강서구 녹산산업북로 75 (송정동) 외 1필지,051-209-9000,25924,절삭가공 및 유사처리업,20,단조품가공
1442,(주)태웅,부산광역시 강서구 녹산산단335로 24-11 (송정동),051-329-5000,25924,절삭가공 및 유사처리업,13,플랜지등 단조품가공
1443,(주)태웅에스엔티,부산광역시 강서구 녹산산업북로 246 (송정동),051-899-9832,25924,절삭가공 및 유사처리업,18,금속(후판) 임가공
1444,(주)태웅에스엔티,부산광역시 강서구 구랑동 1210-1번지,051-831-6002,25924,절삭가공 및 유사처리업,9,풍력발전부품
1445,(주)태웅에스엔티 녹산지점,부산광역시 강서구 녹산산업북로 75 (송정동),051-831-6685,25924,절삭가공 및 유사처리업,30,Main Shaft
1446,(주)태웅에스엔티 미음지점,부산광역시 강서구 구랑동 1185-1번지,051-831-6685,25924,절삭가공 및 유사처리업,27,풍력메인샤프트
1453,(주)태원후렌지,부산광역시 강서구 과학산단로369번길 21(지사동),051-941-8970,25924,절삭가공 및 유사처리업,15,후렌지
1470,(주)테크노라이즈,"부산광역시 강서구 과학산단1로60번길 31, 부산테크노파크 202호 (지사동)",051-974-9367,25924,절삭가공 및 유사처리업,6,초고속 정밀주축계
1484,(주)티에스엠,부산광역시 강서구 구랑동 1210-1번지,051-831-6022,25924,절삭가공 및 유사처리업,5,"풍력 및원자력 발전 부품 가공품, 선박기자재부품 가공품"
1512,(주)평산엠텍,부산광역시 강서구 과학산단로305번길 8 (지사동),051-974-5911,25924,절삭가공 및 유사처리업,20,플랜지가공품
1525,(주)프로테리얼한국,부산광역시 강서구 화전산단6로102번길 20 (화전동),051-941-3933,25924,절삭가공 및 유사처리업,12,"철도차량부품소재, 금형소재"
1547,(주)하나엘앤티,부산광역시 강서구 화전산단5로84번길 30(화전동),051-972-7878,25924,절삭가공 및 유사처리업,20,열교환기
1548,(주)하나정밀공업,"부산광역시 강서구 가달2로55번길 28(생곡동, (주)재경특수강)",051-941-2485,25924,절삭가공 및 유사처리업,5,"볼트, 너트외"
1614,(주)한신인더스,부산광역시 강서구 미음산단로8번길 93 (구랑동),051-832-1097,25924,절삭가공 및 유사처리업,7,플랜지
1615,(주)한신인더스,부산광역시 강서구 범방2로9번길 16 (범방동),051-832-1059,25924,절삭가공 및 유사처리업,17,플랜지
1616,(주)한신인더스,부산광역시 강서구 녹산산업북로 54 (송정동),051-831-1059,25924,절삭가공 및 유사처리업,15,플랜지 등
1689,(주)호성식품 여성산단지점,부산광역시 강서구 낙동남로533번길 75 (녹산동),051-831-3880,25924,절삭가공 및 유사처리업,27,"fire monitor, pod valve"
1697,(주)화성스틸,부산광역시 강서구 가달2로55번길 16 (생곡동),051-203-2837,25924,절삭가공 및 유사처리업,9,"철강 조선, 건설 기자재"
1741,GL정밀,부산광역시 강서구 낙동남로605번길 46-9 (녹산동),051-941-8887,25924,절삭가공 및 유사처리업,1,기계부품
1745,GS코어,부산광역시 강서구 화전산단2로134번길 28 (화전동),051-831-2311,25924,절삭가공 및 유사처리업,12,풍력 및 선박 엔진 부품
1763,LH STEEL ,부산광역시 강서구 녹산산업중로 66 (송정동),051-831-6941,25924,절삭가공 및 유사처리업,1,철판 가공 
1768,MAN E.N.G,부산광역시 강서구 공항앞길85번길 101-2 (대저2동),051-325-1293,25924,절삭가공 및 유사처리업,5,"산업기계부품, 원자력부품, 발전기부품"
1769,MCR,부산광역시 강서구 녹산산업북로313번길 36 (송정동),,25924,절삭가공 및 유사처리업,4,자동차 부품
1774,MY스틸,부산광역시 강서구 녹산산단261로 71 (송정동),,25924,절삭가공 및 유사처리업,3,금속절단가공품
1778,P.K.TEC(부경테크),부산광역시 강서구 녹산산업중로 51-11 (송정동),051-317-6245,25924,절삭가공 및 유사처리업,8,임가공
1809,가성정밀,부산광역시 강서구 녹산산단261로73번길 37 (송정동),051-974-0326,25924,절삭가공 및 유사처리업,3,임가공
1820,가윤산업(주),부산광역시 강서구 녹산산업중로 370 (송정동),051-831-3775,25924,절삭가공 및 유사처리업,4,"차량용도어, 테트라포터, 거푸집"
1823,가이아파일주식회사,부산광역시 강서구 미음산단2로16번길 25 (구랑동),051-972-1766,25924,절삭가공 및 유사처리업,7,"철강, 파이프등"
1840,강진산업기계,부산광역시 강서구 미음산단3로 100 (미음동),051-831-9217,25924,절삭가공 및 유사처리업,5,조선기자재부품
1841,강진정밀,부산광역시 강서구 울만로25번길 141 (대저2동),051-301-3816,25924,절삭가공 및 유사처리업,7,수소전기차 부품
1855,거영테크,부산광역시 강서구 녹산산단17로 152 (송정동),051-971-9376,25924,절삭가공 및 유사처리업,1,철판 가공 
1857,거흥기계,부산광역시 강서구 신호산단3로88번길 13 (신호동),051-831-6296,25924,절삭가공 및 유사처리업,4,산업및공작기계부품
1861,건영스틸,부산광역시 강서구 녹산산업북로313번길 81 (송정동),,25924,절삭가공 및 유사처리업,1,"철판, 조선기자재 및 배관자재"
1863,건영정공,부산광역시 강서구 녹산산단27로 55 (송정동),051-831-9390,25924,절삭가공 및 유사처리업,14,"후렌지,엔진부품 가공"
1866,건우금속(주),부산광역시 강서구 녹산산업중로 375 (송정동),051-972-8407,25924,절삭가공 및 유사처리업,3,플랜지 가공
1868,건우엔텍,부산광역시 강서구 녹산산업북로313번길 81 (송정동),051-832-2238,25924,절삭가공 및 유사처리업,3,프렌지
1870,건우테크,부산광역시 강서구 낙동북로126번길 55 (강동동),051-941-4771,25924,절삭가공 및 유사처리업,1,"산업기계,금형부품"
1884,경동정밀,부산광역시 강서구 미음산단3로 146 (미음동),051-325-9128,25924,절삭가공 및 유사처리업,6,데크 머시너리
1896,경수산업,부산광역시 강서구 식만로 239 (식만동),,25924,절삭가공 및 유사처리업,7,산업기계부품
1914,경해기계,부산광역시 강서구 녹산산업중로61번길 12 (송정동),051-831-6926,25924,절삭가공 및 유사처리업,2,플랜지 가공
1944,광선중공업,부산광역시 강서구 가달1로 74 (생곡동),051-261-2306,25924,절삭가공 및 유사처리업,7,제철 설비
1971,국제정공,부산광역시 강서구 녹산산업북로313번길 33 (송정동),051-831-4540,25924,절삭가공 및 유사처리업,8,자동화기계
1999,글로벌이피시(주),부산광역시 강서구 화전산단6로 36 (화전동),051-831-0753,25924,절삭가공 및 유사처리업,5,기계카바 부품
2016,금농기업,부산광역시 강서구 죽동길106번길 158 (죽동동),051-973-9161,25924,절삭가공 및 유사처리업,6,자동차부품
2017,금동산업,부산광역시 강서구 녹산산업중로 382 (송정동),051-831-5910,25924,절삭가공 및 유사처리업,4,풍력 플랜지
2018,금득테크,부산광역시 강서구 대저로135번길 45-1 (대저1동),051-973-2301,25924,절삭가공 및 유사처리업,5,산업기계부품
2042,금조철강,"부산광역시 강서구 녹산화전로 23, C동 16호 (송정동)",,25924,절삭가공 및 유사처리업,1,김속기 부품
2111,내일이엔티,부산광역시 강서구 과학산단1로60번길 30 (지사동),051-974-9294,25924,절삭가공 및 유사처리업,13,엔지마운브라켓트 외
2113,네오테크,부산광역시 강서구 과학산단2로19번길 100-54 (지사동),051-973-2249,25924,절삭가공 및 유사처리업,2,금속가공품
2137,뉴본마린(주),부산광역시 강서구 녹산산단381로 39 (송정동),051-462-8044,25924,절삭가공 및 유사처리업,4,"pipe철판 가공품,선박용품"
2146,다산,부산광역시 강서구 녹산산업북로221번길 6 (송정동),051-941-2097,25924,절삭가공 및 유사처리업,4,유압부품
2158,다우정밀,부산광역시 강서구 낙동남로456번길 25-8 (녹산동),051-972-4589,25924,절삭가공 및 유사처리업,4,"자동차부품, 배관자재"
2192,대길공업사,부산광역시 강서구 신호산단1로 220-9 (신호동),,25924,절삭가공 및 유사처리업,3,풍력관련 단조물 가공외
2206,대동정밀,부산광역시 강서구 과학산단1로 121 (지사동),051-941-8398,25924,절삭가공 및 유사처리업,0,기계부품가공
2209,대득공업사,부산광역시 강서구 미음동 1677-8번지,,25924,절삭가공 및 유사처리업,3,소재테스트시험편
2233,대산테크,부산광역시 강서구 대저중앙로348번길 8-7 (대저1동),051-303-2890,25924,절삭가공 및 유사처리업,8,"자동차부품,금형"
2242,대성기계,부산광역시 강서구 화전산단3로 98 (화전동),052-325-2137,25924,절삭가공 및 유사처리업,6,차량구조물
2253,대성정공,부산광역시 강서구 과학산단1로103번길 11 (지사동),051-972-1582,25924,절삭가공 및 유사처리업,3,"특수해양플랜트, 산업기계부품"
2257,대성테크,부산광역시 강서구 대저중앙로357번길 51 (대저1동),051-321-1550,25924,절삭가공 및 유사처리업,6,조선기계장비
2278,대영ENG,부산광역시 강서구 미음산단2로24번길 41 (구랑동),,25924,절삭가공 및 유사처리업,0,"스웨지노즐, 산업기계부품"
2289,대운기계공업,부산광역시 강서구 미음산단2로16번길 9 (구랑동),051-832-0612,25924,절삭가공 및 유사처리업,7,풍력메인샤프트
2291,대운산업,부산광역시 강서구 녹산산업중로 88 (송정동),051-973-7574,25924,절삭가공 및 유사처리업,3,산업기계 부품
2292,대운엔텍,부산광역시 강서구 가락대로1303번길 57-1 (봉림동),,25924,절삭가공 및 유사처리업,2,브라켓
2295,대원ENG,"부산광역시 강서구 녹산화전로 23, B동 5호 (송정동)",,25924,절삭가공 및 유사처리업,2,기계 부품류
2328,대진정공,부산광역시 강서구 신호산단1로 220-9 (신호동),,25924,절삭가공 및 유사처리업,2,배관부품
2347,대한기계금속,부산광역시 강서구 과학산단1로60번길 32 (지사동),051-972-0562,25924,절삭가공 및 유사처리업,7,SLEEVE
2348,대한기계금속,부산광역시 강서구 녹산산단382로49번길 46 (송정동),051-972-0562,25924,절삭가공 및 유사처리업,10,선박부품
2354,대한상선(주),부산광역시 강서구 녹산산단27로 33 (송정동),051-831-1406,25924,절삭가공 및 유사처리업,4,자동차 및 조선부품소재
2360,대한종합스틸(주),부산광역시 강서구 미음동 0 번지 I11-3,,25924,절삭가공 및 유사처리업,13,감속기부품
2365,대한특수인물,부산광역시 강서구 경전철로 231-1 (대저2동),051-301-1232,25924,절삭가공 및 유사처리업,3,철강코일 절단용 나이프
2367,대한플라텍,부산광역시 강서구 공항앞길85번길 122-1 (대저2동),055-902-7448,25924,절삭가공 및 유사처리업,3,기계부품
2421,동광테크,부산광역시 강서구 화전산단5로98번길 20 (화전동),051-971-1471,25924,절삭가공 및 유사처리업,7,자동화설비부품
2430,동남모던(주),부산광역시 강서구 녹산산업중로 52-16 (송정동),051-832-0650,25924,절삭가공 및 유사처리업,5,라미네이터 기계부품
2555,동해기계,부산광역시 강서구 공항앞길85번길 116 (대저2동),055-311-4347,25924,절삭가공 및 유사처리업,3,냉각기기부품
2560,동현산업,부산광역시 강서구 화전산단5로14번길 31 (화전동),051-831-2920,25924,절삭가공 및 유사처리업,5,단조 산업기계
2582,두성테크,부산광역시 강서구 미음국제5로다길 17 (미음동),,25924,절삭가공 및 유사처리업,8,밸브 등
2595,드림테크,부산광역시 강서구 녹산산단382로59번길 53 (송정동),051-974-0117,25924,절삭가공 및 유사처리업,5,금속 가공품 임가공
2598,득공기계,부산광역시 강서구 녹산산단17로 152 (송정동),051-831-1135,25924,절삭가공 및 유사처리업,2,"산업치공구기계부품, 전차변속기부품"
2600,디알이엔지,부산광역시 강서구 제도로1041번길 520 (강동동),051-365-0882,25924,절삭가공 및 유사처리업,3,프랜지(관이음쇠)
2606,디에스엔지니어링,부산광역시 강서구 공항로811번나길 120 (대저2동),,25924,절삭가공 및 유사처리업,2,기계부품
2607,디에스테크,부산광역시 강서구 녹산산단407로 21 (송정동),,25924,절삭가공 및 유사처리업,6,산업기계부품
2625,디오더블유(DOW),부산광역시 강서구 화전산단6로 124 (화전동),051-972-4589,25924,절삭가공 및 유사처리업,9,"하우징 카바, 피스톤"
2640,라영밴딩,부산광역시 강서구 녹산화전로 23 (송정동),051-831-7883,25924,절삭가공 및 유사처리업,5,"파이프,형강류 밴딩,연마,용접"
2645,락테크,부산광역시 강서구 녹산산업북로313번길 32-1 (송정동),051-714-6283,25924,절삭가공 및 유사처리업,4,절삭가공품 외
2691,만복기계,부산광역시 강서구 낙동남로622번길 23 (녹산동),051-317-1910,25924,절삭가공 및 유사처리업,6,기계 임가공
2694,만이엔지,부산광역시 강서구 공항앞길85번길 101-1 (대저2동),,25924,절삭가공 및 유사처리업,5,탱크로리 부품(가이드)
2708,명문산기,부산광역시 강서구 신호산단1로 220-9 (신호동),,25924,절삭가공 및 유사처리업,2,풍력관련 단조물 가공외
2713,명성공업사,부산광역시 강서구 녹산산업중로 57 (송정동),051-831-8804,25924,절삭가공 및 유사처리업,2,철판절삭
2719,명성정밀,부산광역시 강서구 식만로247번길 38 (식만동),051-973-9775,25924,절삭가공 및 유사처리업,2,자동차부품
2722,명승테크,부산광역시 강서구 녹산산단382로49번길 40 (송정동),051-972-9953,25924,절삭가공 및 유사처리업,4,"선박엔진부품, 풍력 샤프트"
2723,명승테크,부산광역시 강서구 녹산산단382로49번길 40 (송정동),051-972-9953,25924,절삭가공 및 유사처리업,5,"산업기계, 선박 엔진 가공부품"
2746,명현산기,부산광역시 강서구 녹산산업중로 52-16 (송정동),051-831-0581,25924,절삭가공 및 유사처리업,3,"발전설비, 선박엔진부품"
2749,모든기계,부산광역시 강서구 제도로 1187-3 (강동동),051-972-1362,25924,절삭가공 및 유사처리업,3,기계부품
2754,모전,부산광역시 강서구 미음국제3로 47(미음동),051-941-3779,25924,절삭가공 및 유사처리업,28,바이페스블록 등 자동차부품
2784,미래테크,부산광역시 강서구 낙동북로60번길 4-2 (강동동),051-973-3088,25924,절삭가공 및 유사처리업,3,"볼트,너트,축 등"
2810,바이테크,부산광역시 강서구 녹산산업중로 51-8 (송정동),051-831-1226,25924,절삭가공 및 유사처리업,2,금속표면처리(터닝머신 가공)
2831,벽서정공,부산광역시 강서구 미음산단로76번길 17 (구랑동),051-831-2870,25924,절삭가공 및 유사처리업,2,선박부품
2832,벽서정공,부산광역시 강서구 녹산산업중로 113 (송정동),051-831-2870,25924,절삭가공 및 유사처리업,1,조선기자재외
2837,보광테크,부산광역시 강서구 공항로1409번길 43-18 (대저1동),051-303-6251,25924,절삭가공 및 유사처리업,2,공작기계 부품
2860,부경수출포장(주),부산광역시 강서구 화전산단6로66번길 14 (화전동),051-941-5567,25924,절삭가공 및 유사처리업,3,선박부품가공
2867,부경테크,부산광역시 강서구 낙동북로60번길 32-18 (강동동),051-944-3249,25924,절삭가공 및 유사처리업,6,중장비 부품
2870,부광엔지니어링,부산광역시 강서구 미음동 0번지 부산신항배후 국제산업물류도시(1단계) I34블록 4놋트,051-261-2306,25924,절삭가공 및 유사처리업,0,제철설비 절삭가공
2880,부산경남철강유통업협동조합,부산광역시 강서구 미음동 0-0번지 미음산단 I 14블록 4롯트,051-321-0061,25924,절삭가공 및 유사처리업,1,조합사무실 등
2915,부산풍력발전부품사업협동조합,부산광역시 강서구 미음산단2로24번길 47 (구랑동),051-831-2305,25924,절삭가공 및 유사처리업,3,풍력발전부품
2943,불가사리기계기술,부산광역시 강서구 녹산산업북로313번길 7 (송정동),,25924,절삭가공 및 유사처리업,4,제철설비부품
2957,비엔씨,부산광역시 강서구 낙동북로125번길 102-1 (강동동),051-205-0202,25924,절삭가공 및 유사처리업,3,플랜지
2982,산율철강,부산광역시 강서구 녹산산업북로 436 (송정동),051-311-6363,25924,절삭가공 및 유사처리업,6,"환봉, 철판"
3007,삼부공업사,부산광역시 강서구 녹산산단262로50번길 28 (송정동),051-831-1355,25924,절삭가공 및 유사처리업,8,선박엔진부품
3010,삼성기계공업,부산광역시 강서구 미음산단로34번길 29 (구랑동),051-831-4577,25924,절삭가공 및 유사처리업,8,메인샤프트
3011,삼성기계공업사,부산광역시 강서구 녹산산단77로22번길 6 (송정동),051-831-4577,25924,절삭가공 및 유사처리업,8,기계부품 가공
3014,삼성정밀,부산광역시 강서구 공항로1347번길 98-4 (대저1동),051-853-8420,25924,절삭가공 및 유사처리업,2,자동차부품
3016,삼성티앤아이(주),부산광역시 강서구 화전산단3로 76 (화전동),051-832-5778,25924,절삭가공 및 유사처리업,3,열융착기계
3079,삼한정공(주),부산광역시 강서구 녹산산업중로61번길 16 (송정동),051-324-6380,25924,절삭가공 및 유사처리업,16,"배관자재, 조선기자재 가공"
3080,삼한테크,부산광역시 강서구 화전산단2로 123 (화전동),,25924,절삭가공 및 유사처리업,3,윈치샤프트
3129,서영테크,부산광역시 강서구 과학산단로333번길 77-40(지사동),,25924,절삭가공 및 유사처리업,3,어로장비
3139,서진테크,부산광역시 강서구 녹산화전로 126-25 (화전동),,25924,절삭가공 및 유사처리업,4,풍력관련 단조물 가공외
3145,서화기계,부산광역시 강서구 신호산단3로88번길 35 (신호동),051-831-0375,25924,절삭가공 및 유사처리업,3,프렌지
3164,선우테크,부산광역시 강서구 낙동북로126번길 53 (강동동),051-971-0103,25924,절삭가공 및 유사처리업,3,금형부품
3173,성광기계,부산광역시 강서구 미음국제5로다길 40 (미음동),051-322-1038,25924,절삭가공 및 유사처리업,2,후렌지
3179,성광스틸,부산광역시 강서구 미음산단3로 100 (미음동),051-796-1967,25924,절삭가공 및 유사처리업,3,플렌지 외
3219,성원피팅,부산광역시 강서구 낙동북로138번길 27 (강동동),051-644-6618,25924,절삭가공 및 유사처리업,8,고압용엘보
3231,성진건드릴,"부산광역시 강서구 녹산산단77로 15, (송정동,1493-9) (송정동)",051-832-0340,25924,절삭가공 및 유사처리업,15,건드릴가공품
3232,성진건드릴,부산광역시 강서구 신호산단3로88번길 56 (신호동),051-832-0340,25924,절삭가공 및 유사처리업,6,"건드릴제품(포신, 총렬)"
3234,성진기계,부산광역시 강서구 과학산단2로42번길 7 (지사동),051-831-2958,25924,절삭가공 및 유사처리업,3,크레인 부품
3235,성진디앤지,부산광역시 강서구 녹산산단382로59번길 21 (송정동),051-832-0340,25924,절삭가공 및 유사처리업,4,건드릴 가공품
3242,성진테크,부산광역시 강서구 과학산단2로19번길 100-54(지사동),,25924,절삭가공 및 유사처리업,1,공작기계부품
3258,세강테크,부산광역시 강서구 공항로743번길 48-47 (대저2동),051-941-8863,25924,절삭가공 및 유사처리업,9,기계부품
3291,세원테크,부산광역시 강서구 상덕로97번나길 8 (강동동),,25924,절삭가공 및 유사처리업,5,기계부품
3364,스베드럽스틸코리아 유한회사,부산광역시 강서구 낙동남로533번길 63 (녹산동),051-715-6995,25924,절삭가공 및 유사처리업,7,파이프컷팅
3376,승진메탈,부산광역시 강서구 화전산단5로74번길 35 (화전동),051-832-8200,25924,절삭가공 및 유사처리업,0,파이프
3385,신광,부산광역시 강서구 녹산산단261로13번길 53 (송정동),,25924,절삭가공 및 유사처리업,4,철구조물
3388,신광정공,부산광역시 강서구 평강로193번길 21-20 (대저1동),055-329-3972,25924,절삭가공 및 유사처리업,2,자동차부품
3393,신덕포장,부산광역시 강서구 신덕길 14 (대저1동),,25924,절삭가공 및 유사처리업,2,"항공기부품, 에어컨밸브류"
3402,신명기계,부산광역시 강서구 제도로1041번길 520 (강동동),051-941-3848,25924,절삭가공 및 유사처리업,2,열교환기 부품
3427,신아정밀,부산광역시 강서구 공항로361번가길 63 (대저2동),051-313-4565,25924,절삭가공 및 유사처리업,5,기계부품
3460,신일기계,부산광역시 강서구 화전산단5로98번길 35 (화전동),051-312-2770,25924,절삭가공 및 유사처리업,1,"Router, Shaft, Sheane, 일반산업부품"
3465,신지테크윈 주식회사(S.G.Techwin),부산광역시 강서구 평강로171번길 30-13 (대저1동),051-714-2330,25924,절삭가공 및 유사처리업,4,금형 등 기계부품
3475,신창산업,부산광역시 강서구 화전산단6로32번길 25 (화전동),051-831-3180,25924,절삭가공 및 유사처리업,7,절삭가공
3493,신화산업,부산광역시 강서구 미음산단로34번길 23 (구랑동),051-831-4621,25924,절삭가공 및 유사처리업,7,풍력후렌지
3518,써니테크,부산광역시 강서구 과학산단2로19번길 43 (지사동),051-972-0656,25924,절삭가공 및 유사처리업,6,"기계가공, 목형"
3528,씨에스테크,부산광역시 강서구 신호산단3로 89 (신호동),051-972-2844,25924,절삭가공 및 유사처리업,9,베어링 가공품
3546,아이스코,부산광역시 강서구 녹산산업북로 7 (송정동),051-714-0214,25924,절삭가공 및 유사처리업,1,배관연결구류
3547,아이스코,부산광역시 강서구 화전산단6로90번길 22 (화전동),051-714-0214,25924,절삭가공 및 유사처리업,1,플랜지
3551,아이제이텍,부산광역시 강서구 녹산산업북로313번길 36 (송정동),,25924,절삭가공 및 유사처리업,4,INPUT SHAFT
3576,에덴ST,부산광역시 강서구 기러기길 50 (강동동),051-973-3018,25924,절삭가공 및 유사처리업,1,샤프트
3584,에스알텍,부산광역시 강서구 가락대로1397번길 307 (봉림동),051-831-6925,25924,절삭가공 및 유사처리업,6,유압실린더부품
3597,에스에프에프코리아(주),부산광역시 강서구 과학산단1로103번길 53 (지사동),051-941-8885,25924,절삭가공 및 유사처리업,7,피팅류 및 프렌지
