 연번 , 업종 ,업체명,소재지,주생산품,종업원수(명),전화번호
2424,25113,광성후렘,광주광역시 서구 내방로408번길 6  ,경량 철골 구조재 제조,1,062-366-6331
2425,32029,예건디엔아이,광주광역시 서구 무진대로 469-1  ,목재가구제조,1,062-521-4580
2426,22223,한국랩핑,광주광역시 서구 유덕로141번길 42  ,"플라스틱제 문, 창문, 문틀 등 제조",5,
2427,27192,(주)덴탈디자인한국덴타믹치과기공소,광주광역시 동구 남문로 682  ,의치 틀이제공,8,062-222-2804
2428,13223,에스 홈,광주광역시 서구 천변좌로 243 양동복개상가 나동 225호,커텐홈웨어,1,
2429,10796,평안건강원,광주광역시 서구 경열로 113  ,"붕어즙, 가물치즙",2,062-367-6311
2430,33910,삼광광고사,광주광역시 서구 금화로492번길 16  ,간판,1,062-653-0982
2431,16221,유민도어,광주광역시 서구 유덕로 86  건물 나동 ,창호제작,2,062-372-8203
2432,29250,하나제과기계,광주광역시 서구 덕흥1길 2-1  ,식료품가공기제조,1,
2433,10402,풍년떡방앗간,광주광역시 동구 학소로 128-1  ,"들기름, 옥수수기름등 제조",2,062-222-4733
2434,10796,제주건강원,광주광역시 동구 운림길 65  ,건강보조용 액화식품 제조,1,
2435,25999,(주)무사고안전철물,광주광역시 서구 천변좌하로 380  3층 ,안전시설물제조,1,062-375-0123
2436,22223,선경기업,광주광역시 서구 유덕로40번길 32  ,창문제조,6,062-374-6823
2437,14199,미라클 무대의상,광주광역시 서구 천변좌로254번길 2  ,"특수 의복, 의복 부분품 제조",1,
2438,14112,동그라미양장,광주광역시 서구 독립로185번길 9  ,여자용 겉옷 제조,1,062-369-7935
2439,13223,금호커텐,광주광역시 서구 천변좌로 243 양동복개상가 가동 2층 69호,"커튼,블라인드 등 제조",1,062-369-7080
2440,14191,대산스포츠 대산유통 대산어패럴,광주광역시 서구 경열로 81 지하층 4층 ,"남녀용 셔츠, 블라우스 제조",5,
2441,18122,즐거운 인쇄,광주광역시 동구 칠전길 14  ,"각종 서적, 인쇄물 제작",1,062-232-7275
2442,34019,신창공업사,광주광역시 서구 독립로200번길 6  ,기계 및 장비수리,1,062-365-2015
2443,34019,동진전기수리센타,광주광역시 서구 천변좌로 308  ,계량기수리,1,062-364-7654
2444,27215,주식회사 담우광학전자기술,광주광역시 광산구 남부대길 38 협동관 나동 ,광학기기개발,4,
2445,13224,양동천막사,광주광역시 서구 구성로 129  ,천막.텐트제조,1,062-366-5909
2446,13223,시온커텐,광주광역시 서구 천변좌로 243 양동복개상가 나동 2층 ,커텐 제조,1,062-368-5150
2447,24221,(주)알파공조,광주광역시 광산구 하남산단9번로 186-46  104호,"동파이프 투입, 코팅",13,062-955-7541
2448,25112,공드린 닥트,광주광역시 서구 천변좌로298번길 23  ,공작물제조,1,062-361-5608
2449,13224,영암천막,광주광역시 서구 천변좌로 208  ,"천막, 텐트 등 제조",5,062-366-7111
2450,13223,엘리스홈,광주광역시 서구 천변좌로 243 양동복개상가 나4동 2층 166호,커튼 제조,1,062-366-7030
2451,13223,준수커텐,광주광역시 서구 천변좌로 243 양동복개상가 나동 2층 ,커텐 벽가리개등 제조,1,062-363-9908
2452,32091,유한회사 테폴,광주광역시 광산구 풍영정길 391  ,"가로등지주대,가로등기초대,맨홀",6,062-961-3404
2453,34019,대명종합농기구,광주광역시 광산구 산월로3번길 20  ,농기계수리,1,
2454,28422,비아이티,광주광역시 광산구 첨단내촌로11번길 16  ,"가정용, 사무실용 조명기구 제조",1,062-955-1551
2455,28519,씨엔티CNT,광주광역시 광산구 남부대길 38 협동관 나동 8405호,살균기 등 전기제품,1,062-974-8792
2456,10309,두근두근수제청&수제잼,광주광역시 광산구 수등로94번길 36  ,"액상차,잼",1,
2457,29294,(주)리드윌,광주광역시 광산구 남부대길 38 협동관 나동 3층 8302호,사출금형설계,3,
2458,10711,예다손수완점,광주광역시 광산구 장신로 85 수영 1동 1층 ,"가래떡, 백설기",3,062-955-1117
2459,25113,주식회사 남도개발,광주광역시 광산구 왕버들로208번길 27  ,태양광구조물제조,7,070-7707-7013
2460,28123,마스이노테크,광주광역시 광산구 남부대길 38 협동관 나동 8309호,자동제어,3,
2461,32021,진성씽크,광주광역시 광산구 월봉반월길 136  ,"주방가구, 싱크대, 식탁 등 제조",5,
2462,10711,백야떡고을,광주광역시 광산구 수등로123번길 75 한양수자인@ 상가동 ,"인절미,떡판매",1,062-955-1656
2463,27192,덴탈매니아치과기공소,광주광역시 북구 서하로 312  2층층 ,의치제조,1,062-265-2913
2464,14192,수진실업,광주광역시 북구 송월로40번길 34  ,"면, 실 원단, 재단,봉재",14,062-261-8969
2465,10711,양지떡방앗간,광주광역시 북구 우치로241번길 7  ,"인절미,백설기",1,062-262-7184
2466,27192,수석치과기공소,광주광역시 북구 설죽로 515  ,"보청기, 의치, 부목 등 제조",1,062-572-1041
2467,10122,팜팜미트,광주광역시 북구 일곡택지로53번길 38  ,"부분육, 냉동육 생산",1,
2468,33932,다온음식모형,광주광역시 광산구 첨단내촌로11번길 7-9  ,직접만들어,2,062-470-2788
2469,10302,개구리반찬,광주광역시 광산구 월계로 146  ,반찬제조업,1,062-974-3789
2470,10711,부영떡방앗간,광주광역시 광산구 월계로 170 부영1차아파트 상가동 101호,"떡판매,제조",3,062-973-8456
2471,26294,주식회사 스템,광주광역시 광산구 남부대길 38 협동관 나동 4층 8404호,"전자코일,변성기및기타전자유도자제조업",3,
2472,13922,무등상사,광주광역시 북구 송해로 48-6  ,"망제품, 끈 가공 제품 제조",1,062-575-1359
2473,10796,엘림건강원,광주광역시 북구 우치로274번길 6  ,혼합 추출물 엑스 제조,1,062-261-4244
2474,10301,주연이네 부엌,광주광역시 북구 우치로228번길 5  ,김치전문점,1,
2475,10302,오늘반찬푸드,광주광역시 북구 서하로 235  ,배추.김치제조,2,
2476,10743,농업회사법인 들풀(주),광주광역시 북구 등촌길 84  ,"간장, 고추장 등 장류 제조",3,
2477,23221,운아도예,광주광역시 북구 석곡로 529  ,도자기(화분),1,062-266-2220
2478,10791,브라운앤블랙,광주광역시 북구 일곡로41번길 17-3  ,볶은 커피 제조,1,
2479,10751,올리브외식산업,광주광역시 북구 신촌로 29-3  ,"김밥, 도시락, 죽류 등 제조",8,
2480,28423,다온디자인,광주광역시 북구 대천로 73  ,LED간판제조,2,
2481,18111,알파,광주광역시 북구 새터마을길 32  ,경인쇄업,1,
2482,28423,한길아트프레임,광주광역시 북구 신촌로 31  ,조명간판을 만듬,1,
2483,10711,둥근떡방앗간,광주광역시 북구 금녕길 15  ,"인절미, 백설기 등",2,062-262-9005
2484,10711,백억모싯잎송편말바우점,광주광역시 북구 동문대로 114  ,"떡류, 약과 등 제조",1,062-261-4555
2485,26112,페이지원,광주광역시 광산구 남부대길 38 협동관 나동 3층 8305호,시스템 전자집적회로 등 제조,9,
2486,32029,대패소리,광주광역시 광산구 첨단내촌로70번길 108-15  ,가구 제조,1,062-974-3040
2487,22251,성하스티로폼,광주광역시 북구 우치로422번길 18  ,스티로품가공,1,
2488,14199,훈메디까운,광주광역시 북구 양일로344번길 7  ,"특수 의복, 의복 부분품 제조",3,062-575-1593
2489,10711,광일떡방앗간,광주광역시 북구 매곡로 85  ,시루떡절편등,2,062-267-0554
2490,10794,정성식품,광주광역시 북구 우치로231번길 17  ,두부 제조,1,
2491,10711,떡예가,광주광역시 북구 면앙로 40  1층 ,인절미.시루떡,1,062-251-9504
2492,10796,건강원민물나라,광주광역시 북구 금녕길 23  ,"가물치,붕어즙",2,062-261-6141
2493,18111,현성광고,광주광역시 북구 군왕로51번길 12  ,전단지.명함인쇄,1,062-653-4054
2494,25111,제일창호,광주광역시 북구 금녕길 59  ,샷시,1,
2495,10711,친정떡방앗간,광주광역시 북구 군왕로142번길 16  ,시루떡  인절미,2,062-263-1599
2496,14300,유한책임회사변화,광주광역시 북구 설죽로455번길 8-4  2층 ,"가디건, 조끼 등 제조",1,
2497,33910,대화광고기업,광주광역시 북구 우치로 285-1  ,현수막제작,3,062-574-9887
2498,10220,김부자푸드 주식회사,광주광역시 북구 군왕로142번길 21  1층 ,김부각,6,062-456-6525
2499,33120,(주)한글 피윰,광주광역시 북구 설죽로471번길 78-9  ,모조장식품제조,5,062-575-3913
2500,18111,현대DM,광주광역시 북구 오문로 13-16  ,봉투인쇄,1,062-265-0129
2501,20423,주식회사케이앤제이씨,광주광역시 북구 우치로264번길 26  ,"생리,식염수",5,070-7728-7804
2502,10796,고향건강원,광주광역시 북구 우치로331번길 17 로얄타운상가 상가동 ,"채소.과일즙,붕어.가물치",1,062-266-3413
2503,10743,농업회사법인담백원,광주광역시 북구 석곡로501번길 12  ,"간장, 고추장 등 장류 제조",2,
2504,25119,배조하우징광주점,광주광역시 북구 석곡로 541  ,컨테이너,1,062-1522-8332
2505,10301,김치마을(젓갈촌),광주광역시 북구 월동로 29  1층 ,김치류 제조,1,062-261-7785
2506,28423,사인뱅크,광주광역시 북구 송월로 47-1  ,"광고, 전시용 조명장치 제조",1,062-264-1410
2507,10711,오치방앗간,광주광역시 북구 우치로 269-1  ,시루떡,2,062-264-4771
2508,10711,대림떡방앗간,광주광역시 북구 양일로305번길 12  ,"떡류, 약과 등 제조",2,062-574-5745
2509,25111,골든기업,광주광역시 북구 군왕로 43-1  ,샷시제작,1,
2510,22299,성하통상,광주광역시 북구 우치로422번길 18  ,블럭진열장,3,062-574-2217
2511,32021,골드씽크,광주광역시 북구 서하로257번길 18  ,씽크대제조,4,
2512,18111,알파기획,광주광역시 북구 새터마을길 32  ,고지서,5,062-265-0129
2513,10301,남아식품천연유산균,광주광역시 북구 설죽로370번길 10  ,"김치,유산균식품",1,
2514,10711,동아방앗간,광주광역시 북구 우치로537번길 10-1 동아아파트 상가동 ,"떡류, 약과 등 제조",3,062-575-0406
2515,10309,푸릇터블,광주광역시 북구 일곡마을로 163-1  ,주스 만들어 판매,1,
2516,10619,갓구운밥,광주광역시 북구 서방로107번길 55  ,누룽지,2,062-268-1181
2517,28423,아키샘,광주광역시 북구 설죽로440번길 3  102호,간판디자인,1,062-523-4749
2518,28423,나눔플러스,광주광역시 북구 송해로39번길 17-4  ,LED광고판,2,062-574-0655
2519,27192,태정치과기공서,광주광역시 북구 서하로 278  3층 ,"보청기, 의치, 부목 등 제조",2,
2520,10711,삼일민속떡방앗간,광주광역시 북구 설죽로370번길 27-8  ,"시루떡,쑥떡",1,062-269-5892
2521,10121,아빠랑갈비,광주광역시 북구 설죽로471번길 59  ,"축산물가공업,갈비가공품",1,
2522,10796,푸른건강원,광주광역시 북구 우치로241번길 48  ,개소주. 흑염소즙,2,062-267-3468
2523,27192,이엘치과기공소,광주광역시 북구 안산로 26  4아밀층 ,틀니 제조,1,
2524,25111,대성산업,광주광역시 북구 당뫼로8번길 19  ,창틀,1,
2525,34019,전동휠LED튜닝수리점,광주광역시 북구 군왕로142번길 37  ,전동휠수리,1,
2526,10302,반찬이랑 전이랑,광주광역시 북구 삼정로 123  ,"참나물,전 등",1,062-262-0194
2527,10711,나운방앗간,광주광역시 북구 설죽로 407 그린타운 상가동 지하층 ,떡등판매,1,062-574-2050
2528,14192,남도어패럴,광주광역시 북구 우치로 14-1  ,"학생교복,단체복제조",1,062-524-8086
2529,10711,남광,광주광역시 남구 봉선1로37번길 7 권미숙헤어뉴스 ,떡제조,2,
2530,10220,영진식품,광주광역시 남구 금당로 76  ,"미역줄기미역줄기,세척,포장",1,
2531,10301,무등반찬부식,광주광역시 남구 용대로 90  4호,김치제조판매,1,062-653-5351
2532,10711,다온,광주광역시 남구 효우로93번길 5 마치빌딩 102호,수제떡소매,1,062-675-2464
2533,18111,디자인 베스트,광주광역시 북구 제봉로 266 프라임 아너팰리스 ,경인쇄,1,062-1566-3323
2534,32029,한성인테리어,광주광역시 북구 독립로 389  ,"목재가구,합판재단",1,062-522-7704
2535,26295,(주)엠시오,광주광역시 남구 덕남길 37  ,"온도센서, 습도 센서, 자동차용 센서 등 제조",9,
2536,25924,대천정밀,광주광역시 북구 중흥로 151-15  ,선반가공,1,062-511-0375
2537,10309,파송송엄마손,광주광역시 북구 서방로39번길 10  , 나물 무침제조,1,062-252-3399
2538,33120,자매공방,광주광역시 북구 경열로 231  ,공예품(모조 장신용품 제조),1,
2539,22249,대성,광주광역시 남구 봉선로19번길 18 송림상가 ,조립용 플라스틱제조업,5,
2540,10711,서울떡전문점,광주광역시 남구 봉선2로 84  ,떡판매,1,062-653-3338
2541,33120,샤르메,광주광역시 남구 포충로 937 외 7필지 ,"악세사리,장신구 세공품",1,
2542,18111,세종당,광주광역시 북구 경열로 264  ,명암,1,062-526-1377
2543,34019,대우전기,광주광역시 북구 중가로 97-8  ,수리,1,062-223-5265
2544,26310,엘컴퓨터,광주광역시 북구 서방로39번길 34  ,"컴퓨터, 노트북 등 제조",1,
2545,16292,운산수석공예사,광주광역시 북구 서암대로 267  ,수석받침,1,062-524-5723
2546,14130,가을주단,광주광역시 남구 봉선중앙로 67  ,한복 제조,1,
2547,10711,메고지고떡창고,광주광역시 북구 서방로 14  1층 ,떡,1,0507-1481-0003
2548,18111,청풍광고기획,광주광역시 북구 금재로51번길 5  ,"광고물,명함인쇄",1,062-528-5577
2549,14112,글로리스,광주광역시 남구 봉선1로 55  ,여자용 겉옷 제조,1,
2550,18111,행운인업사,광주광역시 남구 봉선1로 55  ,"프린트, 마스터 제판 인쇄",1,062-676-2510
2551,10711,송광방앗간,광주광역시 남구 대남대로181번길 18-1  ,시루떡,2,
2552,18122,꽃여울,광주광역시 남구 봉선로133번길 15 더플레이스 413호,"책,팜플렛 인쇄",1,
2553,14112,반석패션,광주광역시 남구 봉선중앙로124번길 2 피자나라치킨공주 ,맞춤옷제작판매,1,
2554,25924,정광기공사,광주광역시 북구 제봉로 273-5  ,선반가공,1,062-526-8147
2555,28519,다다익선,광주광역시 남구 대남대로193번길 5-1 무진아파트 1동 ,가정용전기기기,1,
2556,10301,무등반찬,광주광역시 남구 봉선2로 96-14  201호,김치,2,062-676-0045
2557,17909,꿈지,광주광역시 남구 포충로 937 외 7필지 108호,"궐연지, 종이 필터, 여과지 등 종이제품 제조",1,
2558,10121,(주)육조경푸드,광주광역시 남구 효우로77번길 5  ,가금류 가공 및 저장 처리업 ,3,062-674-0865
2559,23221,도란도예,광주광역시 남구 포충로 937  214호,도자기,1,
2560,29142,광성기어,광주광역시 북구 중가로 94  ,동력전달장치,1,062-524-3331
2561,28422,싸인코리아,광주광역시 남구 서문대로678번길 18 브라운스톤 진월 104동 1701호,"가정용, 사무실용 조명기구 제조",1,
2562,10711,채민이네찰떡궁합,광주광역시 남구 광복마을길 65 광명아파트 상가동 ,떡,2,062-676-2260
2563,25924,동양정밀기계,광주광역시 북구 경열로234번길 58  ,선반밀링,1,062-525-1886
2564,28423,국도네온광고사,광주광역시 북구 중가로 75  ,"광고, 전시용 조명장치 제조",1,062-525-6464
2565,28202,비케이동영테크 주식회사,광주광역시 북구 중가로113번길 36-13  2층 ,축전지제조,2,062-526-8802
2566,25924,삼모기계,광주광역시 북구 중가로 91-11  ,선반밀링,1,062-522-0976
2567,14130,성미누비,광주광역시 서구 염화로115번길 1  ,한복,1,062-363-0306
2568,10796,럭키흑염소,광주광역시 서구 염화로40번길 18 럭키아파트 상가동 ,"배,붕어즙",2,062-374-5100
2569,10711,떡선생,광주광역시 서구 월드컵4강로 89  ,떡류 제조업,2,062-373-7738
2570,10711,라인방앗간,광주광역시 서구 염화로45번길 13 라인동산아파트 상가동 ,떡류 제조업,2,062-374-6747
2571,10711,곡진떡방아간,광주광역시 서구 화정로138번길 1-1  (1층)층 ,"떡류, 약과 등 제조",2,062-375-5677
2572,33910,라인광고기획,광주광역시 서구 상무민주로 25 유촌빌라 1층 10호,"고정광원을 갖지 않는 간판, 광고물 제조",1,062-371-6997
2573,27216,혜승파일렉,광주광역시 서구 월드컵4강로 137 일신아파트 103동 406호,산업용 CCTV제어,2,062-457-4004
2574,10711,시영떡방앗간,광주광역시 서구 화정로 103 쌍촌시영아파트 상가동 103호,"절편,시루떡",3,
2575,33910,다산애드,광주광역시 서구 화정로 41  ,간판실사 현수막,3,062-375-5425
2576,25924,금일정밀기계,광주광역시 북구 중가로 89 A ,선반,1,062-512-0520
2577,10796,동화건강원,광주광역시 서구 쌍촌로 57  ,붕어 가물치즙,1,062-381-8004
2578,10301,더드림반찬전문점,광주광역시 서구 염화로 69  ,김치 제조,1,062-376-8686
2579,33910,코리아기획,광주광역시 서구 상무대로 877  2층 ,광고판 간판제조 설치,1,062-373-6846
2580,10711,미객,광주광역시 서구 화운로156번길 4-1  ,떡케익,1,
2581,27192,명성치과기공소,광주광역시 서구 상일로 54  4층층 ,보철  보정용,1,062-375-2809
2582,33910,디자인#,광주광역시 서구 화정로 35-1  1층층 ,광고디자인,1,062-432-6877
2583,33910,실사클럽,광주광역시 서구 금화로149번길 139  1층 ,간판 및 광고물 제조업,3,062-222-7412
2584,10751,야무진푸드,광주광역시 서구 화정로 53-1  ,김치류제조,6,
2585,25111,행성건업,광주광역시 북구 서방로31번길 23-1  ,금속제의 문 및 관련 금속제품 제조,1,
2586,10711,예하루,광주광역시 서구 상무민주로123번길 23-17  ,떡 판매,1,0507-1421-9182
2587,34019,삼부냉동설비,광주광역시 북구 중가로75번길 6  1층 ,기계장비수리(냉동기),2,062-522-8341
2588,33910,내담기획,광주광역시 북구 중가로51번길 32  ,간판및광고물,2,062-515-9945
2589,22299,중앙아크릴,광주광역시 북구 금남로115번길 31  ,아크릴 명함판제작,1,062-523-6565
2590,26410,파이버랩,광주광역시 북구 당뫼로4번길 15 1층 ,다이얼식전화기,6,
2591,10301,김치전문점맛깔스런은영김치,광주광역시 북구 중문로9번길 39  A동 6호,"배추김치, 파김치 제조",1,062-264-3340
2592,10794,두부박사,광주광역시 남구 봉선중앙로91번길 5  ,두부등,2,062-651-3393
2593,10301,토담,광주광역시 남구 용대로 90 무등파크3차1단지아파트 상가동 상가동 6호,김치,2,062-673-1333
2594,34011,대원기계,광주광역시 북구 제봉로 273-3  ,원목집는집게 제작(포크레인에 장착용),1,062-526-5382
2595,34019,동양선반,광주광역시 북구 무등로262번길 25  ,"산업용 보일러, 농업용 기계, 항공기 부품 등 수리",1,062-529-1488
2596,18111,고려피앤씨,광주광역시 남구 봉선1로 21  2층층 ,"종이,기념품 인쇄",1,062-433-6031
2597,10611,지동정미소,광주광역시 남구 서남길 84-12  ,쌀도정,3,062-374-4061
2598,30320,와이즈포맨,광주광역시 북구 독립로349번길 34  ,"자동차용 보닛, 문짝, 범퍼 등 신품 제조",1,
2599,34019,일진유압,광주광역시 북구 제봉로 302  ,유압기 수리,1,062-523-1422
2600,34019,삼손상사,광주광역시 북구 제봉로 277-1  ,선박엔진 수리,2,062-528-7496
2601,34019,상지기계,광주광역시 북구 중가로 91-24  ,기계장비수리,2,
2602,10794,유기농과 콩두부 세상,광주광역시 남구 봉선로79번길 32  ,두부,1,062-672-7003
2603,10711,삼익떡방앗간,광주광역시 남구 봉선중앙로 48 삼익1차상가 ,떡,2,062-676-1337
2604,33910,봉천기업,광주광역시 북구 서암대로223번길 5  ,현수막,5,
2605,10711,주식회사예다손,광주광역시 북구 경열로 242  3층 ,"떡류, 약과 등 제조",3,062-520-6031
2606,34019,광우ENG,광주광역시 북구 제봉로 267  ,"산업용 보일러, 농업용 기계, 항공기 부품 등 수리",1,062-512-8070
2607,25992,형제기계,광주광역시 북구 금재로9번길 1  ,가공기기제조,1,062-511-3714
2608,32029,(주)더나무,광주광역시 남구 대남대로127번길 13-1  ,"목제 침대, 목제 캐비닛, 나전칠기 가구 등 제조",2,
2609,10211,수라안,광주광역시 북구 버들로19번길 27  ,간장게장.새우장제조,1,062-521-6550
2610,25924,태현정밀,광주광역시 북구 버들로19번길 27  ,"CNC선반가공,전자기계 부품",1,062-521-6505
2611,34019,세일기공사,광주광역시 북구 금재로51번길 5  ,펌프수리서비스,1,
2612,25929,안나엔지니어링(특수용접),광주광역시 북구 독립로 343  ,기계용접,1,062-430-8188
2613,34020,호남볼링서비스센터,광주광역시 남구 석교길 70-14  ,수리 서비스,5,062-383-2194
2614,10301,청와대반찬,광주광역시 북구 필문대로11번길 10  ,배추김치,4,062-374-6699
2615,25924,대흥선반사,광주광역시 남구 송암로 52  ,자동차부품 만들기전 과정으로 선반정밀가공,1,062-674-0324
2616,10301,백점만점엄마김치반찬,광주광역시 북구 면앙로121번길 81  ,"반찬류, 김치",1,062-264-7382
2617,18119,(주)랩박스,광주광역시 북구 도동로 30-14  ,기타 인쇄업,4,
2618,25111,연안기업,광주광역시 남구 회재로1249번길 35 연이기업 ,창문틀.사다리,2,062-367-0635
2619,34019,동운MAN A/S부품,광주광역시 남구 송암로24번가길 38-2  ,"산업용 보일러, 농업용 기계, 항공기 부품 등 수리",3,
2620,28520,대호화목난로,광주광역시 남구 천변좌로 600-1  ,"보일러,필름난방,화목난로,온수기",1,062-674-9890
2621,34019,새마을기계,광주광역시 북구 경열로234번길 54  ,"산업용 보일러, 농업용 기계, 항공기 부품 등 수리",1,062-526-3830
2622,29210,동진기계,광주광역시 남구 이동길 222-19  ,농기계,1,
2623,14199,경원사,광주광역시 북구 동문대로216번길 30  ,"특수 의복, 의복 부분품 제조",1,
2624,10301,대통령상수상자의 김치명인 협동조합,광주광역시 남구 김치로 60 광주김치타운 3층 ,김치생산,1,
2625,33910,인하사인,광주광역시 남구 대남대로 97  ,"고정광원을 갖지 않는 간판, 광고물 제조",1,
2626,32029,화가와 목수 그리고 가구,광주광역시 남구 대남대로 37  ,"가구,DIY서비스제공",1,
2627,13921,오선OSUN,광주광역시 남구 군분로89번길 9  2층 ,루어낚시 끈 제조,1,
2628,17902,참 좋은사람들,광주광역시 남구 대남대로372번안길 30-1  ,물티슈제조,1,
2629,13224,어닝극동,광주광역시 남구 월산로 63-2  ,"천막, 텐트 등 제조",3,062-364-2023
2630,10796,초암목장건강원,광주광역시 남구 대남대로 249-1  ,건강식품판매,1,
2631,10711,영미떡방앗간,광주광역시 남구 금화로456번길 22  ,"떡가루, 떡",1,062-368-9123
2632,10794,두부집,광주광역시 남구 백운로99번길 1  ,두부제조판매,1,
2633,27192,세인 의수족,광주광역시 남구 회재로 1292  ,의수족보조기,1,
2634,27192,센스기공소,광주광역시 남구 회재로 1230  3층 ,"보청기, 의치, 부목 등 제조",3,062-574-8018
2635,16221,아름다운손디자인,광주광역시 남구 회재로1200번길 11 대산농산양곡백화점 1동 ,"목재문 및 나무제품 제조업,기타 건축용 나무제품 제조업",1,062-573-0429
2636,10742,쿵덕쿵곡물고추상회,광주광역시 남구 군분로 7-1  ,고추분쇄,1,
2637,10711,제일떡집,광주광역시 남구 군분로 27 무등시장D ,떡,2,
2638,30391,합동선반,광주광역시 남구 송암로58번길 16  ,기계절삭.조립,1,062-674-1461
2639,33309,고고탁,광주광역시 남구 진다리로 18  ,"라켓, 탁구용 기구, 양궁장비, 골프 장비 등 제조",4,
2640,33910,히트라인기획,광주광역시 남구 회재로1200번길 15-2  1층층 ,간판.현수막,1,062-654-9687
2641,32029,비즈인테리어,광주광역시 남구 대남대로219번길 17  ,책상.단스제조,1,
2642,10793,아기수라간,광주광역시 남구 임암길 190  ,이유식,2,
2643,32021,가나씽크인테리어,광주광역시 남구 회서로 18  ,"목재 씽크대,신발장 제작",1,062-571-9755
2644,14199,화신승복점,광주광역시 남구 천변좌로 518-1  ,"특수 의복, 의복 부분품 제조",1,062-223-8910
2645,32029,갤러리구도,광주광역시 남구 대남대로 286  ,가구장농제작,1,062-451-0964
2646,10796,건강백세자라건강원,광주광역시 남구 수박등로 3  ,붕어즙,1,062-606-4603
2647,30310,이레엔진,광주광역시 남구 송암로24번가길 8  ,"기화기, 피스톤, 엔진 부분품 등 신품 제조",1,
2648,27191,티에스치과기공소,광주광역시 남구 서문대로556번길 6 삼익아파트 상가동 201호,틀니,1,062-682-4475
2649,22212,동성산업,광주광역시 남구 송암로58번길 40  ,비닐제조,7,
2650,23999,더좋은소리,광주광역시 남구 송암로 73  C동 ,흙벽돌제조,1,
2651,33910,진성애드,광주광역시 남구 대남대로 47  ,간판 현수막,1,
2652,14199,불교승복,광주광역시 남구 천변좌로 604  ,종교의식복,1,062-674-0888
2653,27192,새사랑치과기공소,광주광역시 남구 대남대로 291-1  4층 , 의치등 제조,3,
2654,10619,누룽지나무,광주광역시 남구 대남대로340번길 7  ,전자상거래,1,
2655,23911,백금석물,광주광역시 남구 독립로 61  ,"묘지석,기념비",1,062-672-1458
2656,27192,대흥치과기공소,광주광역시 남구 회서로52번길 21  3층 ,보철.틀니제조,4,
2657,13223,호산나커텐,광주광역시 서구 천변좌로 243 양동복개상가 나동 2층 205호,커텐 벽가리개등 제조,1,062-364-4645
2658,10402,화순참기름,광주광역시 남구 백운로75번나길 18 화순참기름집 ,참기름,2,062-675-9302
2659,27192,화인치과기공소,광주광역시 남구 월산로 1 2F 2층 ,치과기공물,1,062-675-7254
2660,17901,(주)덕인페이퍼,광주광역시 동구 선교로 3  ,복사지전자복사용지제조,8,062-224-9692
2661,13223,소영이네,광주광역시 서구 천변좌로 243  ,커튼,2,
2662,13224,전진천막,광주광역시 서구 천변좌로 274  ,"천막, 텐트 등 제조",1,062-365-0581
2663,14130,일신주단,광주광역시 서구 천변좌로 238 양동시장 나동 207호,한복제조,1,062-369-4153
2664,13224,동양천막기업,광주광역시 서구 천변좌로 160-1  ,천막제조,2,
2665,23221,반달 요,광주광역시 남구 군분로24번길 2  ,만들고 판매,1,062-654-9967
2666,33910,부강애드,광주광역시 동구 소태길 49-1  ,"광고물, 안전시설물 제조",1,062-232-4715
2667,25111,서영기업,광주광역시 서구 구성로93번길 9  ,대문제작,1,
2668,18112,미진광고기획,광주광역시 서구 천변좌로118번길 6  ,"평면, 곡면 스크린 인쇄 등",1,062-521-8272
2669,13222,윤창마크사,광주광역시 서구 천변좌로 238 양동시장 나동 양동시장나동 237호호,"유니폼로고,회사로고,명찰,이불수",1,062-363-2800
2670,13221,한땀공방,광주광역시 남구 포충로 937  ,"침구류, 식탁용린넨류  제품 제조",1,
2671,28423,광진애드,광주광역시 북구 서암대로 192  ,간판제작,1,062-528-6460
2672,32021,화신주방산업,광주광역시 북구 우치로 53  ,"씽크대,붙박이장",2,062-527-1030
2673,14112,키티패션,광주광역시 북구 서방로 62-2  ,"여성의류,원피스",1,
2674,13223,리빙하우스,광주광역시 서구 천변좌로 243 양동복개상가 가동 2층 54호,커텐 제조,1,062-362-2975
2675,28423,미성기업,광주광역시 북구 우치로 51  ,"광고, 전시용 조명장치 제조",4,062-514-0089
2676,34019,한일종합전기,광주광역시 북구 우치로 33  ,"펌프,정밀기기,가전제품 수리",1,062-521-2894
2677,27219,글로벌스케일,광주광역시 북구 서방로 54  ,정밀기기제조,1,062-265-1878
2678,29241,주식회사 에스엠유,광주광역시 북구 중가로 88  ,고객의 주문에 의해 제조,14,062-526-5320
2679,10711,영신떡방앗간,광주광역시 북구 용봉로126번길 49  ,떡,2,062-528-2521
2680,29163,경부기계,광주광역시 북구 버들로 54  ,컨베이어 제조,3,062-526-1621
2681,10711,대화떡방아간,광주광역시 남구 봉선로 98 대화아파트 B1층 ,떡제조,2,062-651-5562
2682,10309,토종식품,광주광역시 북구 신흥로 38  ,"건조식품,주스,잼등제조",2,
2683,32021,디자인가구이레,광주광역시 남구 대남대로149번길 6  1층층 ,"주방가구, 싱크대, 식탁 등 제조",1,
2684,34019,대촌 혁신지게차,광주광역시 남구 신장1안길 6  ,일반 기계 및 장비 수리업,1,
2685,10796,현대흑염소,광주광역시 남구 서문대로 632  ,"흑염소엑기스, 배즙 포도즙",1,062-655-1000
