구군명,제조업체명,대표자,전화번호,업종명,소재지주소,데이터기준일자
동구,㈜호성이엔지,박주성,052-202-3970,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,현영기업,전병열,052-202-7371,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,단비종합기술,하영대,052-203-2992,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,보승기업,주재필,052-202-4326,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜영진,이종철,052-252-7734,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜선미산업,권윤진,052-203-2448,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,마루이엔지,진광현,052-209-6110,기타 선박 건조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,㈜대호기공,하상현,052-250-6945,강선 건조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,재성씨에스㈜,최재호,052-202-9903,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,우승기업,김영표,052-250-6923,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,대진ENG,이근목,052-232-5222,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜조영기업,오우식,052-250-6903,기타 선박 건조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,㈜서문,김준호,052-202-4170,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,정안에엔지,백승우,052-203-2791,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,혜성정밀,정재성,052-202-9927,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,대명,박철홍,052-202-4169 201-7908,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜세왕기업,이재곤,052-250-6902,기타 선박 건조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,경일기업,박훈동,052-203-2420,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜남명이엔지,김태용,052-250-1959,기타 선박 건조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,㈜혁신이엔지,손종락,052-202-5945,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜동율테크,박태영 김종덕,052-203-2049,합성수지선 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜씨앤아이,박병규,052-202-4255,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,에이치디현대미포㈜,김형관,052-250-3307,강선 건조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,㈜시스테크,강진권,052-202-5489,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜원일설비,권용만,052-202-0496,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,태경엔지니어링,이충열,052-203-1234,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜태강산업,구원회,052-283-2469,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,도우ENG,김규영,052-203-4481,변압기 제조업,울산광역시 동구 방어진순환도로 700 (일산동),2025-11-26
동구,우신기업㈜,박소흠,052-202-6793,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,성우이엔지,박진철,052-203-2788,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,두명이엔지,김태호,052-203-2959,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,건현기업,이기용,052-202-5973,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,태강이엔지,이학희,052-202-7385,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜홍신산업,정문옥,052-203-8413,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,진우이엔지,안한호,052-203-3088,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜은성기업,문준호,052-250-6982,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,(유)명인기업,권영만,052-203-2460,기타 선박 건조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜송도,이승윤,052-202-6368,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,이목,황동영,052-202-4563,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,삼포산업,강은남,052-202-4822,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜웅산,전헌진,052-202-4861,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,진영,김문호,052-203-2789,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,우성이엔지,노순석,052-250-6904,기타 선박 건조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,다인안전산업,정우돈,052-203-2401,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜성호이엔지,한기성,052-250-6959,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,서광,김중기,052-250-6965,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,㈜부림기업,홍춘발,052-250-6505,강선 건조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,㈜삼우이엔지,김상수,052-202-6960,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,현대중공업 터보기계(주),김동수,052-204-5013,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,디케이이엔지,김성헌,052-202-6987,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜디에이치마린,우영문,052-203-8523,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,케이에스이엔지,전재황,052-203-4447,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,㈜나슬이엔지,류기만,052-202-4976,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,모현산업,홍익준,052-209-2151,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,건우엔텍,김정환,052-202-7064,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,태영산업,김광석,052-202-4562,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,에이치디현대중공업 주식회사,이상균 노진율,052-202-0868,강선 건조업 외 34종,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,찬승,임영빈,052-250-6949,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,㈜신운선박,최충식,052-250-6991,강선 건조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,서융산업,이성영,052-250-6917,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,거창기업,김기용,052-250-6988,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,대진씽크,문병두,,주방용 및 음식점용 목재 가구 제조업,울산광역시 동구 진성 5길 79 (전하동),2025-11-26
동구,일산종합인테리어,양경희,052-235-8787,주방용 및 음식점용 목재 가구 제조업,울산광역시 동구 학문로 4 (일산동),2025-11-26
동구,경남씽크,홍진봉,,주방용 및 음식점용 목재 가구 제조업,울산광역시 동구 문재4길 32 (방어동),2025-11-26
동구,㈜씨엔케이,신승우,052-251-1470,선박 구성 부분품 제조업,울산광역시 동구 방어진순환도로 1000 (전하동),2025-11-26
동구,동광씽크,박재석,052-251-9989,주방용 및 음식점용 목재 가구 제조업,울산광역시 동구 대송로 142 (화정동),2025-11-26
동구,영광씽크(공장)산업,김난용,052-232-7715,주방용 및 음식점용 목재 가구 제조업,울산광역시 동구 옥류로 43-9 (동부동),2025-11-26
동구,삼성씽크공장,오재동,,주방용 및 음식점용 목재 가구 제조업,울산광역시 동구 문재로 13 (방어동),2025-11-26
동구,EG씽크맞춤가구,김진도,,주방용 및 음식점용 목재 가구 제조업,울산광역시 동구 봉수로 321 (전하동),2025-11-26
동구,화진광고산업,홍경화,052-235-7171,간판 및 광고물 제조업,울산광역시 동구 꽃바위로 314 (방어동),2025-11-26
동구,태양광고사,유용길,052-235-2772,간판 및 광고물 제조업,울산광역시 동구 대송로 93 (화정동),2025-11-26
동구,삼원광고기획,박정희,052-233-9916,간판 및 광고물 제조업,울산광역시 동구 문현로 15-1 (방어동),2025-11-26
동구,현대애드월드,김병철,,간판 및 광고물 제조업,울산광역시 동구 바드레길12 (전하동),2025-11-26
동구,소망스케치,이영직,,간판 및 광고물 제조업,울산광역시 동구 대송로 93 (화정동),2025-11-26
동구,신진광고,김영아,052-251-6669,간판 및 광고물 제조업,울산광역시 동구 화잠3길 13 (방어동),2025-11-26
동구,더가우디,권오현,052-201-4304,간판 및 광고물 제조업,울산광역시 동구 꽃바위3길 25 (방어동),2025-11-26
동구,㈜ 세강,이경신 이주환,052-250-6954,건설·광업용 기계 및 장비 수리업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
동구,㈜건승이엔지,이홍철,052-250-6976,건설·광업용 기계 및 장비 수리업,울산광역시 동구 방어진순환도로 100 (방어동),2025-11-26
북구,(유한회사)대솔아이엠,고재필,052-282-1037,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 중산산업3길 1 (중산동),2025-11-26
북구,(주) 금화테크,이성호,052-288-6441,주형 및 금형 제조업,울산광역시 북구 매곡산업로 54 (매곡동),2025-11-26
북구,(주)IHC,정재열,052-705-1204,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 효산2길 21-2 (효문동),2025-11-26
북구,(주)가온누리,김의상,052-289-6356,자동차용 신품 의자 제조업,울산광역시 북구 진장24길 45 (진장동),2025-11-26
북구,(주)고려기업,김병구,052-266-7722,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 81 (효문동),2025-11-26
북구,(주)광명테크,김광석,052-294-8075,구조용 금속 판제품 및 공작물 제조업 외 3 종,울산광역시 북구 호계5길 77 (호계동),2025-11-26
북구,(주)광선,유덕근,052-289-2248,배전반 및 전기 자동제어반 제조업,울산광역시 북구 활밤로 11 (효문동),2025-11-26
북구,(주)광일NC,이경권,052-282-6240,주형 및 금형 제조업,울산광역시 북구 농공단지3길 5 (달천동),2025-11-26
북구,(주)국일에프에이,차경수,052-288-9083,기타 가공 공작기계 제조업,울산광역시 북구 매곡산업4길 62 (매곡동),2025-11-26
북구,(주)굿테크,선승현,052-080-945-5637,기타 가정용 전기 기기 제조업,울산광역시 북구 효산1길 23 (효문동),2025-11-26
북구,(주)굿프렌드,선우현,052-080-945-5637,기타 가정용 전기 기기 제조업,울산광역시 북구 효산1길 23 (효문동),2025-11-26
북구,(주)극동,박경헌,052-219-9706,내연기관 제조업,울산광역시 북구 효자로 11 (효문동),2025-11-26
북구,(주)극동자동화,이상열,052-288-6208,그 외 기타 특수 목적용 기계 제조업 외 4 종,울산광역시 북구 숙보로 27 (효문동),2025-11-26
북구,(주)금봉,정경환외1명,052-282-7560,선박 구성 부분품 제조업,울산광역시 북구 농공단지1길 76 (달천동),2025-11-26
북구,(주)금생레이져탑,천원기,052-292-1941,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업6길 15-1 (매곡동),2025-11-26
북구,(주)금성메탈,조재용,052-288-0945,절삭 가공 및 유사처리업,울산광역시 북구 공단길 86-1 (연암동),2025-11-26
북구,(주)금영이티에스,최영미,052-283-3900,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 모듈화산업로 207-12 (연암동),2025-11-26
북구,(주)기현시스템,박경화  박상배,052-258-9131,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40  지식산업센터 1동 1층 114호 (효문동),2025-11-26
북구,(주)네모엘텍,김덕수,052-289-8808,일반용 전기 조명장치 제조업 외 5 종,울산광역시 북구 산성로 40  지식산업센터 1동 B1층 B103 (효문동) 외 1필지,2025-11-26
북구,(주)네스트 울산지점,우창완,,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업6길 24(매곡동  스코아주식회사),2025-11-26
북구,(주)뉴테크,이정환,052-288-6330,산업 처리공정 제어장비 제조업,울산광역시 북구 명촌12길 20 (명촌동),2025-11-26
북구,(주)다이아트,안병일,052-286-4041,주형 및 금형 제조업,울산광역시 북구 매곡산업1길 17 (매곡동),2025-11-26
북구,(주)대광산업,천병승,052-288-1341,자동차 차체용 신품 부품 제조업,울산광역시 북구 모듈화산업로 12 (효문동),2025-11-26
북구,(주)대명기전,김태근,,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,울산광역시 북구 농공단지2길 32-2 (달천동),2025-11-26
북구,(주)대명엘리베이터,김동건,052-288-2700,승강기 제조업 외 1 종,울산광역시 북구 활밤로 19 (효문동) 외 1필지,2025-11-26
북구,(주)대성,김영화,052-285-2096,선박 구성 부분품 제조업,울산광역시 북구 제내6길 13-3 (매곡동),2025-11-26
북구,(주)대성테크,손명진 정정희,052-295-2282,자동차 엔진용 신품 부품 제조업 외 2 종,울산광역시 북구 농공단지4길 30 (달천동) (총 2 필지) 외 1필지,2025-11-26
북구,(주)대원산업,이재현,052-282-9550,기타 기관 및 터빈 제조업,울산광역시 북구 중산산업1길 6 (중산동),2025-11-26
북구,(주)대원산업기술,정관식,052-264-2244,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 매곡산업1길 22 (매곡동),2025-11-26
북구,(주)대원에스앤피,공정식,052-288-0041,금속 캔 및 기타 포장용기 제조업 외 1 종,울산광역시 북구 효암로 84-13 (명촌동),2025-11-26
북구,(주)대인,김미진 김미경 김미해,052-288-5555,플라스틱 필름 제조업 외 1 종,울산광역시 북구 무룡로 60-29 (연암동  대인화학(주)) 외 4필지,2025-11-26
북구,(주)대일매곡산업,김명주,052-282-4588,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업2길 15 (매곡동),2025-11-26
북구,(주)대일산업,김명주,052-282-4588,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 약수8길 22  1필지 (중산동),2025-11-26
북구,(주)대일산업 산단지점,김명주,052-282-4588,그 외 자동차용 신품 부품 제조업 외 3종,울산광역시 북구 중산산업2길 22 (중산동),2025-11-26
북구,(주)대창기계,이상근,052-292-4966,기타 가공 공작기계 제조업,울산광역시 북구 중산산업2길 62 (중산동),2025-11-26
북구,(주)대한기업,이영근,052-298-1397,그 외 자동차용 신품 부품 제조업,울산광역시 북구 안시례길 30시례동),2025-11-26
북구,(주)대현시스템,안대혁,052-258-5322,육상 금속 골조 구조재 제조업,울산광역시 북구 농서로422 (달천동),2025-11-26
북구,(주)대홍,김명래,052-295-9527,가정용 및 산업용 공기 조화장치 제조업,울산광역시 북구 호계7길 145 (호계동 승진기업),2025-11-26
북구,(주)덕양가스,이치윤,052-290-5152,금속 탱크 및 저장 용기 제조업 외 1 종,울산광역시 북구 농공단지2길 13 (달천동),2025-11-26
북구,(주)덕양에코,배명환,052-1670-6275,액체 펌프 제조업 외 4 종,울산광역시 북구 농공단지2길 27 (달천동  디에스케이),2025-11-26
북구,(주)덕천,정수원,052-288-2084,천막  텐트 및 유사 제품 제조업 외 1 종,울산광역시 북구 산성로 40  319호 (지식산업센터) (총 2 필지) 외 1필지,2025-11-26
북구,(주)도남,김금주,,기타 기계 장비 조립용 플라스틱제품 제조업,울산광역시 북구 염포로 260-21 (진장동) 외 2필지,2025-11-26
북구,(주)도성산업기계,허성복,052-288-5306,기타 가공 공작기계 제조업 외 1 종,울산광역시 북구 효암로 100 (명촌동),2025-11-26
북구,(주)동남뉴텍,강나겸,052-298-5606,그 외 기타 분류 안된 금속 가공 제품 제조업,울산광역시 북구 진장17길 32 (진장동),2025-11-26
북구,(주)동남산기,이득형,052-288-1598,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 염포로 260-23 (효문동),2025-11-26
북구,(주)동서기공,나경수,052-296-8166,그 외 기타 특수 목적용 기계 제조업 외 1 종,울산광역시 북구 중산산업로 17 (중산동),2025-11-26
북구,(주)동서기공,나경수,052-296-8166,그 외 기타 특수 목적용 기계 제조업,울산광역시 북구 매곡산업6길 49 (매곡동),2025-11-26
북구,(주)동성피에스씨,민병숙,052-295-8849,그 외 자동차용 신품 부품 제조업,울산광역시 북구 중산산업로 58 (중산동),2025-11-26
북구,(주)동성피에스씨,민병숙,052-295-8849,그 외 자동차용 신품 부품 제조업,울산광역시 북구 원연암2길 7 (연암동),2025-11-26
북구,(주)동양산업,이재진,052-288-8132,선박 구성 부분품 제조업,울산광역시 북구 염포로 266-1 (효문동),2025-11-26
북구,(주)동양피앤지,이영종,052-287-2595,그 외 기타 일반 목적용 기계 제조업 외 1 종,울산광역시 북구 산성로 48-2 (효문동  광선),2025-11-26
북구,(주)동일,김춘원,052-282-7304,기타 기관 및 터빈 제조업,울산광역시 북구 중산산업2길 70 (중산동),2025-11-26
북구,(주)동일금속,김후곤,052-295-9977,그 외 자동차용 신품 부품 제조업,울산광역시 북구 중산산업2길 41 (중산동),2025-11-26
북구,(주)동일금속,김후곤,052-295-9977,그 외 자동차용 신품 부품 제조업,울산광역시 북구 중산산업2길 41 (중산동),2025-11-26
북구,(주)동희산업,이동호,070-7094-7013,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 매곡산업3길 4 (매곡동),2025-11-26
북구,(주)두나우,최시헌,052-296-1188,유선 통신장비 제조업 외 3 종,울산광역시 북구 명촌1길11-12 (진장동),2025-11-26
북구,(주)두리로직스,정미숙,,자동차 재제조 부품 제조업,울산광역시 북구 매곡산업로 127 (매곡동),2025-11-26
북구,(주)두올 울산공장,조인회  정재열,052-705-1206,자동차용 신품 의자 제조업 외 2 종,울산광역시 북구 효산2길 21-2 (효문동),2025-11-26
북구,(주)두원공조,성기천,052-288-7841,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 효암로 184 (효문동  재호화성(주)),2025-11-26
북구,(주)두원공조,성기천,052-041-530-0537,그 외 자동차용 신품 부품 제조업,울산광역시 북구 숙보로 13 (효문동  큐론),2025-11-26
북구,(주)디에스시,조희선,054-770-1006,자동차용 신품 의자 제조업,울산광역시 북구 책골길 65 (연암동) 외 2필지,2025-11-26
북구,(주)디와이티,변권섭,052-946-5060,자동차 엔진용 신품 부품 제조업 외 1 종,울산광역시 북구 중산산업3길 47 (중산동),2025-11-26
북구,(주)럭스코,정용환,052-280-0800,배전반 및 전기 자동제어반 제조업 외 4 종,울산광역시 북구 활밤로 24 (효문동),2025-11-26
북구,(주)로리텍,오건주,052-288-7114,배전반 및 전기 자동제어반 제조업,울산광역시 북구 송도길 58 (효문동),2025-11-26
북구,(주)만도,성일모,052-933-7600,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 중산산업3길 41 (중산동),2025-11-26
북구,(주)만앤휴멜코리아,김병호,052-287-2306,기체 여과기 제조업,울산광역시 북구 죽전로 18 (효문동  (주)동우),2025-11-26
북구,(주)명문오토텍,최주호,052-283-0809,자동차 엔진용 신품 부품 제조업,울산광역시 북구 중산산업로 89 (중산동  현대파워텍(주)),2025-11-26
북구,(주)명성엔지니어링,장기출,052-257-6401,배전반 및 전기 자동제어반 제조업,울산광역시 북구 책골길 50 (효문동),2025-11-26
북구,(주)명성티엔지,송주환,052-296-5140,그 외 기타 금속 가공업,울산광역시 북구 농공단지3길 45 (달천동  대영기공),2025-11-26
북구,(주)모던,동문수  동이광,052-295-1913,산소  질소 및 기타 산업용 가스 제조업,울산광역시 북구 중산산업로 66 (중산동),2025-11-26
북구,(주)모팜,김성대,052-255-2320,자동차 엔진용 신품 부품 제조업 외 1 종,울산광역시 북구 모듈화산업로 31 (효문동),2025-11-26
북구,(주)베스틱,이관희,052-289-7100,자동차 차체용 신품 부품 제조업,울산광역시 북구 모듈화산업로 24 (효문동),2025-11-26
북구,(주)벧엘,송은주,052-924-2454,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,울산광역시 북구 농공단지5길 9 (달천동),2025-11-26
북구,(주)보문,이희철,,산업용 냉장 및 냉동장비 제조업 외 1 종,울산광역시 북구 매곡산업1길 30 (매곡동),2025-11-26
북구,(주)복산종합전기,백귀현,052-201-8994,전동기 및 발전기 제조업,울산광역시 북구 진장17길 34 (명촌동),2025-11-26
북구,(주)브랜드뉴,김현아,052-710-3396,절삭 가공 및 유사처리업 외 2 종,울산광역시 북구 매곡산업로 35  협업혁신관 B동 5호 (매곡동  자동차부품기술연구소),2025-11-26
북구,(주)삼광케미칼,심상윤,051-203-0019,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 산성로 83 (효문동),2025-11-26
북구,(주)삼명ENG,유용섭,052-289-2553,기타 가공 공작기계 제조업,울산광역시 북구 염포로 260-19 (진장동),2025-11-26
북구,(주)삼미에이지브이,김호현,052-298-2311,그 외 기타 특수 목적용 기계 제조업 외 1 종,울산광역시 북구 매곡산업4길 21 (매곡동),2025-11-26
북구,(주)삼미정공,김호현,052-298-2311,기타 가공 공작기계 제조업,울산광역시 북구 매곡산업3길 9 (매곡동),2025-11-26
북구,(주)삼산전자통신,서병희,052-268-2233,방송장비 제조업,울산광역시 북구  진장20길 7-5 (진장동),2025-11-26
북구,(주)삼성하이테크시스템,김정애,052-288-4533,비디오 및 기타 영상 기기 제조업,울산광역시 북구 화봉로 178 (연암동 웰라이프비즈),2025-11-26
북구,(주)삼양특수강,이상태,052-295-2768,그 외 기타 금속 가공업,울산광역시 북구 중산산업3길 56 (중산동),2025-11-26
북구,(주)삼우하이텍,이성우,052-286-4211,운송장비 조립용 플라스틱제품 제조업 외 1 종,울산광역시 북구 중산산업로 73 (중산동),2025-11-26
북구,(주)서연이화,강용석,052-219-5030,플라스틱 필름 제조업 외 6 종,울산광역시 북구 효암로 336 (연암동) (총 19 필지) 외 18필지,2025-11-26
북구,(주)서진하이텍,유은경,052-236-9939,전동기 및 발전기 제조업,울산광역시 북구 중산산업1길 26 (중산동),2025-11-26
북구,(주)선우오토텍,김제환,052-298-6881,운송장비용 공기 조화장치 제조업 외 5 종,울산광역시 북구 중산산업로 35 (중산동),2025-11-26
북구,(주)선진시스템,김선학,052-287-2287,기기용 자동측정 및 제어장치 제조업,울산광역시 북구 산성로 40  지식산업센터 1동 7층 711 (효문동),2025-11-26
북구,(주)성림기업,양희숙,052-288-6008,그 외 자동차용 신품 부품 제조업 외 3 종,울산광역시 북구 효자로 134 (연암동),2025-11-26
북구,(주)성신파츠,이병태,052-289-6699,자동차 엔진용 신품 부품 제조업 외 1 종,울산광역시 북구 중산산업로 31-4 (중산동),2025-11-26
북구,(주)성웅인더스트리,황수근,052-289-6547,자동차용 신품 의자 제조업,울산광역시 북구 매곡산업3길 7 (매곡동),2025-11-26
북구,(주)성화인더스트리,김형빈 한운곤,052-288-0191,그 외 자동차용 신품 부품 제조업,울산광역시 북구 효죽3길 22 (효문동) 외 1필지,2025-11-26
북구,(주)세강 울산공장,이경신,052-289-2041,유압 기기 제조업,울산광역시 북구 산성로 22 (효문동),2025-11-26
북구,(주)세림정공,이정삼,052-288-4634,그 외 기타 일반 목적용 기계 제조업 외 1 종,울산광역시 북구 매곡산업로 35   자동차부품혁신센터 협업혁신관 (매곡동),2025-11-26
북구,(주)세왕공업,정영미,052-287-8808,그 외 자동차용 신품 부품 제조업,울산광역시 북구 중산산업로 22 (중산동),2025-11-26
북구,(주)세일,구경모,052-285-2200,주형 및 금형 제조업,울산광역시 북구 매곡산업5길 30 (매곡동),2025-11-26
북구,(주)세창기공,배규생,052-287-5802,내연기관 제조업,울산광역시 북구 무룡1로 63-9 (연암동),2025-11-26
북구,(주)손진CS ,송중순,052-287-5036,자동차용 신품 의자 제조업,울산광역시 북구 상방2길6 (연암동),2025-11-26
북구,(주)수산뉴텍,정필석,052-259-4246,전기회로 접속장치 제조업 외 1 종,울산광역시 북구 매곡산업로 35  협업혁신관 B4호실 (매곡동),2025-11-26
북구,(주)수산이앤에스,한봉섭  정보윤,052-258-3860,전기회로 접속장치 제조업 외 1 종,울산광역시 북구 매곡산업로 21  3층 (매곡동  자동차조선기술관),2025-11-26
북구,(주)신기로직스,이주형,052-281-2722,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업로 136 (매곡동),2025-11-26
북구,(주)신기로직스,이주형,052-281-2722,그 외 자동차용 신품 부품 제조업,울산광역시 북구 매곡산업로 135 (매곡동),2025-11-26
북구,(주)신영,강호갑,052-288-3010,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 책골길 36 (효문동),2025-11-26
북구,(주)신우정밀,강병숙,052-295-2860,기타 가공 공작기계 제조업 외 1 종,울산광역시 북구 농공단지5길 27 (달천동),2025-11-26
북구,(주)신우지엠티,전경수,052-281-6265,그 외 기타 일반 목적용 기계 제조업 외 1 종,울산광역시 북구 매곡산업로 5 (매곡동  (주)대원산업),2025-11-26
북구,(주)신일,이장남  이형진,052-287-6700,산소  질소 및 기타 산업용 가스 제조업,울산광역시 북구 활밤로 13 (효문동),2025-11-26
북구,(주)신진엔지니어링,김대웅,052-298-8700,그 외 자동차용 신품 부품 제조업,울산광역시 북구 화정4길28 (중산동),2025-11-26
북구,(주)신텍,최진호,052-282-0003,주형 및 금형 제조업,울산광역시 북구 매곡산업6길 12 (매곡동),2025-11-26
북구,(주)신화인텍,최병진,052-288-6610,그 외 기타 일반 목적용 기계 제조업 외 1 종,울산광역시 북구 매곡산업6길 7 (매곡동),2025-11-26
북구,(주)신화테크,최진호,052-282-0003,농업 및 임업용 기계 제조업 외 19 종,울산광역시 북구 매곡산업6길 20 (매곡동),2025-11-26
북구,(주)썬에이치에스티,이진용,052-296-0883,배전반 및 전기 자동제어반 제조업,울산광역시 북구 산성로 40  지식산업센터 1동 9층 908-2 (효문동),2025-11-26
북구,(주)씨엔더블유,김경민,,산업용 로봇 제조업,울산광역시 북구 염포로 266-1  2층 (효문동),2025-11-26
북구,(주)씨제이프로텍,이외규,052-286-9052,주형 및 금형 제조업,울산광역시 북구 매곡산업5길 7-7 (매곡동  현대계전산업(주)),2025-11-26
북구,(주)씨티알모빌리티,이동옥  강태룡,,그 외 자동차용 신품 부품 제조업,울산광역시 북구 모듈화산업로 115 (효문동),2025-11-26
북구,(주)씨티코리아,양승기,052-294-2210,고무패킹류 제조업 외 2 종,울산광역시 북구 제내3길6-4 (신천동) 외 1필지,2025-11-26
북구,(주)아세아스틸,김대환,053-584-0616,자동차 차체용 신품 부품 제조업 외 1 종,울산광역시 북구 모듈화산업로 158 (연암동),2025-11-26
