회사명,업종명,생산품,주소,연락처,출처파일
정웅이엔지,그외 기타 자동차 부품 제조업,,성주군 선남면 나선로 868,054-931-1889,경상북도 성주군_제조업체 현황_20180731.csv
준경테크,그외 기타 자동차 부품 제조업,,성주군 선남면 명관로 337-91,,경상북도 성주군_제조업체 현황_20180731.csv
태창공업(주) 성주지점,그외 기타 자동차 부품 제조업,,성주군 선남면 유서리길 87-12,054-933-2345,경상북도 성주군_제조업체 현황_20180731.csv
태흥STEEL,그외 기타 자동차 부품 제조업,,성주군 선남면 선노로 55-23,053-581-6652,경상북도 성주군_제조업체 현황_20180731.csv
한일산업,그외 기타 자동차 부품 제조업,,성주군 선남면 선원2길 43,054-931-5693,경상북도 성주군_제조업체 현황_20180731.csv
효명테크(주),그외 기타 자동차 부품 제조업,,성주군 선남면 선노로 540-12,054-931-9948,경상북도 성주군_제조업체 현황_20180731.csv
(주)삼성정공 성주공장,그외 기타 자동차 부품 제조업 외 1 종,,성주군 성주읍 성주산업단지로1길 90,053-582-4120,경상북도 성주군_제조업체 현황_20180731.csv
디에스테크,그외 기타 자동차 부품 제조업 외 1 종,,성주군 성주읍 예산리 934번지,053-581-4041,경상북도 성주군_제조업체 현황_20180731.csv
YH테크,그외 기타 자동차 부품 제조업 외 1 종,,성주군 선남면 신부길 81-30,,경상북도 성주군_제조업체 현황_20180731.csv
신성에스앤티 주식회사,그외 기타 자동차 부품 제조업 외 3 종,,성주군 성주읍 성주산업단지로5길 59,053-609-2222,경상북도 성주군_제조업체 현황_20180731.csv
영창케미칼(주) 제4공장,그외 기타 전자부품 제조업,,성주군 성주읍 성주산업단지로 49,054-930-2500,경상북도 성주군_제조업체 현황_20180731.csv
(주)에스아이티,그외 기타 전자부품 제조업,,성주군 월항면 주산로 540,054-931-8350,경상북도 성주군_제조업체 현황_20180731.csv
(주)영창엘이디,그외 기타 전자부품 제조업,,성주군 선남면 유서리길 174-12,054-930-2501,경상북도 성주군_제조업체 현황_20180731.csv
(주)피다텍,그외 기타 전자부품 제조업,,성주군 선남면 선노로 25,054-933-9772,경상북도 성주군_제조업체 현황_20180731.csv
(주)애픽스,그외 기타 전자부품 제조업 외 1 종,,성주군 성주읍 성주산업단지로2길 12,054-932-9711,경상북도 성주군_제조업체 현황_20180731.csv
세정산업,기계부품,,성주군 용암면 덕평로 86,054-931-0656,경상북도 성주군_제조업체 현황_20180731.csv
(주)동양엔지니어링,자동차 엔진용 부품 제조업,,성주군 성주읍 성주산업단지로1길 54,054-932-9842,경상북도 성주군_제조업체 현황_20180731.csv
(주)원진용사,자동차 엔진용 부품 제조업,,성주군 성주읍 성주산업단지로1길 60,054-956-3441,경상북도 성주군_제조업체 현황_20180731.csv
(주)케이씨테크,자동차 엔진용 부품 제조업,,성주군 성주읍 성주산업단지로 90,053-591-0320,경상북도 성주군_제조업체 현황_20180731.csv
우원금속(주),자동차 엔진용 부품 제조업,,성주군 성주읍 성주농공단지길 42,054-933-6441,경상북도 성주군_제조업체 현황_20180731.csv
(주)모토닉 성주공장,자동차 엔진용 부품 제조업,,성주군 성주읍 성주산업단지로3길 67,053-589-6207,경상북도 성주군_제조업체 현황_20180731.csv
우리산업,자동차 엔진용 부품 제조업,,성주군 선남면 관화리 513-2번지,,경상북도 성주군_제조업체 현황_20180731.csv
진영테크,자동차 엔진용 부품 제조업,,성주군 선남면 선노로 55-24,,경상북도 성주군_제조업체 현황_20180731.csv
(주)진일공업,자동차 엔진용 부품 제조업 외 1 종,,성주군 성주읍 성주산업단지로 78-16,054-604-5755,경상북도 성주군_제조업체 현황_20180731.csv
(주)남일엔피아이,자동차 엔진용 부품 제조업 외 1 종,,성주군 선남면 관용로 190-37,054-933-1341,경상북도 성주군_제조업체 현황_20180731.csv
(주)맥스로텍 성주공장,자동차 엔진용 부품 제조업 외 2 종,,성주군 성주읍 성주산업단지로2길 131,053-584-6540,경상북도 성주군_제조업체 현황_20180731.csv
아주에스엔티,자동차 차체용 부품 제조업,,성주군 성주읍 성주산업단지로 72,054-271-4088,경상북도 성주군_제조업체 현황_20180731.csv
(주)대광단조,자동차 차체용 부품 제조업,,성주군 선남면 선노로 58-15,054-931-2260,경상북도 성주군_제조업체 현황_20180731.csv
(주)대동밀레니엄,자동차 차체용 부품 제조업,,성주군 선남면 선노로 58-10,054-931-9167,경상북도 성주군_제조업체 현황_20180731.csv
(주)화인,자동차 차체용 부품 제조업,,성주군 선남면 선노로 540-33,054-931-6688,경상북도 성주군_제조업체 현황_20180731.csv
(주)화인,자동차 차체용 부품 제조업,,성주군 선남면 선노로 540-43,054-931-6685,경상북도 성주군_제조업체 현황_20180731.csv
서정테크,자동차 차체용 부품 제조업,,성주군 선남면 선노로 34,054-933-8513,경상북도 성주군_제조업체 현황_20180731.csv
태수산업,자동차 차체용 부품 제조업,,성주군 선남면 유서리길 174-16,054-933-7511,경상북도 성주군_제조업체 현황_20180731.csv
한국이기산업,자동차 차체용 부품 제조업,,성주군 용암면 본리리 325번지,054-931-2366,경상북도 성주군_제조업체 현황_20180731.csv
주식회사 신독,자동차 차체용 부품 제조업 외 1 종,,성주군 성주읍 성주산업단지로5길 83,054-930-0800,경상북도 성주군_제조업체 현황_20180731.csv
(주)엠에스티,자동차 차체용 부품 제조업 외 1 종,,성주군 선남면 관화리 1062번지,054-933-8551,경상북도 성주군_제조업체 현황_20180731.csv
(주)삼태성,자동차 차체용 부품 제조업 외 2 종,,성주군 성주읍 학산리 397번지 성주2일반산업단지 A-19,054-932-6201,경상북도 성주군_제조업체 현황_20180731.csv
(주)한도정밀,자동차부품,,성주군 선남면 취곡리 249-3번지,,경상북도 성주군_제조업체 현황_20180731.csv
한국파워트레인(주),자동차용 동력전달장치 제조업,,성주군 성주읍 성주산업단지로2길 22,054-930-3000,경상북도 성주군_제조업체 현황_20180731.csv
(주)평화발레오 성주공장,자동차용 동력전달장치 제조업,,성주군 성주읍 성주농공단지길 26,054-930-5113,경상북도 성주군_제조업체 현황_20180731.csv
(주)두성산업,자동차용 동력전달장치 제조업,,성주군 선남면 선원2길 19,054-931-8339,경상북도 성주군_제조업체 현황_20180731.csv
브이피에이치메탈(유),자동차용 동력전달장치 제조업 외 1 종,,성주군 성주읍 성주산업단지로1길 99,054-930-5300,경상북도 성주군_제조업체 현황_20180731.csv
(주)아림이엔지,자동차용 전기장치 제조업,,성주군 성주읍 예산리 938번지,054-931-8296,경상북도 성주군_제조업체 현황_20180731.csv
한국산업사,자동차용 전기장치 제조업,,성주군 선남면 취곡리 268-5번지,,경상북도 성주군_제조업체 현황_20180731.csv
(주)케이에스엠,철도차량부품 및 관련장치물 제조업,,성주군 선남면 관용로 195,054-933-9450,경상북도 성주군_제조업체 현황_20180731.csv
동협전자,철도차량부품 및 관련장치물 제조업,,성주군 선남면 용신공단길 33,054-931-2101,경상북도 성주군_제조업체 현황_20180731.csv
(주)금성지앤씨,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 초전면 주천로 1280,054-931-4052,경상북도 성주군_제조업체 현황_20250911.csv
(주)금성지앤씨 2공장,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 초전면 용봉리 53번지 외 1필지,,경상북도 성주군_제조업체 현황_20250911.csv
(주)남일엔피아이,자동차 엔진용 신품 부품 제조업 외 1 종,,경상북도 성주군 선남면 관용로 190-37 (총 3 필지),054-933-1341,경상북도 성주군_제조업체 현황_20250911.csv
(주)대광단조,자동차 차체용 신품 부품 제조업,,경상북도 성주군 선남면 선노로 58-15,054-931-2260,경상북도 성주군_제조업체 현황_20250911.csv
(주)대동,자동차 차체용 신품 부품 제조업,,"경상북도 성주군 선남면 선노로 58-10, 1034-2.-3.1155-1 외 1필지",,경상북도 성주군_제조업체 현황_20250911.csv
(주)두성산업,자동차용 신품 동력전달장치 제조업,,경상북도 성주군 선남면 선원2길 19 ((주)두성산업),,경상북도 성주군_제조업체 현황_20250911.csv
(주)디지에쓰,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 관용로 297 외 3필지,054-931-9567,경상북도 성주군_제조업체 현황_20250911.csv
(주)모코,자동차용 금속 압형제품 제조업 외 4 종,,경상북도 성주군 용암면 운용로 871 외 2필지,054-930-8500,경상북도 성주군_제조업체 현황_20250911.csv
(주)반석정공,자동차용 금속 압형제품 제조업 외 1 종,,경상북도 성주군 선남면 명관로 337-119,054-933-7680,경상북도 성주군_제조업체 현황_20250911.csv
(주)성일테크,자동차용 금속 압형제품 제조업,,"경상북도 성주군 선남면 나선로 932-33, (선원리 432-1)",,경상북도 성주군_제조업체 현황_20250911.csv
(주)세미부스터,그 외 기타 전자부품 제조업 외 1 종,,"경상북도 성주군 선남면 유서리길 174-12, (유서리 365-5) 외 3필지",054-930-2521,경상북도 성주군_제조업체 현황_20250911.csv
(주)알바테크앤모터스,자동차 엔진용 신품 부품 제조업,,경상북도 성주군 선남면 선노로 357-19 외 2필지,054-931-8666,경상북도 성주군_제조업체 현황_20250911.csv
(주)에스아이티,그 외 기타 전자부품 제조업,,경상북도 성주군 월항면 주산로 540 (봉림전자),054-931-8350,경상북도 성주군_제조업체 현황_20250911.csv
(주)에이엔티,그 외 자동차용 신품 부품 제조업 외 1 종,,경상북도 성주군 선남면 신부길 6 (총 3 필지),054-933-7198,경상북도 성주군_제조업체 현황_20250911.csv
(주)엘티,그 외 자동차용 신품 부품 제조업 외 1 종,,경상북도 성주군 선남면 도성리 68번지 외 1필지,,경상북도 성주군_제조업체 현황_20250911.csv
(주)엠에스엘,그 외 자동차용 신품 부품 제조업,,"경상북도 성주군 용암면 사곡공단2길 22, 외 1필",054-933-7722,경상북도 성주군_제조업체 현황_20250911.csv
(주)와이엘테크,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 명관로 337-79 외 3필지,,경상북도 성주군_제조업체 현황_20250911.csv
(주)유림테크,그 외 자동차용 신품 부품 제조업,,"경상북도 성주군 선남면 명관로 337-83, (취곡리 257)",055-532-6257,경상북도 성주군_제조업체 현황_20250911.csv
(주)이루테크,그 외 자동차용 신품 부품 제조업 외 1 종,,"경상북도 성주군 선남면 명관로 337-112, 외 3필지",054-931-1727,경상북도 성주군_제조업체 현황_20250911.csv
(주)이루테크 2공장,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 명관로 337-57,054-931-1724,경상북도 성주군_제조업체 현황_20250911.csv
(주)카펙발레오 제4업장,자동차용 신품 동력전달장치 제조업 외 1 종,,경상북도 성주군 성주읍 성주농공단지길 26,054-930-3291,경상북도 성주군_제조업체 현황_20250911.csv
(주)케이에스엠,철도차량 부품 및 관련 장치물 제조업,,경상북도 성주군 선남면 관용로 195 (명성기계(주)),054-933-9450,경상북도 성주군_제조업체 현황_20250911.csv
(주)화인,자동차 차체용 신품 부품 제조업,,경상북도 성주군 선남면 선노로 540-33 ((주)화인),054-931-6688,경상북도 성주군_제조업체 현황_20250911.csv
(주)화인,자동차 차체용 신품 부품 제조업,,경상북도 성주군 선남면 선노로 540-43 ((주)화인),054-931-6688,경상북도 성주군_제조업체 현황_20250911.csv
KG정공,자동차용 금속 압형제품 제조업,,경상북도 성주군 용암면 본리리 85 번지 외1필,,경상북도 성주군_제조업체 현황_20250911.csv
SW테크,자동차 엔진용 신품 부품 제조업,,경상북도 성주군 선남면 도성리 860-1번지 외 1필지,054-933-5734,경상북도 성주군_제조업체 현황_20250911.csv
금창산업,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 동암리 419-13번지,,경상북도 성주군_제조업체 현황_20250911.csv
남경에스앤티,자동차용 신품 전기장치 제조업,,경상북도 성주군 선남면 명관로 337-26,,경상북도 성주군_제조업체 현황_20250911.csv
대원스프링(주),자동차용 신품 동력전달장치 제조업,,경상북도 성주군 월항면 유월공단길 69,054-931-9698,경상북도 성주군_제조업체 현황_20250911.csv
동문산업(주),자동차 엔진용 신품 부품 제조업 외 2 종,,경상북도 성주군 월항면 월항농공단지1길 42-21,054-931-2115,경상북도 성주군_제조업체 현황_20250911.csv
동심기업 ,자동차 차체용 신품 부품 제조업,,경상북도 성주군 성주읍 성주산업단지로 90,054-932-9767,경상북도 성주군_제조업체 현황_20250911.csv
동일TECH,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 소학리 1002번지 외 2필지,054-932-6057,경상북도 성주군_제조업체 현황_20250911.csv
무한,자동차 차체용 신품 부품 제조업 외 1 종,,경상북도 성주군 월항면 주산로 456-29 외 4필지,,경상북도 성주군_제조업체 현황_20250911.csv
부림테크,자동차 차체용 신품 부품 제조업,,경상북도 성주군 선남면 명관로 337-51,,경상북도 성주군_제조업체 현황_20250911.csv
서정테크,자동차 차체용 신품 부품 제조업,,경상북도 성주군 선남면 선노로 34,054-933-8513,경상북도 성주군_제조업체 현황_20250911.csv
세광연마,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 유서리길 87-12 (태창공업(주)),,경상북도 성주군_제조업체 현황_20250911.csv
승진테크,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 명관로 337-49,,경상북도 성주군_제조업체 현황_20250911.csv
씨에스,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 취곡리 265-1번지 외 1필지,,경상북도 성주군_제조업체 현황_20250911.csv
에스제이테크(SJ테크),자동차 엔진용 신품 부품 제조업,,경상북도 성주군 선남면 선노로 55-28,054-932-3439,경상북도 성주군_제조업체 현황_20250911.csv
에임트 주식회사,그 외 기타 전자부품 제조업,,경상북도 성주군 선남면 나선로 987-30 (선남면),,경상북도 성주군_제조업체 현황_20250911.csv
영창테크,그 외 자동차용 신품 부품 제조업,,"경상북도 성주군 선남면 명관로 337-74,  외3필",,경상북도 성주군_제조업체 현황_20250911.csv
오성정밀,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 명관로 413-19,,경상북도 성주군_제조업체 현황_20250911.csv
오성테크,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 명관로 429,,경상북도 성주군_제조업체 현황_20250911.csv
우리산업,자동차 엔진용 신품 부품 제조업 외 1 종,,경상북도 성주군 선남면 관화리 513-2번지,,경상북도 성주군_제조업체 현황_20250911.csv
유월테크,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 월항면 유월공단길 79 외 1필지,054-933-2581,경상북도 성주군_제조업체 현황_20250911.csv
이수이엔지,자동차 차체용 신품 부품 제조업,,경상북도 성주군 성주읍 삼산3길 25-7,054-933-2299,경상북도 성주군_제조업체 현황_20250911.csv
장완정공,자동차 차체용 신품 부품 제조업,,경상북도 성주군 선남면 도성2길 61-11,,경상북도 성주군_제조업체 현황_20250911.csv
정도정밀,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 취곡리 239-4번지 외 2필지,,경상북도 성주군_제조업체 현황_20250911.csv
정웅이엔지,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 나선로 868 (정웅ENG),,경상북도 성주군_제조업체 현황_20250911.csv
주식회사 금화,자동차용 신품 의자 제조업,,경상북도 성주군 선남면 관화5길 54-45,054-933-3012,경상북도 성주군_제조업체 현황_20250911.csv
주식회사 에이엔티 제2공장,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 성주로 3757-17 (앤트테크) (총 5 필지),054-933-7198,경상북도 성주군_제조업체 현황_20250911.csv
주식회사 우신정공,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 대가면 칠봉2길 3,054-954-8016,경상북도 성주군_제조업체 현황_20250911.csv
주식회사 코아로직,전자부품 실장기판 제조업 외 1 종,,경상북도 성주군 월항면 월항농공단지1길 30,070-4334-5960,경상북도 성주군_제조업체 현황_20250911.csv
준경테크,자동차 차체용 신품 부품 제조업,,"경상북도 성주군 선남면 명관로 337-91, (취곡리 265-5)",,경상북도 성주군_제조업체 현황_20250911.csv
준민테크,자동차용 금속 압형제품 제조업 외 1 종,,경상북도 성주군 선남면 나선로 949 (주)대성마린텍,,경상북도 성주군_제조업체 현황_20250911.csv
진엔지니어링,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 성원리 12-3번지,,경상북도 성주군_제조업체 현황_20250911.csv
진영테크,자동차 엔진용 신품 부품 제조업,,경상북도 성주군 선남면 명관로 233-32,054-933-8786,경상북도 성주군_제조업체 현황_20250911.csv
진화테크,그 외 자동차용 신품 부품 제조업,,"경상북도 성주군 선남면 선노로 55-18, (도성리 872-2) 외 1필지",054-932-7485,경상북도 성주군_제조업체 현황_20250911.csv
카미리,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 선노로 357-20 외 3필지,,경상북도 성주군_제조업체 현황_20250911.csv
태수산업,자동차 차체용 신품 부품 제조업,,경상북도 성주군 선남면 유서리길 174-16,,경상북도 성주군_제조업체 현황_20250911.csv
태창공업(주)성주지점,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 유서리길 87-12,053-580-2771,경상북도 성주군_제조업체 현황_20250911.csv
태흥STEEL,그 외 자동차용 신품 부품 제조업,,경상북도 성주군 선남면 선노로 55-23 (총 4 필지),,경상북도 성주군_제조업체 현황_20250911.csv
한일산업,그 외 자동차용 신품 부품 제조업,,"경상북도 성주군 선남면 선원2길 43,  297,298",054-931-5693,경상북도 성주군_제조업체 현황_20250911.csv
(주)와이케이건기,,건설기계부품,경상북도 안동시 풍산읍 풍산공단길 13,070-4884-0604,경상북도 안동시_대표홈페이지 제조업체_20251126.csv
주식회사 에스티맥스,,기계부품,경상북도 안동시 남후면 큰광음길 89,-,경상북도 안동시_대표홈페이지 제조업체_20251126.csv
(주)광진기업,"금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",농자재 부품,경상북도 안동시 수상동 820-150번지,054-821-2244,경상북도 안동시_제조업공장현황_20250828.csv
(주)드론코리아아카데미,무인 항공기 및 무인 비행장치 제조업 외 1 종,드론부품 및 드론,경상북도 안동시 송현동 664-17 외 1필지,054-822-8284,경상북도 안동시_제조업공장현황_20250828.csv
경창건설기계,건설 및 채광용 기계장비 제조업,건설기계 및 부품,경상북도 안동시 옥동 1322-1번지,,경상북도 안동시_제조업공장현황_20250828.csv
뉴그린자동차정비공장,건설 및 채광용 기계장비 제조업,건설기계,경상북도 안동시 수상동 222-3번지,054-857-7777,경상북도 안동시_제조업공장현황_20250828.csv
보운건설기계,건설 및 채광용 기계장비 제조업,건설기계부품,경상북도 안동시 수상동 277-5번지,054-854-0797,경상북도 안동시_제조업공장현황_20250828.csv
부성정비,건설 및 채광용 기계장비 제조업,건설기계부품,경상북도 안동시 수상동 241-5,054-854-9090,경상북도 안동시_제조업공장현황_20250828.csv
안동종합정비(주),건설 및 채광용 기계장비 제조업,건설기계부품,경상북도 안동시 임하면 신덕리 1298-180 번지,054-821-5113,경상북도 안동시_제조업공장현황_20250828.csv
영남산업기계,건설 및 채광용 기계장비 제조업,"기계부품,건설기계 부분정비",경상북도 안동시 수하동 797-69번지,054-855-6693,경상북도 안동시_제조업공장현황_20250828.csv
자원산업사,운송장비 조립용 플라스틱제품 제조업 외 1 종,자동차 플라스틱 부품(DUCT류),경상북도 안동시 수상동 171번지,054-858-1259,경상북도 안동시_제조업공장현황_20250828.csv
주식회사 드론코리아 아카데미,무인 항공기 및 무인 비행장치 제조업 외 1 종,"드론,교육용 드론부품",경상북도 안동시 옥동 1109-1 외 1필지,054-822-8284,경상북도 안동시_제조업공장현황_20250828.csv
창신건설기계정비,건설 및 채광용 기계장비 제조업,건설기계부품,경상북도 안동시 송현동 415-6,,경상북도 안동시_제조업공장현황_20250828.csv
씨에이치모티브,,농기계제작부품 등,경상북도 예천군 보문면 승본리 588번지,053-384-9828,경상북도 예천군_제조업체 등록현황_20251208.csv
(주)경원플랜트산업,육상 금속 골조 구조재 제조업 외 1 종,각종 기계류 부품,경상북도 포항시 남구 연일읍 형산강남로 408-6 (총 2 필지) 외 1필지,,경상북도 포항시_제조업공장현황_20250813.csv
(주)고려차량,기관차 및 기타 철도차량 제조업,철도차량 화물열차,경상북도 포항시 남구 대송면 송덕로212번길 226,,경상북도 포항시_제조업공장현황_20250813.csv
(주)금강이앤티,육상 금속 골조 구조재 제조업 외 1 종,"SHAFT,철구조물, 산업기계부품",경상북도 포항시 남구 대송면 철강로 170-15 외 2필지,,경상북도 포항시_제조업공장현황_20250813.csv
(주)금강테크,그외 기타 1차 철강 제조업,"자동화부품, 조선기자재",경상북도 포항시 남구 철강로 479 (장흥동),,경상북도 포항시_제조업공장현황_20250813.csv
(주)남일스마트,절삭가공 및 유사처리업,"와이-스튜우드,각종기계부품류",경상북도 포항시 남구 연일읍 철강로107번길 65,,경상북도 포항시_제조업공장현황_20250813.csv
(주)대도엘앤씨,일반용 전기 조명장치 제조업 외 2 종,"LED 투광등기구, LED 가로등 및 보안등기구, 매입형 및 고저형 LED등기구 등, 배전반 및 자동제어반, 전기자동차충전기",경상북도 포항시 남구 동해면 블루서로2길 34,,경상북도 포항시_제조업공장현황_20250813.csv
(주)대성메탈,육상 금속 골조 구조재 제조업 외 2 종,중기부품,경상북도 포항시 남구 대송면 송덕로 177,,경상북도 포항시_제조업공장현황_20250813.csv
(주)대연기업,자동차용 금속 압형제품 제조업 외 1 종,포장용자재,경상북도 포항시 남구 연일읍 동문로76번길 35,,경상북도 포항시_제조업공장현황_20250813.csv
(주)대주기공,기타 가공 공작기계 제조업,"금형,메탈케이스,기계부품등","경상북도 포항시 남구 섬안로 22 (괴동동, 대주기공(주))",,경상북도 포항시_제조업공장현황_20250813.csv
(주)동해이엔에스,방송장비 제조업 외 1 종,"CCTV, 영상감시장치, 차량번호판독기",경상북도 포항시 남구 대해로 140 (대도동),,경상북도 포항시_제조업공장현황_20250813.csv
(주)두성엔지니어링,육상 금속 골조 구조재 제조업 외 1 종,공작기계 부품,경상북도 포항시 남구 대송면 제내길31번길 25,,경상북도 포항시_제조업공장현황_20250813.csv
(주)메타즈,금속 단조제품 제조업 외 2 종,"중장비부품,자동차부품",경상북도 포항시북구 흥해읍 곡강리 1644 번지 외 1필지,,경상북도 포항시_제조업공장현황_20250813.csv
(주)모이모션,그 외 기타 전자부품 제조업 외 4 종,극저온 모터,"경상북도 포항시 남구 청암로 77, 나노융합기술원 313, 314호(지곡동, 포항공과대학교)",,경상북도 포항시_제조업공장현황_20250813.csv
(주)범아산업 제2공장,육상 금속 골조 구조재 제조업,기계부품,경상북도 포항시 남구 대송면 제내길53번길 37-1,,경상북도 포항시_제조업공장현황_20250813.csv
(주)브릿지,그 외 기타 전자부품 제조업 외 4 종,"계측기기, 레이더 수위계",경상북도 포항시 남구 연일읍 동문로 17,,경상북도 포항시_제조업공장현황_20250813.csv
(주)삼원강재 섬안공장,그 외 자동차용 신품 부품 제조업,겹판스프링,경상북도 포항시 남구 섬안로 30 (괴동동),,경상북도 포항시_제조업공장현황_20250813.csv
(주)삼원강재 호동공장,그 외 자동차용 신품 부품 제조업,인발재 외,경상북도 포항시 남구 호동로58번길 16 (호동),,경상북도 포항시_제조업공장현황_20250813.csv
(주)삼일이알씨,건설 및 채광용 기계장비 제조업,건설기계부품제작 및 정비,"경상북도 포항시 남구 철강로 159 (장흥동, 삼일E.R.C.)",,경상북도 포항시_제조업공장현황_20250813.csv
(주)서울산업,육상 금속 골조 구조재 제조업 외 1 종,산업용 설비 및 기계부품,경상북도 포항시 북구 신광면 비학로 564,,경상북도 포항시_제조업공장현황_20250813.csv
(주)성진이앤아이,유압기기 제조업 외 33 종,기계부품(roller),경상북도 포항시북구 흥해읍 용한리 880 번지,,경상북도 포항시_제조업공장현황_20250813.csv
(주)신우,자동차용 신품 동력전달장치 제조업 외 4 종,자동차 부품,경상북도 포항시 남구 장기면 장기로 646,,경상북도 포항시_제조업공장현황_20250813.csv
(주)신우오토모티브,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,경상북도 포항시 남구 장기면 장기로654번길 6 외 2필지,,경상북도 포항시_제조업공장현황_20250813.csv
(주)암페어머티리얼즈,그 외 기타 전자부품 제조업 외 1 종,플라즈마 진공 오븐,경상북도 포항시 북구 양덕로6번길 47-14 (양덕동),,경상북도 포항시_제조업공장현황_20250813.csv
(주)에스티씨,트레일러 및 세미트레일러 제조업 외 2 종,차량용 트레일러,경상북도 포항시 북구 흥해읍 한동로 386,,경상북도 포항시_제조업공장현황_20250813.csv
(주)에이치아이티,방송장비 제조업 외 2 종,디지털영상저장장치 버스및차량정보안내장치,경상북도 포항시 북구 흥해읍 달전로85번길 7-74,,경상북도 포항시_제조업공장현황_20250813.csv
(주)와이테크,배전반 및 전기 자동제어반 제조업,전기자동제어반 및 전기부품,경상북도 포항시 남구 대송면 운제로 457,,경상북도 포항시_제조업공장현황_20250813.csv
(주)용마루,건설 및 채광용 기계장비 제조업,건설기계정비 및 부품가공,경상북도 포항시 남구 청림동 1157-38번지 외 1필지,,경상북도 포항시_제조업공장현황_20250813.csv
(주)인동이알씨,기타 가공 공작기계 제조업,산업기계 및 부품,경상북도 포항시 남구 청림서길 63 (청림동),,경상북도 포항시_제조업공장현황_20250813.csv
(주)차바치,전자감지장치 제조업,자동차 관련 내외장용품,,,경상북도 포항시_제조업공장현황_20250813.csv
(주)태경엔지니어링,자동차용 신품 동력전달장치 제조업 외 1 종,공드럼,경상북도 포항시 남구 장기면 장기로 1152 외 1필지,,경상북도 포항시_제조업공장현황_20250813.csv
(주)티시테크 성형공장,건설 및 채광용 기계장비 제조업,"굴삭기, 굴삭기 부품",경상북도 포항시 남구 대송면 철강산단로66번길 88,,경상북도 포항시_제조업공장현황_20250813.csv
(주)티시테크 중장비1공장,건설 및 채광용 기계장비 제조업,"굴삭기, 중장비부품",경상북도 포항시 남구 대송면 철강산단로66번길 89 (TCTECH) 외 1필지,,경상북도 포항시_제조업공장현황_20250813.csv
(주)티시테크 중장비2공장,건설 및 채광용 기계장비 제조업,"굴삭기, 중장비부품",경상북도 포항시 남구 대송면 철강산단로66번길 89 (TCTECH) 외 1필지,,경상북도 포항시_제조업공장현황_20250813.csv
(주)포스코디엑스,배전반 및 전기 자동제어반 제조업 외 6 종,"주문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 , 문형전력변환장치,CBTC보드, 전기자동차용 충전기 등 ",경상북도 포항시 남구 호동로 68 (호동),,경상북도 포항시_제조업공장현황_20250813.csv
(주)포스코모빌리티솔루션 포항2공장,그 외 기타 전자부품 제조업 외 2 종,"MT, EI CORE/STRIP 외","경상북도 포항시 북구 흥해읍 해안로 1166, (POSCO TMC) 외 1필지",,경상북도 포항시_제조업공장현황_20250813.csv
(주)현대특강,금속 단조제품 제조업,"중장비부품, 자동차부품",경상북도 포항시 북구 흥해읍 해안로 1141,,경상북도 포항시_제조업공장현황_20250813.csv
JM테크,절삭가공 및 유사처리업 외 2 종,"농기계부품, 드론부품, 등",경상북도 포항시 남구 장기면 장기로 568,,경상북도 포항시_제조업공장현황_20250813.csv
강민중기정비,건설 및 채광용 기계장비 제조업,건설기계부품,경상북도 포항시 남구 연일읍 형산강남로418번길 74-2,,경상북도 포항시_제조업공장현황_20250813.csv
거전이앤씨,그 외 기타 금속가공업,기계부품가공,경상북도 포항시 남구 대송면 제내길19번길 16,,경상북도 포항시_제조업공장현황_20250813.csv
고려정공,그 외 기타 일반목적용 기계 제조업 외 1 종,제철관련 소모성부품 ,경상북도 포항시 북구 기계면 기북로 78-21,,경상북도 포항시_제조업공장현황_20250813.csv
