회사명,업종명,생산품,주소,연락처,출처파일
MS테크,,자동화 장비 부품,충청북도 청주시흥덕구 송정동 27-18번지,,충청북도_제조업체 현황_20241231.csv
S.T정밀,,반도체 장비 및 부품,충청북도 청주시 흥덕구 서촌동 95-5,,충청북도_제조업체 현황_20241231.csv
TEL정보통신,,"초음파 치료기의 중간단계 부품(COOLTONE, TALENT, 핸드피스 등)",충청북도 청주시 흥덕구 봉명동 2356,043-268-2020,충청북도_제조업체 현황_20241231.csv
TS텍,,"인쇄회로기판 자동화라인 부품, 산업용 열식 건조기 및 금속표면처리용 기기",충청북도 청주시 흥덕구 봉명동 2428 TS텍,043-231-0458,충청북도_제조업체 현황_20241231.csv
가교안전산업,,기계부품가공,충청북도 청주시 청원구 사천동 147-1번지,043-218-7400,충청북도_제조업체 현황_20241231.csv
강서기공,,기계부품,충청북도 청주시 흥덕구 복대동 100-5번지 외 2필지,043-267-7270,충청북도_제조업체 현황_20241231.csv
거성ENG,,특수목적용부품및기계제작,충청북도 청주시 청원구 사천동 143-3번지,043-218-9900,충청북도_제조업체 현황_20241231.csv
경보테크,,기계부품,충청북도 청주시 흥덕구 휴암동 431-1번지,043-233-8039,충청북도_제조업체 현황_20241231.csv
경인(주),,의료기기 부품,충청북도 청주시 청원구 오창읍 여천리 188-1번지,,충청북도_제조업체 현황_20241231.csv
광림탑차,,특장차 및 특장차 부품,충청북도 청주시 서원구 현도면 죽전리 360-2번지,,충청북도_제조업체 현황_20241231.csv
국제정밀엔지니어링,,카크레인 부품(구조물),충청북도 청주시 청원구 오창읍 신평리 634-2,043-212-4183,충청북도_제조업체 현황_20241231.csv
금강와이어,,다이아몬드공구부품,충청북도 청주시 흥덕구 송정동 248-16번지,043-273-8915,충청북도_제조업체 현황_20241231.csv
금아ENG,,산업기계부품  및 부품가공제작,충청북도 청주시 청원구 오창읍 원리 207-5,043-212-6613,충청북도_제조업체 현황_20241231.csv
금호하이텍,,"자동차부품(완충기 더스트캡, 완충쿠션)",충청북도 청주시 청원구 북이면 추학리 5-0,043-212-2643,충청북도_제조업체 현황_20241231.csv
기흥전기부품,,누전차단기,충청북도 청주시 청원구 내수읍 내수리 238-4,043-715-6846,충청북도_제조업체 현황_20241231.csv
나라엠텍(주),,전기자동차용 배터리,충청북도 청주시 흥덕구 옥산면 호죽리 909번지,031-615-8810,충청북도_제조업체 현황_20241231.csv
나이스레이저(주),,"특장차부품, 철구조물",충청북도 청주시 서원구 남이면 척산리 929-37 외 3필지,043-269-5858,충청북도_제조업체 현황_20241231.csv
남양산업,,모헤아(샷시부품바람막이),충청북도 청주시 흥덕구 강내면 태성리 402번지,043-231-3161,충청북도_제조업체 현황_20241231.csv
남청주IC지게차,,건설기계부품조립,충청북도 청주시 서원구 남이면 부용외천리 495-6번지,043-269-1441,충청북도_제조업체 현황_20241231.csv
넥상스코리아(주),,"자동차용전선, 통신케이블특수전선",충청북도 청주시 서원구 남이면 사동리 165번지 외 10필지,043-270-0200,충청북도_제조업체 현황_20241231.csv
다인,,전력기기 부품,충청북도 청주시 청원구 오창읍 중신리 199-3 외 1필지,043-215-4845,충청북도_제조업체 현황_20241231.csv
담덕기산,,"유압장비부품, 절삭가공품",충청북도 청주시 서원구 장성동 27번지,043-285-7794,충청북도_제조업체 현황_20241231.csv
대길공조(주),,"박스완충제, 자동차부품 포장용 종이칸막이, 자동차부품포장용 프레임",충청북도 청주시 서원구 현도면 상삼리 201-1번지 외 3필지,043-266-0391,충청북도_제조업체 현황_20241231.csv
대림철강,,"철판부품, 기계류 부품",충청북도 청주시 흥덕구 강내면 태성리 329-1번지 외 1필지,,충청북도_제조업체 현황_20241231.csv
대림콘테이너,,"콘테이너(차량용, 건물용)",충청북도 청주시 흥덕구 정봉동 566-4,043-233-2422,충청북도_제조업체 현황_20241231.csv
대림테크,,"도장품(소형자판기, 자동차부품)",충청북도 청주시 서원구 남이면 부용외천리 897번지 외 1필지,043-269-3965,충청북도_제조업체 현황_20241231.csv
대웅테크,,기계부품,충청북도 청주시 흥덕구 송정동 66-29번지,043-272-2110,충청북도_제조업체 현황_20241231.csv
대원산업(주),,"전주근가,건설기계장비부품,접지동판",충청북도 청주시 청원구 북이면 장양리 2-1번지 외 1필지,043-212-2723,충청북도_제조업체 현황_20241231.csv
대원산업(주),,UBR부품,충청북도 청주시 흥덕구 신봉동 522번지,043-273-0468,충청북도_제조업체 현황_20241231.csv
대전크랑크정밀,,자동차부품 및 기타 부품,충청북도 청주시 서원구 현도면 죽암리 346번지,,충청북도_제조업체 현황_20241231.csv
대진산업(주),,"산업용기계부품, 정밀기기도장,가스용기도장",충청북도 청주시 흥덕구 강내면 황탄리 148-2번지,043-235-7100,충청북도_제조업체 현황_20241231.csv
대한정밀,,자동기기 부품 및 구조재 제품,충청북도 청주시 흥덕구 석곡동 166번지,043-297-6233,충청북도_제조업체 현황_20241231.csv
대한정밀,,자동기기 부품 및 구조재 제품,충청북도 청주시 서원구 남이면 양촌리 166-2번지,043-292-1862,충청북도_제조업체 현황_20241231.csv
대호정밀,,"전자,기계부품",충청북도 청주시흥덕구 송정동 27-18번지,,충청북도_제조업체 현황_20241231.csv
대흥,,"건설기계(중장비) 부품 및 수리, 정비",충청북도 청주시 흥덕구 옥산면 신촌리 40,043-236-0052,충청북도_제조업체 현황_20241231.csv
더블에스,,기계부품,충청북도 청주시 흥덕구 송정동 27-18번지,,충청북도_제조업체 현황_20241231.csv
도원테크(주),,자동차 공조 부품 금형,충청북도 청주시 청원구 오창읍 일신리 221-9번지 외 2필지,043-213-2330,충청북도_제조업체 현황_20241231.csv
동명FL,,지게차부품,충청북도 청주시 서원구 현도면 죽전리 206-1번지,043-279-3694,충청북도_제조업체 현황_20241231.csv
동명기전공업(주),,항공부품,충청북도 청주시 흥덕구 송정동 279-5 세중테크노밸리 1동 3층 305호,043-266-6703,충청북도_제조업체 현황_20241231.csv
동인산업,,자동차부품,충청북도 청주시 청원구 사천동 562-3번지,043-260-5936,충청북도_제조업체 현황_20241231.csv
디바이스코리아,,반도체용 밸브 부품,충청북도 청주시 흥덕구 복대동 100-5 603호 603호,,충청북도_제조업체 현황_20241231.csv
디브이테크,,전자 제어부품,충청북도 청주시 흥덕구 송정동 407 청주 테크노 S타워 1동 7층 703호호 1동 7층 703호호,070-7039-4769,충청북도_제조업체 현황_20241231.csv
디앤에스산전(주),,"배선용차단기, 전기제어장치마그넷트부품",충청북도 청주시 청원구 내수읍 학평리 266-3,043-213-6881,충청북도_제조업체 현황_20241231.csv
디에스 이디아이(주),,MCCB(배선용 차단기)부품,충청북도 청주시 청원구 북이면 장양리 415-23번지 외 2필지,043-216-7290,충청북도_제조업체 현황_20241231.csv
디에스이디아이(주),,전기차단기부품 외,충청북도 청주시 청원구 북이면 용계리 440번지,043-216-7290,충청북도_제조업체 현황_20241231.csv
디엔지,,특장차부품,충청북도 청주시 흥덕구 송정동 27-14번지,043-264-2033,충청북도_제조업체 현황_20241231.csv
디엠제이,,기계 부품 제작 및 가공,충청북도 청주시 흥덕구 복대동 100-5번지 2층 212 2층 212호,,충청북도_제조업체 현황_20241231.csv
로젬(LOSEM),,기계부품,충청북도 청주시 흥덕구 봉명동 2431-1,043-236-9426,충청북도_제조업체 현황_20241231.csv
만금ENG,,산업기계 부품 및 구조물 제작,충청북도 청주시 서원구 남이면 사동리 132-2번지,,충청북도_제조업체 현황_20241231.csv
매니아텍,,기계부품,충청북도 청주시 청원구 내수읍 풍정리 343번지,043-213-0245,충청북도_제조업체 현황_20241231.csv
매니아텍,,기계부품,충청북도 청주시 청원구 내수읍 풍정리 105-3번지,043-213-0245,충청북도_제조업체 현황_20241231.csv
매직테크,,반도체 제조용 기계 부품,충청북도 청주시 흥덕구 송정동 27-14번지,043-273-6415,충청북도_제조업체 현황_20241231.csv
민성엔지니어링,,철도 차량 제동 에어배관 부품,충청북도 청주시 청원구 북이면 영하리 311-4,,충청북도_제조업체 현황_20241231.csv
바로티앤지,,농기계 부품,충청북도 청주시 흥덕구 강내면 사곡리 422-8,,충청북도_제조업체 현황_20241231.csv
반도기계,,건설기계부품및수리,충청북도 청주시 서원구 남이면 가좌리 69-3번지,043-295-1626,충청북도_제조업체 현황_20241231.csv
백산지앤티,,기계부품,충청북도 청주시 흥덕구 복대동 100-5번지 (주)엠비아이 한국합섬(주)3공장내,043-266-3213,충청북도_제조업체 현황_20241231.csv
범우ENG,,기계부품,충청북도 청주시 흥덕구 복대동 100-5번지 외 2필지,043-275-1220,충청북도_제조업체 현황_20241231.csv
부원중공업(주),,"건설기계부품,",충청북도 청주시 흥덕구 옥산면 오산리 384-6번지 외 2필지 외 2필지,043-260-4848,충청북도_제조업체 현황_20241231.csv
브이피솔루션,,"반도체 장비부품, 검사장비",충청북도 청주시 청원구 내수읍 묵방리 322-2,,충청북도_제조업체 현황_20241231.csv
비엘에스,,산업용 전기 차단기 부품,충청북도 청주시 흥덕구 봉명동 417-45 (주)동영종합건설 3층,,충청북도_제조업체 현황_20241231.csv
비케이테크놀로지,,"전자 주사, 전자 현미경 부품",충청북도 청주시 청원구 외남동 157-3,,충청북도_제조업체 현황_20241231.csv
비피엔텍 ,,"반도체 장비 부품, 전기전자장비 등  ",충청북도 청주시 흥덕구 송정동 407번지 1동 5층 504,043-275-7322,충청북도_제조업체 현황_20241231.csv
산전부품,,차단기부품,충청북도 청주시 흥덕구 송정동 279-5 세중테크노밸리 1405호 1405호 외 3필지,043-232-6184,충청북도_제조업체 현황_20241231.csv
삼보씨엠티,,전자부품 연마,충청북도 청주시 청원구 오창읍 성재리 952번지,043-241-0290,충청북도_제조업체 현황_20241231.csv
삼부정공,,차단기부품(금속가공품),충청북도 청주시 청원구 북이면 내둔리 40-1번지,043-217-0850,충청북도_제조업체 현황_20241231.csv
삼부정밀,,산업기계 제작 및 부품가공,충청북도 청주시 흥덕구 신봉동 463-29번지 A동,043-263-4612,충청북도_제조업체 현황_20241231.csv
삼우공업사,,건설기계부품 및 정비,충청북도 청주시 청원구 북이면 석성리 328-1 번지 외 1필지,,충청북도_제조업체 현황_20241231.csv
삼우엔지니어링(주),,반도체장비 부품,충청북도 청주시 흥덕구 송정동 140-74,043-237-0249,충청북도_제조업체 현황_20241231.csv
삼우엔지니어링(주),,"장비부품(반도체,LCD)","충청북도 청주시 흥덕구 송정동 279-5번지 1동 4층 410, 411, 1505호",043-237-0249,충청북도_제조업체 현황_20241231.csv
삼인산업,,금속제품도장처리(철도차량전장품및부품),충청북도 청주시 청원구 북이면 추학리 387-11,043-215-7503,충청북도_제조업체 현황_20241231.csv
삼정ENG,,용접 구조물 제작 및 특장차 부품제작,충청북도 청주시 청원구 오창읍 농소리 70,043-215-3934,충청북도_제조업체 현황_20241231.csv
상원정밀,,"기계장비부품(알루미늄합금제품, 스테인리스제품)",충청북도 청주시 흥덕구 강내면 산단리 55-1,,충청북도_제조업체 현황_20241231.csv
서울정밀,,기계제작 및 기계부품 가공,충청북도 청주시 청원구 사천동 66-1,043-212-2006,충청북도_제조업체 현황_20241231.csv
선영엔지니어링,,특장차 부품(후레임가공),충청북도 청주시 청원구 북이면 현암리 71-9,,충청북도_제조업체 현황_20241231.csv
설우기계(주),,특장차부품(크레인구조물 등),충청북도 청주시 흥덕구 강내면 태성리 373-1번지,043-233-6404,충청북도_제조업체 현황_20241231.csv
성산테크(주),,"철도차량부품, 전동카트부품, 식품기계부품, 의료기기, 산업기계부품",충청북도 청주시 서원구 남이면 척산리 654번지,043-277-8787,충청북도_제조업체 현황_20241231.csv
성신,,누전차단기 부품,충청북도 청주시 흥덕구 신봉동 516,043-271-0087,충청북도_제조업체 현황_20241231.csv
성우공산,,건축자재(부품),충청북도 청주시 흥덕구 강내면 산단리 48-1번지,043-231-9175,충청북도_제조업체 현황_20241231.csv
성원매트(주),,"자동차용 바닥재, 카페트원단",충청북도 청주시 흥덕구 강내면 사곡리 47-1번지 외 6필지,043-260-2160,충청북도_제조업체 현황_20241231.csv
성원테크,,차단기 부품,충청북도 청주시 청원구 북이면 신기리 325-2,,충청북도_제조업체 현황_20241231.csv
성진정밀(주),,"기계부품,자동화장비,운반대차,자동화설비기계제작",충청북도 청주시 청원구 오창읍 괴정리 483번지,,충청북도_제조업체 현황_20241231.csv
성진정밀(주),,"기계부품,자동화설비, 운반대차",충청북도 청주시 청원구 오창읍 괴정리 481-3번지,043-216-6727,충청북도_제조업체 현황_20241231.csv
세광쇼트기계대전지점,,쇼트기계 부품류,충청북도 청주시 서원구 현도면 중삼리 248-1,,충청북도_제조업체 현황_20241231.csv
세미솔테크,,"반도체 부품, 일반용 전기 조명장치",충청북도 청주시 흥덕구 지동동 247-5번지 외 1필지,043-266-9231,충청북도_제조업체 현황_20241231.csv
세양기업,,"농업용 고추세척기, 기계제작용 금형, 보행연습기 부품",충청북도 청주시 흥덕구 오송읍 정중리 630,043-236-6677,충청북도_제조업체 현황_20241231.csv
세움산업,,"도장(의료, 자동차 모토부품 등)",충청북도 청주시 청원구 오창읍 성재리 956번지,043-218-7233,충청북도_제조업체 현황_20241231.csv
소닉토피아,,"초음파응용기기, 초음파부품",충청북도 청주시 흥덕구 오송읍 쌍청리 272-2번지,043-235-0902,충청북도_제조업체 현황_20241231.csv
스마트전자(주),,"스피커,기타전자부품,멀티미디어Device,HI-FI AUDIO등",충청북도 청주시 청원구 오창읍 여천리 111번지 외 5필지,043-904-2012,충청북도_제조업체 현황_20241231.csv
스펙토,,광학렌즈 및 부품,충청북도 청주시 흥덕구 복대동 100-5번지 7층 705,,충청북도_제조업체 현황_20241231.csv
신창정밀,,"전기전자부품금형, 자동차부품금형",충청북도 청주시 청원구 내수읍 풍정리 105-3번지,043-212-9243,충청북도_제조업체 현황_20241231.csv
신화테크,,전자부품,충청북도 청주시 흥덕구 복대동 100-5번지,043-273-2855,충청북도_제조업체 현황_20241231.csv
신흥건기(주),,유압브레이커 부품,충청북도 청주시 흥덕구 송정동 279-5번지 세중테크노밸리 12층 1208,043-272-9112,충청북도_제조업체 현황_20241231.csv
신흥기계,,"에어샤프트, 정밀부품가공",충청북도 청주시 청원구 사천동 554-19번지,043-213-2808,충청북도_제조업체 현황_20241231.csv
씨아이에프,,"반도체 전기전자 장비 제조,부품 가공",충청북도 청주시 청원구 오창읍 성산리 135번지,070-4121-2495,충청북도_제조업체 현황_20241231.csv
씨에스비엔지니어링 (주),,반도체장비부품(CMP장비) ,충청북도 청주시 흥덕구 송정동 279-5 세중테크노밸리 1동 12층 1213호,043-233-3415,충청북도_제조업체 현황_20241231.csv
씨에이오토(주) 청주지점,,열교환기 부품,충청북도 청주시 흥덕구 옥산면 호죽리 905번지,043-239-9992,충청북도_제조업체 현황_20241231.csv
씨티씨(CTC),,반도체제조용 기계 부품,충청북도 청주시 흥덕구 신봉동 209-6,,충청북도_제조업체 현황_20241231.csv
씨피엠 ,,반도체장비부품(초진공펌프),"충청북도 청주시 흥덕구 송정동 407번지 1동 5층 506, 509, 510",043-263-1815,충청북도_제조업체 현황_20241231.csv
아이마그넥스,,반도체장비및장비부품(SUS가공품0,충청북도 청주시 흥덕구 휴암동 183-10번지,043-276-8599,충청북도_제조업체 현황_20241231.csv
아이에이치티,,기계 부품,충청북도 청주시 흥덕구 송정동 27-14번지 한국합섬(주)1공장,,충청북도_제조업체 현황_20241231.csv
아이윈,,전해살균수 제조기기 및 관련 부품,충청북도 청주시 흥덕구 송정동 70-73 직지스마트타워 321호 321호 외 1필지,070-4797-3679,충청북도_제조업체 현황_20241231.csv
아톰월드(주),,자동차 주차장치,충청북도 청주시 서원구 남이면 외천리 99-1번지 B동,042-525-2644,충청북도_제조업체 현황_20241231.csv
안특장,,"건설기계 부품, 특장차 제조",충청북도 청주시 서원구 현도면 상삼리 173-1번지,043-273-8501,충청북도_제조업체 현황_20241231.csv
알에스테크(주),,"반도체장비(RF Generator, RF Matcher, RPS)설계 및 부품제조",충청북도 청주시 흥덕구 서촌동 127-1번지,043-273-2770,충청북도_제조업체 현황_20241231.csv
애즈,,반도체 제조용 기계 부품,충청북도 청주시 흥덕구 송정동 279-5 세중테크노밸리 B106호 B106호,031-493-1258,충청북도_제조업체 현황_20241231.csv
에디텍,,"전자, 반도체양산부품",충청북도 청주시 청원구 오창읍 신평리 603-3번지 에디텍,043-217-6620,충청북도_제조업체 현황_20241231.csv
에스씨에이(SCA),,"자동차 전시물 모형, 산업용 그 외 비경화 고무제품(펠렛)",충청북도 청주시 청원구 북이면 금암리 509-0 (B동),,충청북도_제조업체 현황_20241231.csv
에스피테크,,"차단기,개폐기,프레스부품",충청북도 청주시 청원구 내수읍 풍정리 37-17번지,043-215-2909,충청북도_제조업체 현황_20241231.csv
에이스정밀,,전자기계부품,충청북도 청주시 흥덕구 송정동 27-18번지,043-271-3127,충청북도_제조업체 현황_20241231.csv
에이엔비코리아,,PCB설비부품,충청북도 청주시 흥덕구 송정동 279-5번지 세중테크노밸리 1동 13층 1306 외 1필지,043-266-8940,충청북도_제조업체 현황_20241231.csv
엔에스티,,"포토레지스터, 코팅장비, 1차전지 부품 가공, 자동화 지그류 등",충청북도 청주시 서원구 현도면 죽암리 374번지,043-263-9751,충청북도_제조업체 현황_20241231.csv
엔유피,,자동차부품지그,충청북도 청주시 청원구 사천동 592번지,043-276-3352,충청북도_제조업체 현황_20241231.csv
엔피EnF,,"하네스(차량용, 설비용),전기연결장치",충청북도 청주시 청원구 오창읍 농소리 35-9,070-8806-7877,충청북도_제조업체 현황_20241231.csv
엘에스이모빌리티솔루션(주),,"EV-Relay(산업용, 차량용)",충청북도 청주시흥덕구 송정동 1번지 외 2필지,043-261-6881,충청북도_제조업체 현황_20241231.csv
엠스퀘어텍,,반도체장비부품,충청북도 청주시 흥덕구 송정동 279-5번지,043-267-3124,충청북도_제조업체 현황_20241231.csv
엠앤티,,자동차부품제조용 기계,충청북도 청주시 청원구 사천동 533-3번지,043-288-4902,충청북도_제조업체 현황_20241231.csv
영일산업,,"임펠러, 자동화기기용 기계부품",충청북도 청주시 서원구 현도면 죽암리 366-1번지,043-291-5127,충청북도_제조업체 현황_20241231.csv
예원타스(주),,산업용배관 제조 및 부품제조,충청북도 청주시 청원구 오창읍 양청리 560-18번지,043-218-4800,충청북도_제조업체 현황_20241231.csv
우노테크,,"반도체부품, 광학부품, 태양광",충청북도 청주시 청원구 사천동 605-14,043-218-2180,충청북도_제조업체 현황_20241231.csv
우리바른정비공업사,,건설기계부품,충청북도 청주시 흥덕구 봉명동 2454번지,,충청북도_제조업체 현황_20241231.csv
우성화학공업,,"방수판, 천정판, 화장판넬, 창틀부품",충청북도 청주시 서원구 남이면 부용외천리 1043번지,043-275-6995,충청북도_제조업체 현황_20241231.csv
우원중공업(주),,건설기계부품,충청북도 청주시 청원구 오창읍 농소리 49-3,043-296-8022,충청북도_제조업체 현황_20241231.csv
우진전자,,전자부품가공(회로기판),충청북도 청주시 흥덕구 복대동 100-5 1동 지상3층 310호 외 1필지,,충청북도_제조업체 현황_20241231.csv
원앤프론테크,,기계부품,충청북도 청주시 청원구 내수읍 내수리 357-1,043-215-6904,충청북도_제조업체 현황_20241231.csv
원에스티,,PCB 제조용 부품,충청북도 청주시 흥덕구 복대동 100-5 303호 303호,,충청북도_제조업체 현황_20241231.csv
원후엔지니어링,,반도체장비및부품,충청북도 청주시 청원구 사천동 169-11번지,,충청북도_제조업체 현황_20241231.csv
월드정밀,,전자부품,충청북도 청주시 서원구 남이면 구미리 221-11번지,043-234-3369,충청북도_제조업체 현황_20241231.csv
유성산업,,"반도체,소방,가전분야등의 플라스틱 부품",충청북도 청주시 청원구 오창읍 복현리 322-5,,충청북도_제조업체 현황_20241231.csv
이건테크(주),,"논슬립(계단부품), 그레이팅 덮개",충청북도 청주시 청원구 북이면 금암리 441-5번지,043-211-1522,충청북도_제조업체 현황_20241231.csv
이브이시스(주),,"홈조명제어시스템, 전기자동차 충전기, LED조명등",충청북도 청주시흥덕구 송정동 140-33번지,043-265-6800,충청북도_제조업체 현황_20241231.csv
이지텍,,반도체기계부품,충청북도 청주시 흥덕구 송절동 126-1번지,043-268-2117,충청북도_제조업체 현황_20241231.csv
인텍,,"통신기기 및 자동제어판넬, 세척장치, 필터프레스, 철도차량부품및관련장치물, 인쇄회로기판용적층판, 전동차시험기, 사격장비, 소프트웨어",충청북도 청주시 청원구 북이면 영하리 311-1,043-211-3600,충청북도_제조업체 현황_20241231.csv
일신기전,,차단기부품,충청북도 청주시흥덕구 송정동 279-5 번지 세중테크노밸리 6층 604호,070-7758-7736,충청북도_제조업체 현황_20241231.csv
일진기계,,"자동차용 소결금형, 음료수 및 기타 can 금형",충청북도 청주시 흥덕구 오송읍 정중리 638,043-716-2883,충청북도_제조업체 현황_20241231.csv
자화전자(주),,"전자부품, 통신기기부품, LED조명",충청북도 청주시 청원구 북이면 현암리 7-6 외 3필지,043-210-7113,충청북도_제조업체 현황_20241231.csv
재헌이엔지,,"유압기계 부품, 특장차 부품",충청북도 청주시 흥덕구 강내면 태성리 138-1번지,043-238-3101,충청북도_제조업체 현황_20241231.csv
정인하이텍,,"금형(자동제어장치,전자부품,스포츠설비)",충청북도 청주시 흥덕구 원평동 528-3,,충청북도_제조업체 현황_20241231.csv
정한테크,,정밀부품가공,충청북도 청주시 청원구 사천동 163번지,043-214-0773,충청북도_제조업체 현황_20241231.csv
제이비(JB)산업,,고압차단기부품,충청북도 청주시 서원구 남이면 부용외천리 868,,충청북도_제조업체 현황_20241231.csv
제이씨에이오토노머스,,"항공기 부품수리, 항공용 엔진 점화장치, 기타 전기부품",충청북도 청주시 청원구 오창읍 농소리 74-6번지 외 2필지,042-825-6820,충청북도_제조업체 현황_20241231.csv
제이에이치(JH)전장,,"특장차용 전장품, 자동차용 신품 전기장치",충청북도 청주시 흥덕구 강내면 사인리 65-0,043-260-6964,충청북도_제조업체 현황_20241231.csv
제이조이(주),,키오스크 및 관련 부품,충청북도 청주시 흥덕구 복대동 100-5 1동 지상2층 203호 외 1필지,1544-7382,충청북도_제조업체 현황_20241231.csv
존슨일렉트릭오퍼레이션스(주),,자동차용 부품,충청북도 청주시 청원구 오창읍 각리 653-4번지,043-229-1121,충청북도_제조업체 현황_20241231.csv
주성SMT,,전자부품실장기판,충청북도 청주시 청원구 주성동 1번지,043-272-0240,충청북도_제조업체 현황_20241231.csv
주식회사 금오기술,,"연구장비, 품질검증장비, 전용 부품제작",충청북도 청주시 청원구 오창읍 성산리 산111-1,043-215-0345,충청북도_제조업체 현황_20241231.csv
주식회사 기성이에스티,,"특수목적용 기계,전기부품",충청북도 청주시 흥덕구 봉명동 2429번지,,충청북도_제조업체 현황_20241231.csv
주식회사 나인테크,,전기자동차용 2차전지 생산장비,충청북도 청주시 서원구 현도면 중삼리 1-2,031-476-0305,충청북도_제조업체 현황_20241231.csv
주식회사 네오세미텍,,"냉각순환수용 스케일제거장비, 세정기, 장비 실시간 모니터링 장치, 펠리클디마운터 등의 장비 및 기타부품, 소모품",충청북도 청주시 청원구 오창읍 양청리 810-13 청주미래누리터(지식산업센터) 미래누리터동 2층 206호 외 1필지,043-903-3900,충청북도_제조업체 현황_20241231.csv
주식회사 뉴스페이스,,"우주항공부품, 산업용자동화기계 제작 및 부품",충청북도 청주시 흥덕구 강내면 저산리 234-1,070-4090-1324,충청북도_제조업체 현황_20241231.csv
주식회사 대덕기업,,자동차 부품,충청북도 청주시 청원구 율량동 86-41 A동,043-222-1041,충청북도_제조업체 현황_20241231.csv
주식회사 동진테크,,반도체 장비 및 부품 제조,충청북도 청주시 흥덕구 옥산면 오산리 80-11,043-272-9417,충청북도_제조업체 현황_20241231.csv
주식회사 두림이앤지,,특장차 부품,충청북도 청주시 흥덕구 옥산면 환희리 6-2번지,043-263-2522,충청북도_제조업체 현황_20241231.csv
주식회사 두정,,반도체부품,충청북도 청주시 청원구 주중동 447-15번지,043-213-6358,충청북도_제조업체 현황_20241231.csv
주식회사 세종테크,,"특장차 부품 용접 및 제관용접, 금속골조구조재",충청북도 청주시 서원구 남이면 부용외천리 870,043-236-3716,충청북도_제조업체 현황_20241231.csv
주식회사 써보텍,,자동차부품 테스터 장비,충청북도 청주시 흥덕구 봉명동 2785번지,043-274-5558,충청북도_제조업체 현황_20241231.csv
주식회사 에어프로텍,,산업용 송풍기 관련장비 및 부품,충청북도 청주시 청원구 오창읍 농소리 190-4 외 1필지,,충청북도_제조업체 현황_20241231.csv
주식회사 에이비씨헤파,,"산업용필터, 자동차용품",충청북도 청주시 청원구 오창읍 모정리 236,,충청북도_제조업체 현황_20241231.csv
주식회사 엔피씨앤에이,,"전선 하네스(케이블) [차량용,설비용]",충청북도 청주시 청원구 오창읍 농소리 35-9,,충청북도_제조업체 현황_20241231.csv
주식회사 원익피앤이,,2차 전지 생산 제조설비 및 부품,충청북도 청주시 청원구 오창읍 가좌리 175-1번지,043-218-7056,충청북도_제조업체 현황_20241231.csv
주식회사 일양이피,,자동차용 프라스틱,충청북도 청주시 청원구 북이면 석성리 531-1번지 (북이 석성 531-1),070-4226-0542,충청북도_제조업체 현황_20241231.csv
주식회사 청주드론교육원,,드론 및 드론부품,충청북도 청주시 청원구 사천동 543 2층,043-215-2150,충청북도_제조업체 현황_20241231.csv
주식회사신영이티아이,,"전기, 전자부품(차단기), SPD(서지보호기)",충청북도 청주시 서원구 남이면 석실리 265-2번지,043-266-7733,충청북도_제조업체 현황_20241231.csv
주식회사트리즈엔지니어링,,"특수목적자동차, 특수목적트레일러",충청북도 청주시 청원구 북이면 현암리 405-10,031-8015-3432,충청북도_제조업체 현황_20241231.csv
주영테크,,천공TAP외기계부품,충청북도 청주시 청원구 사천동 169-3번지,043-291-4883,충청북도_제조업체 현황_20241231.csv
중광산업사,,자동차용 철재 및 알미늄 부품,충청북도 청주시 청원구 오창읍 백현리 194번지 외 3필지,043-218-9769,충청북도_제조업체 현황_20241231.csv
중앙천막공업사,,"가정용, 산업용 천막, 차량용 덮개",충청북도 청주시 청원구 북이면 송정리 351-1,043-215-1370,충청북도_제조업체 현황_20241231.csv
지아이에이(주),,자동차엔진덮개,충청북도 청주시 청원구 오창읍 여천리 549번지 외 1필지,043-215-9723,충청북도_제조업체 현황_20241231.csv
지앤티,,반도체 장비 부품 제작 수리,충청북도 청주시 청원구 오동동 8번지,043-237-5052,충청북도_제조업체 현황_20241231.csv
지에이치산전(주),,"전기전자부품(누전차단기,배선용차단기)",충청북도 청주시 청원구 주중동 5-7번지 외 1필지,043-715-6846,충청북도_제조업체 현황_20241231.csv
지에프(주),,"플렉시블(곡면) LCD/OLED/마이크로 LED디스플레이 패널, 차세대 초박형 유리(UTG), 휴대용전화기전용부품(UTG), 차세대 휴대용전화기전용부품(UTG)",충청북도 청주시 청원구 오창읍 각리 642-4 외 1필지,043-211-0164,충청북도_제조업체 현황_20241231.csv
지피테크,,기계부품 도금,충청북도 청주시 흥덕구 복대동 100-5 1동 지상4층 410호,043-900-8948,충청북도_제조업체 현황_20241231.csv
진성몰딩,,자동차 외장 악세서리,충청북도 청주시 흥덕구 옥산면 신촌리 69-11,,충청북도_제조업체 현황_20241231.csv
진성피스톤,,"전통가마솥, 기계부품주물",충청북도 청주시 흥덕구 강내면 산단리 209번지,042-931-8556,충청북도_제조업체 현황_20241231.csv
진원특장,,"특장차 및 용접구조물, 부품수리 및 조립",충청북도 청주시 서원구 현도면 죽전리 15-4,043-260-2111,충청북도_제조업체 현황_20241231.csv
찬테크,,스크류양산부품,충청북도 청주시 청원구 오창읍 신평리 603-27번지,043-218-3230,충청북도_제조업체 현황_20241231.csv
청명산업,,배전반 부품,충청북도 청주시 흥덕구 옥산면 국사리 117-3,,충청북도_제조업체 현황_20241231.csv
