회사명,업종명,생산품,주소,연락처,출처파일
태광산업,자동차용 금속 압형제품 제조업 외 1 종,자동차부품,경기도 부천시 오정구 오정로71번길 23-23 (삼정동),032-682-4535,경기도 부천시_공장등록현황_20251118.csv
태성,표면광택제 및 실내가향제 제조업,자동차용 케미칼,경기도 부천시 오정구 삼작로178번길 28 (내동) 지하 1층,1577-6531,경기도 부천시_공장등록현황_20251118.csv
태성정밀,기타 무선 통신장비 제조업 외 2 종,통신부품+반도체부품,경기도 부천시 원미구 길주로431번길 20 (춘의동),032-672-8150,경기도 부천시_공장등록현황_20251118.csv
태성프라스틱,운송장비 조립용 플라스틱제품 제조업 외 1 종,플라스틱자동차부품,경기도 부천시 오정구 옥산로277번길 11 (내동),032-672-6060,경기도 부천시_공장등록현황_20251118.csv
태승,스크린 인쇄업 외 3 종,생활용품+ 전자부품,경기도 부천시 오정구 옥산로 265(내동),032-673-9068,경기도 부천시_공장등록현황_20251118.csv
태양와이어,주형 및 금형 제조업 외 1 종,자동차부품 등,경기도 부천시 원미구 도약로 261+ C동 10층 04 (도당동+ 부천대우테크노파크),032-670-7338,경기도 부천시_공장등록현황_20251118.csv
태영포리머,고무패킹류 제조업 외 1 종,자동차용 고무제품,경기도 부천시 원미구 길주로425번길 98 (도당동),032-344-5590,경기도 부천시_공장등록현황_20251118.csv
태영프라텍,플라스틱 접착처리 제품 제조업 외 1 종,전자부품,경기도 부천시 원미구 평천로 797-12 (도당동),032-672-5645,경기도 부천시_공장등록현황_20251118.csv
태일산업,주형 및 금형 제조업,금형+ 전자부품,경기도 부천시 오정구 신흥로413번길 54-15 (삼정동),032-683-8033,경기도 부천시_공장등록현황_20251118.csv
태일산업,그 외 기타 전자부품 제조업 외 3 종,전자부품,경기도 부천시 원미구원미로 219 (춘의동),032-611-2384,경기도 부천시_공장등록현황_20251118.csv
태진세미텍(주),주형 및 금형 제조업 외 1 종,금형+ 기계부품,경기도 부천시 오정구 산업로 23 (오정동),032-678-8641,경기도 부천시_공장등록현황_20251118.csv
테바테크,기타 무선 통신장비 제조업,무전기 부품 가공,경기도 부천시 오정구 신흥로441번길 46+ 2층 (삼정동),032-294-5891,경기도 부천시_공장등록현황_20251118.csv
테크니칼코리아,철도차량 부품 및 관련 장치물 제조업,주차차단기,경기도 부천시 원미구 도약로 261 (도당동) 부천대우테크노파크 B동 1004(일부)호,070-7750-9352,경기도 부천시_공장등록현황_20251118.csv
티에이코리아,그 외 기타 전자부품 제조업,모기퇴치기+ 몰카탐지기,경기도 부천시 원미구 수도로 88-23+ 2동 티에이코리아 (도당동),070-8612-5677,경기도 부천시_공장등록현황_20251118.csv
페이스시스템,전구 및 램프 제조업,재난안전 융복합IOT긴급구조 정밀측위 및 LED조명 플랫폼(IoT스마트센서+ IoT휴대테크+ IoT게이트웨이+LED등기구)+ 자동차ECU,경기도 부천시 원미구 조마루로385번길 122 (춘의동+ 삼보테크노타워) 21층,,경기도 부천시_공장등록현황_20251118.csv
평화정밀,주형 및 금형 제조업,금형부품금형,경기도 부천시 오정구 오정동 772-5번지,032-671-9064,경기도 부천시_공장등록현황_20251118.csv
포텍,그 외 기타 전자부품 제조업,pcb ass'y+ pcb ass'y,경기도 부천시 오정구  석천로 397 (삼정동) 303동 7층 708호,032-624-3794,경기도 부천시_공장등록현황_20251118.csv
프러스전자 주식회사,그 외 기타 전자부품 제조업 외 1 종,자동차용 전자부품,경기도 부천시 오정구 삼작로164번길 26 (내동) 3층,032-674-8337,경기도 부천시_공장등록현황_20251118.csv
프로테크,그 외 기타 전자부품 제조업,PCB 생산,경기도 부천시 원미구 부천로198번길 36+ (춘의동+ 춘의테크노파크) 102동동 8층층 810호,032-505-1644,경기도 부천시_공장등록현황_20251118.csv
피디아이주식회사,전시 및 광고용 조명장치 제조업,LED조명+ 의료기기부품,경기도 부천시 오정구 오정로 27-20 (삼정동),032-624-1363,경기도 부천시_공장등록현황_20251118.csv
피케이텍시스템주식회사,그 외 기타 전자부품 제조업 외 2 종,모니터 hinge+ TV hinge,경기도 부천시 원미구 조마루로411번길 26 (원미동),032-683-2181,경기도 부천시_공장등록현황_20251118.csv
하이맥스월드,셔츠 및 블라우스 제조업 외 6 종,의류(교복),경기도 부천시 원미구 길주로 360+ 3층 (춘의동+ 보성자동차공업사),032-663-1177,경기도 부천시_공장등록현황_20251118.csv
한국비엠아이시스템,그 외 기타 일반목적용 기계 제조업 외 1 종,자동차 정비기기,경기도 부천시 오정구 석천로 453+ 503호 (삼정동),032-719-0948,경기도 부천시_공장등록현황_20251118.csv
한길산업,그 외 기타 전자부품 제조업,휴대폰 힌지,경기도 부천시 오정구 신흥로437번길 104(삼정동),032-681-5515,경기도 부천시_공장등록현황_20251118.csv
한동전자,전동기 및 발전기 제조업,모터부품,경기도 부천시 오정구 부천로419번길 58 (내동),032-674-1580,경기도 부천시_공장등록현황_20251118.csv
한림퓨리텍 주식회사,그 외 기타 전자부품 제조업 외 2 종,무선통신장비+ 무선통신장비+ 무선통신장비,경기도 부천시 오정구 석천로 397+ (삼정동+ 부천 테크노파크 쌍용3차) 103동 11층 1101호 외 5필지,02-6925-3509,경기도 부천시_공장등록현황_20251118.csv
한밭스틸,주형 및 금형 제조업,금형소재 및 기계부품,경기도 부천시 오정구 산업로8번길 74+ 1층 (오정동),032-684-0112,경기도 부천시_공장등록현황_20251118.csv
한신정밀,주형 및 금형 제조업 외 2 종,전자부품+ 금형,경기도 부천시 오정구 부천로409번길 78 (내동),032-679-7125,경기도 부천시_공장등록현황_20251118.csv
한애전자(주),그 외 기타 전자부품 제조업 외 2 종,전자관및기타전자부품,경기도 부천시 원미구 길주로411번길 11 (춘의동),032-679-4333,경기도 부천시_공장등록현황_20251118.csv
한용산업(주),교통 신호장치 제조업 외 2 종,주차장용 차량 차단기,경기도 부천시 오정구 석천로 397+ 301동 408호 (삼정동),02-587-9671,경기도 부천시_공장등록현황_20251118.csv
한울산업,구조용 금속 판제품 및 공작물 제조업,LCD가공기계부품,경기도 부천시 오정구 수도로117번길 36-15 (내동),032-613-4281,경기도 부천시_공장등록현황_20251118.csv
항함이엔지,그 외 기타 분류 안된 금속 가공 제품 제조업,프레스 부품,경기도 부천시 원미구 옥산로 223 (도당동),032-682-8204,경기도 부천시_공장등록현황_20251118.csv
해빛,물질 검사+ 측정 및 분석기구 제조업 외 2 종,계측기기 부품조립,경기도 부천시 오정구 석천로 397 (삼정동+ 부천테크노파크쌍용3차) 303동 10층 06호,032-624-1411,경기도 부천시_공장등록현황_20251118.csv
행복을파는시장,그 외 기타 플라스틱 제품 제조업 외 7 종,자동차 용품+ 의류,경기도 부천시 소사구 송내대로42번길 91+ 4층 일부(송내동),070-4114-0105,경기도 부천시_공장등록현황_20251118.csv
행운하이테크,그 외 기타 플라스틱 제품 제조업 외 1 종,화분+ 식판+ 차량용방향제 등+ 금형 등,경기도 부천시 원미구 부천로208번길 103+ 1층 (춘의동),,경기도 부천시_공장등록현황_20251118.csv
현명전자,그 외 기타 전자부품 제조업 외 1 종,기타전자부품,경기도 부천시 소사구 경인로92번길 54 (송내동),032-654-4982,경기도 부천시_공장등록현황_20251118.csv
형진정공,주형 및 금형 제조업,금형부품,경기도 부천시 원미구 옥산로251번길 29+ 1 (도당동),032-677-3673,경기도 부천시_공장등록현황_20251118.csv
화인디엔티(주),자동차용 금속 압형제품 제조업 외 1 종,금속압형제품,경기도 부천시 소사구 소안로 40+ (지하) (괴안동),032-343-3147,경기도 부천시_공장등록현황_20251118.csv
화인시스(주),그 외 기타 전자부품 제조업 외 1 종,방열부품,경기도 부천시 오정구 석천로 397 (삼정동) 부천테크노파크쌍용3차 102동 1102호,032-624-0167,경기도 부천시_공장등록현황_20251118.csv
환철기업,금속 절삭기계 제조업,산업기계부품,경기도 부천시 원미구 길주로411번길 40-24 (춘의동),032-677-6514,경기도 부천시_공장등록현황_20251118.csv
훈필정밀용접,주형 및 금형 제조업,금형부품임가공(금형용접),경기도 부천시 오정구 산업로8번길 3+ 1층 (오정동+ 대원와이어컷),032-681-2389,경기도 부천시_공장등록현황_20251118.csv
흥부산업(주)2공장,그 외 기타 금속가공업 외 5 종,금속 부품 가공품,경기도 부천시 오정구 부천로 471 (오정동),032-677-3240,경기도 부천시_공장등록현황_20251118.csv
화인디엔티(주),자동차용 금속 압형제품 제조업 외 1 종,금속압형제품,경기도 부천시 소사구 소안로 40+ (지하) (괴안동),032- 343- 3147,경기도 부천시_공장등록현황_20251118.csv
화인시스(주),그 외 기타 전자부품 제조업 외 1 종,방열부품,경기도 부천시 오정구 석천로 397 (삼정동) 부천테크노파크쌍용3차 102동 1102호,032- 624- 0167,경기도 부천시_공장등록현황_20251118.csv
환철기업,금속 절삭기계 제조업,산업기계부품,경기도 부천시 원미구 길주로411번길 40 24 (춘의동),032- 677- 6514,경기도 부천시_공장등록현황_20251118.csv
훈필정밀용접,주형 및 금형 제조업,금형부품임가공(금형용접),경기도 부천시 오정구 산업로8번길 3+ 1층 (오정동+ 대원와이어컷),032- 681- 2389,경기도 부천시_공장등록현황_20251118.csv
흥부산업(주)2공장,그 외 기타 금속가공업 외 5 종,금속 부품 가공품,경기도 부천시 오정구 부천로 471 (오정동),032- 677- 3240,경기도 부천시_공장등록현황_20251118.csv
(주)에비오시스 테크놀러지스,항공기용 부품 제조업 외 2 종,,"경기도 성남시 분당구 판교로 723, 903, 903-1호 (야탑동, 분당테크노파크B동)",070-4863-8953,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)하이폴,항공기용 부품 제조업,,"경기도 성남시 중원구 갈마치로 302, B동 7층 714호 (상대원동, 성남 우림 라이온스밸리 5차)",031-750-0435,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)오토베이스,컴퓨터 모니터 제조업 외 3 종,,"경기도 성남시 중원구 사기막골로 124, 비즈동 12층 1201 (상대원동, SKⓝ테크노파크) 비즈동 12층 1201호",031-776-0800,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)엔에스텍,철도차량 부품 및 관련 장치물 제조업 외 5 종,,"경기도 성남시 중원구 둔촌대로 545, 2층 207호(상대원동, 한라시그마밸리) 2층 207호 외 4필지",031-777-3750,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)알에프컴,철도차량 부품 및 관련 장치물 제조업 외 4 종,,"경기도 성남시 중원구 둔촌대로 531, 9층 903호(상대원동, 쌍용IT트윈타워 B동) 9층 903호",031-743-7322,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)바른테크,철도차량 부품 및 관련 장치물 제조업 외 3 종,,"경기도 성남시 중원구 갈마치로 245, 18층 1810호  (상대원동) 18층 1810호",031-777-8965,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)이노파크텍,철도차량 부품 및 관련 장치물 제조업 외 3 종,,"경기도 성남시 분당구 판교로 697, (야탑동, 분당테크노파크) A동 9층 901-2호",031-756-6773,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)성원디엔텍,철도차량 부품 및 관련 장치물 제조업 외 14 종,,"경기도 성남시 중원구 갈마치로 215,(상대원동, 금강펜테리움IT타워) A동 7층 707호",031-730-0011,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)아이앤비아이티,철도차량 부품 및 관련 장치물 제조업 외 1 종,,"경기도 성남시 중원구 갈마치로 245, 10층 1001호  (상대원동) 10층 1001호",02-948-5400,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)알에스케이,철도차량 부품 및 관련 장치물 제조업,,"경기도 성남시 중원구 둔촌대로 560, 벽산테크노피아 1층 104호 (상대원동)",031-746-3301,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)현대제이콤,전투용 차량 제조업 외 15 종,,"경기도 성남시 중원구 사기막골로105번길 27, 5층 501 (상대원동, 중앙인더스피아3) 5층 501호 외 13필지",031-639-2607,경기도 성남시_업체_및_공장등록_현황_20260309.csv
SY전자,전자부품 실장기판 제조업 외 3 종,,"경기도 성남시 중원구 둔촌대로 531, B동 2층 204 (상대원동, 쌍용IT트윈타워 B동) 외 1필지",031-732-8622,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)금상테크 제2공장,전자부품 실장기판 제조업 외 2 종,,"경기도 성남시 중원구 둔촌대로 537, 9층 901호(상대원동, 쌍용IT트윈타워 A동) 9층 901호",031-732-0563,경기도 성남시_업체_및_공장등록_현황_20260309.csv
에스알씨직업재활센터,전자부품 실장기판 제조업 외 2 종,,"경기도 성남시 중원구 둔촌대로 545, 10층 1006 (상대원동, 한라시그마밸리) 외 1필지",031-786-6875,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)밸류플러스,전자부품 실장기판 제조업 외 1 종,,"경기도 성남시 중원구 사기막골로 90, 1층,2층 (상대원동)",031-717-5880,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)프렌즈팩토리,전자부품 실장기판 제조업,,"경기도 성남시 중원구 둔촌대로 545, 12층 1208호 (상대원동, 한라시그마밸리) 12층 1208호",031-698-2030,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)두인씨엔씨,전자부품 실장기판 제조업,,"경기도 성남시 중원구 갈마치로 234, SK아파트형공장 2층 204 (상대원동), 205 외 1필지",031-625-2685,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)에스티에스전자,전자부품 실장기판 제조업,,"경기도 성남시 중원구 갈마치로 234, 3층 301 (상대원동, 에이스아파트형공장)",031-709-4042,경기도 성남시_업체_및_공장등록_현황_20260309.csv
KGC전자,전자부품 실장기판 제조업,,"경기도 성남시 중원구 갈마치로 314, 8층 824 (상대원동) 8층 824호 8층 824호",031-639-6695,경기도 성남시_업체_및_공장등록_현황_20260309.csv
대건전자 제2공장,전자부품 실장기판 제조업,,"경기도 성남시 중원구 둔촌대로 474, 3층 310 (상대원동) 외 3필지",031-742-5931,경기도 성남시_업체_및_공장등록_현황_20260309.csv
동안테크,전자부품 실장기판 제조업,,"경기도 성남시 중원구 둔촌대로 545, 7층 701 (상대원동, 한라시그마밸리)",031-748-7678,경기도 성남시_업체_및_공장등록_현황_20260309.csv
배치전자,전자부품 실장기판 제조업,,"경기도 성남시 중원구 사기막골로 177, 6층 610 (상대원동, 금강하이테크밸리)",031-746-9233,경기도 성남시_업체_및_공장등록_현황_20260309.csv
성우S.M.T,전자부품 실장기판 제조업,,"경기도 성남시 중원구 갈마치로 234, 7층 709 (상대원동, 에이스아파트형공장) 외 1필지",031-731-3017,경기도 성남시_업체_및_공장등록_현황_20260309.csv
시내산,전자부품 실장기판 제조업,,경기도 성남시중원구 상대원동 5445번지 우림라이온스밸리3차 9층 908,031-733-2303,경기도 성남시_업체_및_공장등록_현황_20260309.csv
쓰리에스써키트,전자부품 실장기판 제조업,,"경기도 성남시 중원구 사기막골로45번길 14, A동 18층 1814 (상대원동, 우림라이온스밸리 2차)",070-4979-9377,경기도 성남시_업체_및_공장등록_현황_20260309.csv
아이엔아이,전자부품 실장기판 제조업,,"경기도 성남시 중원구 둔촌대로 537, 3층 302 (상대원동, 쌍용IT트윈타워 A동)",031-747-3381,경기도 성남시_업체_및_공장등록_현황_20260309.csv
에이스전자,전자부품 실장기판 제조업,,경기도 성남시 중원구 갈마치로 314 (상대원동) 8층 805호 8층 805호,031-747-7993,경기도 성남시_업체_및_공장등록_현황_20260309.csv
에이피에스전자,전자부품 실장기판 제조업,,"경기도 성남시 중원구 둔촌대로 531 (상대원동, 쌍용IT트윈타워 B동) 1층 107호",031-6074-4043,경기도 성남시_업체_및_공장등록_현황_20260309.csv
이앤씨,전자부품 실장기판 제조업,,"경기도 성남시 중원구 갈마치로288번길 14, B동 9층 964 (상대원동) B동 9층 964호",031-703-3436,경기도 성남시_업체_및_공장등록_현황_20260309.csv
이인전자,전자부품 실장기판 제조업,,"경기도 성남시 중원구 갈마치로 234, 2층 203 (상대원동, 에이스아파트형공장)",070-4248-5472,경기도 성남시_업체_및_공장등록_현황_20260309.csv
인프라테크,전자부품 실장기판 제조업,,"경기도 성남시 중원구 둔촌대로 474, 1층 106호(상대원동, 선텍시티1) 1층 106호",031-743-0211,경기도 성남시_업체_및_공장등록_현황_20260309.csv
한서전자,전자부품 실장기판 제조업,,"경기도 성남시 중원구 둔촌대로 537, 5층 507호 (상대원동, 쌍용IT트윈타워 A동) 5층 507호",031-741-7730,경기도 성남시_업체_및_공장등록_현황_20260309.csv
홍기전자,전자부품 실장기판 제조업,,"경기도 성남시 중원구 갈마치로 322, B동 17층 1711 (상대원동)",070-8777-9188,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)호민모터스 제2공장,전시용 모형 제조업,,"경기도 성남시 중원구 갈마치로 314, 6층 614 (상대원동) 6층 614호",031-450-0765,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)콤슨테크놀러지,자전거 및 환자용 차량 제조업 외 1 종,,"경기도 성남시 중원구 사기막골로 124, 테크동 12층 1212 (상대원동, SK엔테크노파크)",031-776-3900,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)이코비,자전거 및 환자용 차량 제조업,,"경기도 성남시 중원구 사기막골로105번길 27, B1층 B109 (상대원동, 중앙인더스피아3)",031-750-0321,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)휠라인,자전거 및 환자용 차량 제조업,,"경기도 성남시 중원구 둔촌대로457번길 14, 2층(상대원동, (주)서진인스텍)",031-734-1874,경기도 성남시_업체_및_공장등록_현황_20260309.csv
뮐러코리아,자전거 및 환자용 차량 제조업,,"경기도 성남시 중원구 갈마치로288번길 14, 6층 608 (상대원동)",031-781-8686,경기도 성남시_업체_및_공장등록_현황_20260309.csv
한국정공,자동차용 금속 압형제품 제조업 외 1 종,,"경기도 성남시 중원구 사기막골로45번길 14, B동 B2층 B211 (상대원동, 우림라이온스밸리2차)",031-769-6944,경기도 성남시_업체_및_공장등록_현황_20260309.csv
한국정공,자동차용 금속 압형제품 제조업 외 1 종,,"경기도 성남시 중원구 사기막골로45번길 14, A동 B1층 B102 (상대원동, 우림라이온스밸리2차)",031-731-7801,경기도 성남시_업체_및_공장등록_현황_20260309.csv
한국초저온용기(주),자동차용 금속 압형제품 제조업 외 1 종,,"경기도 성남시 중원구 둔촌대로 560, 2층 201 (상대원동, 벽산테크노피아) 외 1필지",031-737-8171,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)동양공업사,자동차 종합 수리업,,경기도 성남시 중원구 순환로 116 (상대원동),031-746-7000,경기도 성남시_업체_및_공장등록_현황_20260309.csv
세원자동차써비스(주),자동차 종합 수리업,,"경기도 성남시 중원구 둔촌대로 458 (상대원동, 세원세차장)",031-731-6911,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)엠스코,자동차 엔진용 신품 부품 제조업 외 1 종,,"경기도 성남시 중원구 둔촌대로457번길 27, 10층 1014 (상대원동, 성남 우림 라이온스밸리 1차)",031-737-2015,경기도 성남시_업체_및_공장등록_현황_20260309.csv
에솜(주),시계 및 시계부품 제조업 외 4 종,,"경기도 성남시 중원구 사기막골로 148, 8층 804호 (상대원동) 8층 804호 외 4필지",031-777-3452,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)오리엔트시계,시계 및 시계부품 제조업,,경기도 성남시 중원구 갈마치로 322 (상대원동),031-730-6041,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)이언,시계 및 시계부품 제조업,,"경기도 성남시 중원구 사기막골로 124, 메가동동 1층 109호 (상대원동), 11층1112호 외 1필지",031-776-3145,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)크리스챤모드,시계 및 시계부품 제조업,,경기도 성남시 중원구 사기막골로 52 (상대원동) 3층 302호,031-737-4626,경기도 성남시_업체_및_공장등록_현황_20260309.csv
다복정밀,시계 및 시계부품 제조업,,경기도 성남시 중원구 갈마치로 322 (상대원동),031-730-6088,경기도 성남시_업체_및_공장등록_현황_20260309.csv
본세라(주),시계 및 시계부품 제조업,,"경기도 성남시 중원구 순환로 165, 5층 512호(상대원동, 포스테크노) 5층 512호",031-762-3250,경기도 성남시_업체_및_공장등록_현황_20260309.csv
블루앤비,시계 및 시계부품 제조업,,"경기도 성남시 중원구 갈마치로 245, 19층 1906호  (상대원동) 19층 1906호",031-741-3337,경기도 성남시_업체_및_공장등록_현황_20260309.csv
성산정밀,시계 및 시계부품 제조업,,"경기도 성남시 중원구 둔촌대로457번길 27, B1층 119 (상대원동, 성남 우림 라이온스밸리 1차)",031-737-2380,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)인팩트오토메이션,산업처리공정 제어장비 제조업 외 1 종,,"경기도 성남시 중원구 둔촌대로 388, 4층 420 (상대원동, 크란츠 테크노)",031-747-6010,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)삼우오토메이션,산업용 로봇 제조업,,경기도 성남시 수정구 창업로 42 (시흥동) 판교 제2테크노밸리 경기 기업성장센터 1동 5F층 535호,,경기도 성남시_업체_및_공장등록_현황_20260309.csv
오토존,비디오 및 기타 영상기기 제조업,,"경기도 성남시 중원구 사기막골로 52, 8층 812 일부 (상대원동, 선텍시티Ⅱ 아파트형공장)",031-737-4887,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)조영오토모티브,방송장비 제조업 외 1 종,,경기도 성남시 중원구 사기막골로45번길 14 (상대원동) A동 17층 1709호,02-2212-5785,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)오토게인테크노,반도체 제조용 기계 제조업,,"경기도 성남시 중원구 사기막골로45번길 14, a동 14층 1402 (상대원동, 우림라이온스밸리 2차)",031-8018-2370,경기도 성남시_업체_및_공장등록_현황_20260309.csv
오토엘 주식회사,레이더+항행용 무선기기 및 측량기구 제조업,,"경기도 성남시 수정구 금토로80번길 11, 301호(금토동, 판교이노베이션랩 지식산업센터) 외 4필지",,경기도 성남시_업체_및_공장등록_현황_20260309.csv
교통안전공단 성남자동차검사소,기타 기술 시험+검사 및 분석업,,경기도 성남시 중원구 사기막골로148번길 8 (상대원동),031-747-9467,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)노바,그 외 자동차용 신품 부품 제조업 외 3 종,,"경기도 성남시 중원구 갈마치로 215, B동 9층 905 (상대원동, 금강펜테리움IT타워), B2층219 외 1필지",031-730-0160,경기도 성남시_업체_및_공장등록_현황_20260309.csv
광영테크,그 외 자동차용 신품 부품 제조업,,"경기도 성남시 중원구 갈마치로 314, 6층 602 (상대원동) 6층 602호",,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)유진오토라이프,그 외 기타 특수목적용 기계 제조업,,경기도 성남시 중원구 갈마치로288번길 14 (상대원동) 3층 309호,02-2057-6645,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)담스테크,그 외 기타 전자부품 제조업 외 6 종,,"경기도 성남시 중원구 둔촌대로 388, 11층 1108호(상대원동, 크란츠 테크노) 11층 1108호 외 6필지",031-777-8450,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)와우시스템,그 외 기타 전자부품 제조업 외 6 종,,"경기도 성남시 중원구 사기막골로 124, SK엔테크노파크 메가동 4층 411호 (상대원동)",070-8193-7410,경기도 성남시_업체_및_공장등록_현황_20260309.csv
아이티인(주),그 외 기타 전자부품 제조업 외 5 종,,경기도 성남시 중원구 둔촌대로 388 (상대원동) 14층 1405호 외 3필지,031-777-8160,경기도 성남시_업체_및_공장등록_현황_20260309.csv
에너시스(주),그 외 기타 전자부품 제조업 외 5 종,,"경기도 성남시 중원구 순환로226번길 14, 3층 (상대원동)",031-739-6170,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)서부에스코,그 외 기타 전자부품 제조업 외 42 종,,"경기도 성남시 중원구 순환로 202 (상대원동, (주)서부정공)",031-742-5700,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)자연과사람,그 외 기타 전자부품 제조업 외 4 종,,"경기도 성남시 중원구 둔촌대로 484 (상대원동, SICOX TOWER) 4층 406호 4층 406호 외 6필지",070-7730-5498,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)아이알티코리아,그 외 기타 전자부품 제조업 외 3 종,,"경기도 성남시 중원구 사기막골로45번길 14,(상대원동) B동 16층 1612호 외 3필지",031-746-8852,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)제이디글로벌,그 외 기타 전자부품 제조업 외 3 종,,"경기도 성남시 중원구 사기막골로45번길 14, B동 14층 1402 일부 (상대원동, 우림라이온스밸리2차)",031-8018-2374,경기도 성남시_업체_및_공장등록_현황_20260309.csv
메카센트론(주),그 외 기타 전자부품 제조업 외 3 종,,"경기도 성남시 중원구 둔촌대로 464, 3층 307 (상대원동, 드림테크노) 외 1필지",031-731-9418,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)대경티엔에스,그 외 기타 전자부품 제조업 외 2 종,,"경기도 성남시 중원구 사기막골로45번길 14, A동 17층 1701 (상대원동, 우림라이온스밸리 2차) 외 1필지",031-733-1558,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)대신피앤에스,그 외 기타 전자부품 제조업 외 2 종,,"경기도 성남시 중원구 사기막골로45번길 14, B동 10층 1005 (상대원동, 우림라이온스밸리2차) 외 1필지",031-609-7820,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)에프원미디어,그 외 기타 전자부품 제조업 외 2 종,,"경기도 성남시 중원구 사기막골로 159, 9층 901 (상대원동, 금강하이테크2 아파트형공장)",031-737-4280,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)엔아이디에스,그 외 기타 전자부품 제조업 외 2 종,,"경기도 성남시 중원구 갈마치로 314, 7층 717호 (상대원동) 7층 717호 외 11필지",031-742-8200,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)오케이디지털,그 외 기타 전자부품 제조업 외 2 종,,"경기도 성남시 중원구 사기막골로 124, (상대원동, SKn테크노파크) 비즈동 13층 1308호",1577-5351,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)유디피,그 외 기타 전자부품 제조업 외 2 종,,"경기도 성남시 중원구 갈마치로 214, 4,5층 (상대원동)",02-2093-3020,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)코텍,그 외 기타 전자부품 제조업 외 2 종,,"경기도 성남시 중원구 갈마치로 215, B동 8층 801호 (상대원동, 금강펜테리움IT타워) 외 5필지",031-730-0490,경기도 성남시_업체_및_공장등록_현황_20260309.csv
에이앤피주식회사,그 외 기타 전자부품 제조업 외 2 종,,"경기도 성남시 중원구 사기막골로45번길 14, A동 16층 1604 (상대원동, 우림라이온스밸리2차)",031-722-1889,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)경진그린텍,그 외 기타 전자부품 제조업 외 1 종,,"경기도 성남시 중원구 사기막골로 124,(상대원동, SKn테크노파크) 테크동 2층 209호",031-746-3850,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)단디,그 외 기타 전자부품 제조업 외 1 종,,"경기도 성남시 중원구 둔촌대로 464, 3층 308 일부 (상대원동, 드림테크노)",031-731-8277,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)대현테크놀로지,그 외 기타 전자부품 제조업 외 1 종,,"경기도 성남시 중원구 사기막골로 124, 비즈동 10층 1013호 (상대원동)",031-776-2525,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)덕스,그 외 기타 전자부품 제조업 외 1 종,,경기도 성남시 중원구 순환로 157 (상대원동),031-746-1773,경기도 성남시_업체_및_공장등록_현황_20260309.csv
(주)메디오션,그 외 기타 전자부품 제조업 외 1 종,,"경기도 성남시 중원구 둔촌대로 388, 12층 1215 (상대원동, 크란츠 테크노)",031-736-4855,경기도 성남시_업체_및_공장등록_현황_20260309.csv
