회사명,업종명,생산품,주소,연락처,출처파일
(주)모터뱅크,,모터사이클(전기오토바이 )제조 및 환자용 차량 제조,전북특별자치도 부안군 행안면 부안3농공단지길 6,010-***-****,전북특별자치도 부안군_제조업 공장 현황_20250730.csv
동양기계,,농기계 차양 부품 등,전북특별자치도 부안군 부안읍 용암로 190,063-584-2030,전북특별자치도 부안군_제조업 공장 현황_20250730.csv
미스바자동차공업사,,자동차 재제조 부품 제조업,전북특별자치도 부안군 부안읍 오리정로 113,063-583-8338,전북특별자치도 부안군_제조업 공장 현황_20250730.csv
부안자동차중기보링공업사,,중기정비,전북특별자치도 부안군 행안면 염소로 109 (부안보링) (총 3 필지) 외 2필지,063-582-1050,전북특별자치도 부안군_제조업 공장 현황_20250730.csv
새만금특장무역,,"적재함, 자동차용리프트, 내장탑 등",전북특별자치도 부안군 행안면 부안농공단지길 23,010-***-****,전북특별자치도 부안군_제조업 공장 현황_20250730.csv
서림무역,,압축사료,전북특별자치도 부안군 부안읍 고마제로 70 (서림자동차공업사),063-581-0358,전북특별자치도 부안군_제조업 공장 현황_20250730.csv
신흥중기공업사,,중기부품,전북특별자치도 부안군 부안읍 연곡로 221 (신흥중기공업사) (총 2 필지) 외 1필지,063-583-6302,전북특별자치도 부안군_제조업 공장 현황_20250730.csv
(주)고투컴퍼니,식료품 제조업,커피원두100%,"전북특별자치도 전주시 완산구 안행8길 48-4, 1동 (삼천동1가,삼아자동차부품)",070-8615-1279,전북특별자치도 전주시_제조업_20260223.csv
피엠티,섬유제품 제조업,자동차부품,"전북특별자치도전주시 덕진구 구렛들3길 50, (주)대양실업 2동 2층 (팔복동1가)",031-211-6080,전북특별자치도 전주시_제조업_20260223.csv
온유,섬유제품 제조업,섬유제품,"전북특별자치도 전주시 덕진구 원만성로 106, 208호 (팔복동2가,탄소융합부품소재창업보육센터)",,전북특별자치도 전주시_제조업_20260223.csv
미래우드,목재 및 나무제품 제조업,"자동차 내장제, 트럭 ,버스 등 우드그래인 제작",전북특별자치도 전주시 덕진구 서귀로 177 (여의동),063-212-9857,전북특별자치도 전주시_제조업_20260223.csv
에너폴리켐,화학물질 및 화학제품 제조업,연료전지용 막전극점합체 핵심부품,"전북특별자치도 전주시 덕진구 상리1길 34, 2층 208호 (팔복동2가, 희망전북창업보육샌터)",,전북특별자치도 전주시_제조업_20260223.csv
(주)아이에스피케미칼,화학물질 및 화학제품 제조업,자동차 내장재 스프레이,전북특별자치도 전주시 덕진구 팔복로 201 (팔복동3가),063-212-0345,전북특별자치도 전주시_제조업_20260223.csv
(주)밥스씨앤아이,화학물질 및 화학제품 제조업,탄소섬유 복합재료 부분품,"전북특별자치도 전주시 덕진구 원만성로 106, 306호 (팔복동2가,탄소융합부품소재창업보육센터)",042-671-6701,전북특별자치도 전주시_제조업_20260223.csv
(주)에이비엠,화학물질 및 화학제품 제조업,자동차 코팅제,전북특별자치도 전주시 완산구 천잠로 393 (효자동3가),1899-7134,전북특별자치도 전주시_제조업_20260223.csv
삼산공업사,고무 및 플라스틱제품 제조업,기계부품,전북특별자치도 전주시 완산구 삼산길 102(삼천동3가),,전북특별자치도 전주시_제조업_20260223.csv
(유)서광종합자동차공업사,고무 및 플라스틱제품 제조업,자동차수리업,전북특별자치도 전주시 덕진구 원만성로 37-4,063-214-8080,전북특별자치도 전주시_제조업_20260223.csv
(주)에이에프에프씨,고무 및 플라스틱제품 제조업,차량용내장제 외(시트 벨트),전북특별자치도 전주시 덕진구 반룡로 50 (팔복동2가),063-213-3636,전북특별자치도 전주시_제조업_20260223.csv
중원종합배관,고무 및 플라스틱제품 제조업,"PVC배관 부품, 배관자재","전북특별자치도 전주시 덕진구 삼례로 152-21, 2층 (고랑동)",063-214-0158,전북특별자치도 전주시_제조업_20260223.csv
(주)호트코퍼레이션,비금속 광물제품 제조업,자동차 유리 이송 자동화공정,"전북특별자치도 전주시 완산구 천잠로 303, 벤처창업관 304호 (효자동2가,전주대학교)",063-225-9544,전북특별자치도 전주시_제조업_20260223.csv
(주)씨앤에프,비금속 광물제품 제조업,항공기부품용탄소포리폼,"전북특별자치도 전주시 완산구 홍산로 269, 3층 343호 (효자동2가)",063-211-3562,전북특별자치도 전주시_제조업_20260223.csv
(주)그린공간,비금속 광물제품 제조업,스마트가든 화분 및 벽면 녹화 부품 제조업,전북특별자치도 전주시 덕진구 전주천동로 364 (진북동),063-277-0655,전북특별자치도 전주시_제조업_20260223.csv
서전주서비스,1차 금속 제조업,"자동차개조,도장착색",전북특별자치도 전주시 덕진구 비석날로 131 (팔복동2가),063-214-4982,전북특별자치도 전주시_제조업_20260223.csv
현대스텐레스철강㈜,1차 금속 제조업,자동차배기관부품,전북특별자치도 전주시 덕진구 상리1길 15,063-214-4466,전북특별자치도 전주시_제조업_20260223.csv
(주)에이엠피테크,1차 금속 제조업,"자동차부품,탄소복합체","전북특별자치도 전주시 덕진구 반룡로 110, 1층 (팔복동2가)",063-212-5689,전북특별자치도 전주시_제조업_20260223.csv
(주)전일특수금속,1차 금속 제조업,"주강, 특수강, 자동차부품",전북특별자치도 전주시 덕진구 유제로 45-3 (여의동),063-211-7766,전북특별자치도 전주시_제조업_20260223.csv
세림기계,금속가공제품 제조업,산업기계부품 절삭가공,전북특별자치도 전주시 덕진구 감수길 30-16,063-212-3009,전북특별자치도 전주시_제조업_20260223.csv
현종금속,금속가공제품 제조업,"금속절단, 절곡, 자동차부품 용접",전북특별자치도 전주시 덕진구 상리1길 51 (팔복동2가),063-214-3793,전북특별자치도 전주시_제조업_20260223.csv
㈜한설,금속가공제품 제조업,교통신호기 및 관련부품 제조,"전북특별자치도 전주시 덕진구 덕촌길 43, 1층",063-453-9000,전북특별자치도 전주시_제조업_20260223.csv
서호기계,금속가공제품 제조업,"금속절삭가공, 기계부품제작외",전북특별자치도 전주시 완산구 태평2길 14-1 (태평동),063-272-5963,전북특별자치도 전주시_제조업_20260223.csv
대신기계,금속가공제품 제조업,기계부품 기어,전북특별자치도 전주시 덕진구 팔복로 247 (여의동),063-214-3361,전북특별자치도 전주시_제조업_20260223.csv
새전북번호판,금속가공제품 제조업,자동차번호판,전북특별자치도 전주시 덕진구 동부대로 908,063-253-3113,전북특별자치도 전주시_제조업_20260223.csv
전주기계,금속가공제품 제조업,산업기계부품,전북특별자치도 전주시 덕진구 상리6길 21-2 (팔복동2가),063-213-7875,전북특별자치도 전주시_제조업_20260223.csv
(유한)전북번호판제작소,금속가공제품 제조업,자동차번호판,전북특별자치도 전주시 덕진구 동부대로 908 (호성동2가),063-253-3113,전북특별자치도 전주시_제조업_20260223.csv
전주연마,금속가공제품 제조업,정밀부품가공,전북특별자치도 전주시 덕진구 구렛들2길 15 (팔복동1가),063-213-9519,전북특별자치도 전주시_제조업_20260223.csv
기노이엔지,금속가공제품 제조업,"산업기계부품, 배관제작",전북특별자치도 전주시 덕진구 팔복로 251-9 (여의동),063-213-2220,전북특별자치도 전주시_제조업_20260223.csv
국제중기정비공업사,금속가공제품 제조업,건설기계부품,전북특별자치도 전주시 덕진구 추천로 25-15 (팔복동3가),063-212-4662,전북특별자치도 전주시_제조업_20260223.csv
제일기계산업,금속가공제품 제조업,"유압실린더, 기계부품",전북특별자치도 전주시 덕진구 원만성로 134 (팔복동2가),063-211-8152,전북특별자치도 전주시_제조업_20260223.csv
가람기계,금속가공제품 제조업,정밀부품기계,"전북특별자치도 전주시 덕진구 원만성로 21-30, 1층 (여의동)",063-905-0437,전북특별자치도 전주시_제조업_20260223.csv
(유한)엠아이알,금속가공제품 제조업,"금속가공,부품가공,시제품제작",전북특별자치도 전주시 덕진구 여산로 88-22 (여의동),063-904-3659,전북특별자치도 전주시_제조업_20260223.csv
(주)동진테크,금속가공제품 제조업,"자동차부품,태양광구조물",전북특별자치도 전주시 덕진구 초당길 60-4 (호성동1가),063-261-8436,전북특별자치도 전주시_제조업_20260223.csv
(유한)믿음공조시스템,금속가공제품 제조업,"에어컨부품, 자재, 덕트 외",전북특별자치도 전주시 덕진구 화전신정길 53-14 (화전동),063-276-4701,전북특별자치도 전주시_제조업_20260223.csv
지오레이저,금속가공제품 제조업,"철강재 절단 및 절곡(특장차용 붐대, 트랙터 등 농기계 부품)",전북특별자치도 전주시 덕진구 반룡로 76 (팔복동2가),063-213-3388,전북특별자치도 전주시_제조업_20260223.csv
미디어메이커스,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",동영상제작,"전북특별자치도 전주시 완산구 기린대로 209, 3층 4호 (서노송동,전주시사회혁신센터)",0507-1468-9125,전북특별자치도 전주시_제조업_20260223.csv
인터비타,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","가루미,디지털스코어보드","전북특별자치도 전주시 완산구 천잠로 303, 벤처창업관 314호 (효자동3가,전주대학교)",,전북특별자치도 전주시_제조업_20260223.csv
(주)케이제이테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","터치 모니터, 키오스크 모니터, 원격 전원관리 솔루션 등","전북특별자치도 전주시 덕진구 오공로 123, 1010호 (만성동,전북테크비즈센터)",,전북특별자치도 전주시_제조업_20260223.csv
플랜디랩스,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 프로그래밍,"전라북도 전주시 덕진구 반룡로 111, 3층 301호",063-255-8595,전북특별자치도 전주시_제조업_20260223.csv
(주)로마앤리서치,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","기타측정,시험.제어","전북특별자치도 전주시 덕진구 백제대로 567, 본관 113호 (금암동,농업생명과학대학)",063-270-2520,전북특별자치도 전주시_제조업_20260223.csv
㈜솔루션뱅크플러스,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","통신용하드웨어, 소프트웨어 외","전북특별자치도 전주시 덕진구 반룡로 109, 전북테크노파크벤처지원동505호",070-7503-4718,전북특별자치도 전주시_제조업_20260223.csv
㈜우리젠,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","Woori/FMS, Woori/SI, Woori/BEMS","전북특별자치도 전주시 덕진구 신복2길 10, 1층",02-6340-1551,전북특별자치도 전주시_제조업_20260223.csv
루센트,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전계발광 전광판,"전북특별자치도 전주시 덕진구 반룡로 109 (팔복동2가,전북테크노파크)",,전북특별자치도 전주시_제조업_20260223.csv
비나텍(주),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",슈퍼커패시터 제조,전북특별자치도 전주시 덕진구 운암로 15 (팔복동2가),063-715-3020,전북특별자치도 전주시_제조업_20260223.csv
㈜비전정보통신,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","영상감시장치, 출입통제시스템, 보안등 등","전북특별자치도 전주시 덕진구 만성북로 51-25, 스페이스온 3081호,3082호",070-7777-4452,전북특별자치도 전주시_제조업_20260223.csv
티마텍㈜,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",소프트웨어개발,전북특별자치도 전주시 덕진구 유상로 67 전주혁신창업센타,,전북특별자치도 전주시_제조업_20260223.csv
블루텍(유한),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",정보통신공사,"전북특별자치도 전주시 완산구 척동7길 16, 1층",063-903-3006,전북특별자치도 전주시_제조업_20260223.csv
(주)링스텔레콤,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",아파트 전자통합경비시스템 외,전북특별자치도 전주시 완산구 서곡2길 2-7 (효자동3가),063-213-9110,전북특별자치도 전주시_제조업_20260223.csv
(주)알에스솔루션즈,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통합주차관제 소프트웨어,"전북특별자치도 전주시 덕진구 만성북로 51-25, 스페이스온지식산업센타401호",02-6205-3500,전북특별자치도 전주시_제조업_20260223.csv
(주)씨알콤,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",인쇄회로기판 외,"전북특별자치도 전주시 덕진구 권삼득로 333, 3층 304호 (덕진동1가)",063-212-3311,전북특별자치도 전주시_제조업_20260223.csv
(주)나노전자,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","IRED Chip, VCSEL 소자,IRED Chip, VCSEL 소자","전북특별자치도 전주시 덕진구 반룡로 111, 101-1호 (팔복동2가)",,전북특별자치도 전주시_제조업_20260223.csv
이미지랩㈜,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","니노액정캡슐, 기술자문","전북특별자치도 전주시덕진구반룡로111지원동411호(팔복동2가,나노기술직접센터)",070-4400-8294,전북특별자치도 전주시_제조업_20260223.csv
(주)케이디에이,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",무선통신장비,"전북특별자치도 전주시 완산구 천잠로 303, 교수연구동 지하 (효자동2가,창업보육동)",,전북특별자치도 전주시_제조업_20260223.csv
데움아이티,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",소프트웨어 관리 및 유지,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가)벤처창업관 405호,070-4243-9119,전북특별자치도 전주시_제조업_20260223.csv
유니온골든리치,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",웨어러블 기기,"전북 전주시 완산구 아중로 33, 전주정보문화산업진흥원 1인창조비즈센터동 2층 213호 (중노송동)",070-8273-5867,전북특별자치도 전주시_제조업_20260223.csv
지시스템(유한),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",시스템 소프트웨어 개발 및 공급업 주요제품(상품),"전북특별자치도 전주시 덕진구 기린대로 418, 13층 1312호 (금암동,우석빌딩 창업보육센터내)",,전북특별자치도 전주시_제조업_20260223.csv
디엠텍(유한),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",기타 전자부품 제조,"전북특별자치도 전주시 완산구 봉곡로 140, 207동 101호 (효자동2가,더샵효자2차아파트)",,전북특별자치도 전주시_제조업_20260223.csv
㈜비아,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",농업용 로봇 관제 시스템 외,"전북특별자치도 전주시 덕진구 유상로 67, 513호 (팔복동2가,전주혁신창업허브)",063-211-0814,전북특별자치도 전주시_제조업_20260223.csv
(유한)유엔에스테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","CCTV, NVR,통신공사",전북특별자치도 전주시 덕진구 조경단로 90 (금암동),063-246-1464,전북특별자치도 전주시_제조업_20260223.csv
(주)코붐,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",응용 소프트웨어 개발,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가)벤처창업관 405호,,전북특별자치도 전주시_제조업_20260223.csv
픽스아이티,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",소프트웨어,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가),,전북특별자치도 전주시_제조업_20260223.csv
온오프랩,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",가전/ 컴퓨터/사무용품,"전북특별자치도 전주시 완산구 천잠로 303, 전주대학교 본관동 B1층 B103호 (효자동2가)",,전북특별자치도 전주시_제조업_20260223.csv
(유한)미들텍,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","소프트웨어, 정보처리기술용역외",전북특별자치도 전주시 덕진구 아중로 132-1,063-244-6500,전북특별자치도 전주시_제조업_20260223.csv
(주)아이트론,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",기타 전자 부품 제조업,"전북특별자치도 전주시 덕진구 반룡로 109, 209호 (팔복동2가,벤처지원동)",042-932-1120,전북특별자치도 전주시_제조업_20260223.csv
(주)이에스테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",불법주정차 무인단속 시스템개발 및 CCTV 제조,"전북특별자치도 전주시 덕진구 우아10길 17-20, 201호",063-714-3775,전북특별자치도 전주시_제조업_20260223.csv
비티에스(유한),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상감시장치(CCTV) 제작 및 시공 외,전북특별자치도 전주시 덕진구 팔복로 17-6 (팔복동2가),063-213-9213,전북특별자치도 전주시_제조업_20260223.csv
(주)애드아임,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","엣지디바이스, 데이터학습시스템","전북특별자치도 전주시 덕진구 유상로 67, 606호 (팔복동2가,전주혁신창업허브)",063-219-0302,전북특별자치도 전주시_제조업_20260223.csv
(주)큰손,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 제조업,"전북특별자치도 전주시 덕진구 세병로 136, 1105동 2504호 (송천동2가,에코시티더샵3차아파트)",,전북특별자치도 전주시_제조업_20260223.csv
(주)대운디엔씨,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",기타 주변기기 제조,"전북특별자치도 전주시 완산구 서곡로 13, 상가동 104호 (효자동3가,서곡대림아파트)",,전북특별자치도 전주시_제조업_20260223.csv
타임트랙,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",유선통신장비 방송장비 이동전화기,"전북특별자치도 전주시 덕진구 인교9길 27-9 (우아동1가,노블원룸)",,전북특별자치도 전주시_제조업_20260223.csv
넷시티 협동조합,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",홈페이지 디지털체험 영상제작,"전북특별자치도 전주시 덕진구 권삼득로 233, 201호",063-232-1795,전북특별자치도 전주시_제조업_20260223.csv
(주)제우,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",지능통 서브 컨트롤러,"전북특별자치도 전주시 덕진구 반룡로 109, A동 306호 , 308호 (팔복동2가,테크노빌)",063-214-9663,전북특별자치도 전주시_제조업_20260223.csv
㈜소더코드,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","소프트웨어개발, 전자감지장치 제조","전북특별자치도 전주시 덕진구 만성북로 21-26, 4층 402호(만성동,전북콘텐츠기업지원센터)",070-4077-0327,전북특별자치도 전주시_제조업_20260223.csv
(주)디오,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",비디오 및 기타 영상기기 제조,"전북특별자치도 전주시 덕진구 만성중앙로 25, 4층 402호 (만성동)",,전북특별자치도 전주시_제조업_20260223.csv
(주)투디에피,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조,"전북특별자치도 전주시 덕진구 백제대로 567, 308호 (금암동,전북대창업보육2센터)",,전북특별자치도 전주시_제조업_20260223.csv
(주)바이오융합기술,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자기기부품,"전북특별자치도 전주시 덕진구 심방죽1길 21-2, 2층",,전북특별자치도 전주시_제조업_20260223.csv
(유한)체이스몰,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터,"전북특별자치도 전주시 완산구 호암로 19, 401호 (효자동2가,에이119호)",,전북특별자치도 전주시_제조업_20260223.csv
㈜웰정보통신,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","cctv, 통신마감자재",전북특별자치도 전주시 덕진구 전미로 269,063-246-9942,전북특별자치도 전주시_제조업_20260223.csv
(주)쉐릿,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",플랫폼,"전북특별자치도 전주시 덕진구 만성북로 21-26, 304호 (만성동,전북콘텐츠기업육성센터)",070-7798-2008,전북특별자치도 전주시_제조업_20260223.csv
(유한)에스테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조,"전북특별자치도 전주시 덕진구 틀못4길 31, 4층 401호 (장동,이노빌딩)",063-214-2006,전북특별자치도 전주시_제조업_20260223.csv
(유한)선진정보,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",무선 통신장비 제조,전북특별자치도 전주시 완산구 장승배기로 318-6 (서서학동),063-276-8847,전북특별자치도 전주시_제조업_20260223.csv
솔로몬테크놀로지,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",방송장비,"전북특별자치도 전주시 완산구 천잠로 235, 전주비전대 미래관1층 9102호",063-905-1300,전북특별자치도 전주시_제조업_20260223.csv
드림파크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",응용 소프트웨어 개발 및 공급업,"전북특별자치도 전주시 덕진구 상리1길 34, 2층 201호(팔복동2가)",063-272-3128,전북특별자치도 전주시_제조업_20260223.csv
(주)에이치아이유,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",기타 전자부품,"전북특별자치도 전주시 완산구 우전로 339, 301호 (효자동3가,송강빌딩)",,전북특별자치도 전주시_제조업_20260223.csv
주식회사 이드라이브,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",탄소배출 감축연계 데이터 수집 장치(OBD) 및 Backend 시스템 개발,"전북특별자치도 전주시 덕진구 백제대로 567, 전북대학교 창업보육2센터 309호 (금암동)",063-270-4256,전북특별자치도 전주시_제조업_20260223.csv
(유한)허브컴퓨터,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 제조,"전북특별자치도 전주시 완산구 중산중앙로 21, 302동 168호 (중화산동2가)",0507-1371-3103,전북특별자치도 전주시_제조업_20260223.csv
주식회사 엘아이엔티,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",소프트웨어개발,"전북특별자치도 전주시 덕진구 콩쥐팥쥐로 1515, 교 창업보육센터114호 (중동,한국농수산대학)",063-227-7973,전북특별자치도 전주시_제조업_20260223.csv
엘펙,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",식물재배용LED모듈,"전북특별자치도 전주시 덕진구 만성북로 51-25, 3층 3028, 3029, 3030, 3031호(만성동, 스페이스온지식산업센터)",063-277-9662,전북특별자치도 전주시_제조업_20260223.csv
스테컴,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",무대제작,"전북특별자치도 전주시 완산구 백제대로 31, 1동 205호 (삼천동1가,신일아파트)",,전북특별자치도 전주시_제조업_20260223.csv
도형스카시,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",인쇄회로기판용적출판,전북특별자치도 전주시 완산구 전라감영2길 25-4 (다가동3가),063-287-8543,전북특별자치도 전주시_제조업_20260223.csv
신신,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",디지털도어락 실장기판,"전북특별자치도 전주시 완산구 양지2길 52-7, 116동 401호 (평화동2가,동신아파트)",063-903-1055,전북특별자치도 전주시_제조업_20260223.csv
플러스그룹,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자부품 제조,전북특별자치도 전주시 완산구 신촌3길 2-3 2층,063-900-3999,전북특별자치도 전주시_제조업_20260223.csv
아두로봇,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",기타 전자부품 제조,전북특별자치도 전주시 완산구 서곡7길 14-1 (효자동3가),063-251-2268,전북특별자치도 전주시_제조업_20260223.csv
(주)경원통신건설,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전기전자부품 제조,"전북특별자치도 전주시 덕진구 정여립로 1115, 510호 (만성동,나눔둥지타운)",063-213-2700,전북특별자치도 전주시_제조업_20260223.csv
(주)지엔콤,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상감지장치,전북특별자치도 전주시 완산구 군자길 17 (평화동3가),063-271-4222,전북특별자치도 전주시_제조업_20260223.csv
(유)꽃탑월드,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",CCTV.출입통제장치,전북특별자치도 전주시 덕진구 도당산로 45-1,063-247-1090,전북특별자치도 전주시_제조업_20260223.csv
(유)광신사,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전기공사,전북특별자치도 전주시 덕진구 숲정이2길 28,063-284-4753,전북특별자치도 전주시_제조업_20260223.csv
㈜아이엠시티,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상감지 소프트웨어개발,"전북특별자치도 전주시 덕진구 만성북로 47, 전주만성타워1동409호",063-271-7193,전북특별자치도 전주시_제조업_20260223.csv
(유)세화테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",어학실습기,전북특별자치도 전주시 덕진구 삼거1길 68,063-287-2617,전북특별자치도 전주시_제조업_20260223.csv
삼성씨앤에스㈜,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",CCTV,전북특별자치도 전주시 덕진구 기린대로 383,063-277-7377,전북특별자치도 전주시_제조업_20260223.csv
비투엠,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",재활 훈련용 런닝머신,전북특별자치도 전주시 덕진구 구렛들2길 53 (팔복동1가),063-274-2894,전북특별자치도 전주시_제조업_20260223.csv
타이밍,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상스위치,전북특별자치도 전주시 완산구 서원로 365,050-5664-9710,전북특별자치도 전주시_제조업_20260223.csv
(주)아람솔루션,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","비센,큐크,무선모듈","전북특별자치도 전주시 완산구 홍산북로 60-10, 2층 (효자동3가)",063-236-1941,전북특별자치도 전주시_제조업_20260223.csv
(주)트레디오,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","전자부품, 소프트웨어 개발","전북특별자치도 전주시 덕진구 틀못4길 27, 503호 (장동,온빛빌딩)",070-7508-7207,전북특별자치도 전주시_제조업_20260223.csv
건일정보통신(주),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",보안용 카메라 주변기기,전북특별자치도 전주시 완산구 전룡로 58 (서신동),063-255-4288,전북특별자치도 전주시_제조업_20260223.csv
(주)씨티정보통신,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","전광판, 방송장비, cctv영상정보통신장비","전북특별자치도 전주시 완산구 홍산남로 73, 3층 302호 (효자동3가,에이치라라빌딩)",063-272-6223,전북특별자치도 전주시_제조업_20260223.csv
(유)모던시티,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","소프트웨어, 문화컨텐츠 및 영상개발 외","전북특별자치도 전주시 덕진구 권삼득로 233, 301호",063-232-1795,전북특별자치도 전주시_제조업_20260223.csv
(주)비젼테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신장비 및 부품,전북특별자치도 전주시 완산구 전룡로 64 (서신동),063-252-3009,전북특별자치도 전주시_제조업_20260223.csv
(주)유비코스,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","소프트웨어,버스정보안내장치","전북특별자치도 전주시 완산구 신촌4길 16, 201호 (중화산동2가)",063-286-0801,전북특별자치도 전주시_제조업_20260223.csv
(유)누리미르정보통신,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","CCTV,엠프","전북특별자치도 전주시 완산구 전주객사3길 62, 8층 802호 (고사동,뉴롯데오피스텔)",063-275-1045,전북특별자치도 전주시_제조업_20260223.csv
중앙정보테크(주),"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","마이크로 필름, 광디스크 제조",전북특별자치도 전주시 완산구 서신천변13길 10-8 (서신동),063-275-8254,전북특별자치도 전주시_제조업_20260223.csv
(주)솔테크,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신장비 외,전북특별자치도 전주시 완산구 서곡5길 9-4 (효자동3가),063-246-3690,전북특별자치도 전주시_제조업_20260223.csv
(주)비젼웨이브,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상감시장치.cctv,전북 전주시 완산구 중인3길 10 (중인동),063-236-7913,전북특별자치도 전주시_제조업_20260223.csv
㈜동서엔지니어링,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",CCTV 제조,전북특별자치도 전주시 완산구 구덕마을길 7,063-224-3879,전북특별자치도 전주시_제조업_20260223.csv
