업체명,전화번호,본사 소재지(도로명),산업분류,주생산품
대광산업,054-474-1794,경상북도 구미시 도개면 신곡길 11,20302,포장용pe완충재
대광정밀,054-464-5501,경상북도 구미시 수출대로 9길 50-79,29294,휴대폰 금형 제작 및 수리
대광정밀,054-463-1792,경상북도 구미시 산호대로 116-7,29299,2차전지 부품가공
대교전자,054-462-8005,경상북도 구미시 1공단로212 한라시그마밸리 1102호,28429,LED조명
대구종합유리,054-473-6191,경상북도 구미시 장천면 송신로 671,23111,복층유리
대길포장산업(주),054-471-4924,경상북도 구미시 산동읍 동곡3길 42,17212,골판지상자
대덕포장,054-473-6702,경상북도 구미시 장천면 126-6,20202,비닐포장지
대동공업,054-461-1292,경상북도 구미시 비산으로 138,25924,철판절단절곡
대동엔지니어링,054-443-2002,경상북도 구미시 1공단로 212 한라시그마밸리922호,27199,바람개비 제습장치(냉난방)
대동전기,054-461-6854,경상북도 구미시 비산으로 3길 9,29199,모터
대동통신㈜,054-465-6001,경상북도 구미시 수출대로9길79,26422,휴대폰완제품
대륙산업,054-453-4005,경상북도 구미시 고아읍 대평14길 64,23999,반도체 부품
대림나노테크,,경상북도 구미시 1공단로 4길 141-40,26299,에어콕
대림테크,054-471-9692,경상북도 구미시 해평이면 경상북도 구미시 해평1길 63,29210,농자재
대명 TECH,054-462-4607,경상북도 구미시 1공단로 7길 58-28,25999,금형
대명ENG,,경상북도 구미시 산호대로 130-72,27216,공장자동화 전기판넬
대명산업,,경상북도 구미시 해평면 도신로 162-34,29241,실린더
대명산업사,054-461-5001,경상북도 구미시 수출대로 107,22241,자동차범퍼
대명장례토탈,,경상북도 구미시 선산읍 선상서로 264-8(죽장리),23919,묘비석
대명전자㈜,054-482-1221,경상북도 구미시 수출대로 107,22241,자동차부품(범퍼)
대명테크,,경상북도 구미시 1공단로7길 36-18 (공단동),25929,부품가공제조
대미산업,,경상북도 구미시 1공단로 7길 14-23,24212,알루미늄절단가공
대본,,경상북도 구미시 3공단 3로 46-91(태성전기 내),25112,copper capillary 절단
대산정밀,054-465-4419,경상북도 구미시 수출대로 5길 15,29294,사출금형
대산정밀,054-464-4253,경상북도 구미시 1공단로 6길 8,26271,자동화부품기계
대산포장,054-474-2005,경상북도 구미시 해평이면 월호3길 37,17212,골판지상자
대산환경㈜,054-472-2211,경상북도 구미시 장천면 하장2길 299-17,23312,석고보드재활용
대성ENG,,경상북도 구미시 산호대로 130-16,26129,반도체장비
대성산업,054-471-9442,경상북도 구미시 산동읍 첨단기업로 127-50,16231,목재파렛트
대성섬유,054-461-2851,경상북도 구미시 1공단로 6길 64-23,13213,폴리에스테르원단
대성엔지니어링,,경상북도 구미시 비산으로 138 11동,25924,자동화장비부품
대성이엔지,,경상북도 구미시 산호대로 116-39,29142,기어및 동력전달장치
대성이피,054-476-1233,경상북도 구미시 산동읍 성수4길 44,22299,벤틀러
대성인베스트,,경상북도 구미시 1공단로 6길 8,29294,전대차
대성정밀,054-461-8520,경상북도 구미시 비산으로 115-10,25929,반도체 자동화부품
대성정밀㈜,054-463-3114,경상북도 구미시 1공단로 7길 14-1,26299,하우징
대성코팅㈜,054-462-3060,경상북도 구미시 1공단로 4길 141-25,25923,휴대폰밧데리 커버 도장
대신뉴텍,054-473-8042,경상북도 구미시 옥계 2공단로 5길 32,32100,"자동차부품, 시트커버류 튜브"
대아리드선㈜,054-461-4226,경상북도 구미시 수출대로 9길 50-40,26111,Read wire(전자부품)도금
대아산업㈜ 2공장,054-463-2883,경상북도 구미시 수출대로9길50-49,17212,골판지상자
대아산업㈜ 본사,054-461-8991,경상북도 구미시 수출대로 9길 50-49,17212,골판지상자
대암정밀,054-471-1774,경상북도 구미시 선산대로 556-30,25119,정밀가공품
대양산업,,경상북도 구미시 1공단로 7길 58-27,29229,기계부품제조
대양전자㈜,054-475-8147,경상북도 구미시 옥계2공단로 46-14,22251,스티로폼
대양정밀,054-465-5139,경상북도 구미시 신비로 131,23100,의료기기 자동화 부품가공
대엽정밀,054-474-7107,경상북도 구미시 산동읍 강동로 1089-18,25914,금형제조
대영HM,054-473-2950,경상북도 구미시 고아읍 이례로 26,26299,전자부품
대영산업,,경상북도 구미시 산동읍 적림리 48-1,20202,폐합성수지
대영산업,,경상북도 구미시 1공단로 5길 24-2,22249,손잡이부품
대영산전,054-461-8601,경상북도 구미시 고아읍 논공단지길 35-27,28123,배전반 및 자동제어반
대영수출포장,054-482-2783,경상북도 구미시 고아읍 오로 6길 34,17212,골판지상자
대영엔지니어링,054-462-8362,경상북도 구미시 1공단로 6길 39-24,26299,휴대폰자동화설비
대영정밀,054-474-2185,경상북도 구미시 수출대로9길76,25913,프레스전자부품
대영하네스,054-482-4906,경상북도 구미시 고아읍 황산길 13,28909,하네스
대운테크,,경상북도 구미시 산동읍 임천임덕로 272,25929,금형제작
대원기계,,경상북도 구미시 1공단로 7길 58-27,29229,기계부품
대원테크,054-462-1804,경상북도 구미시 수출대로 354-30,25929,기계부품가공
대원테크,054-471-5095,경상북도 구미시 산동읍 강동로 677,30400,정류자
대윤엔지니어링,054-457-2255,경상북도 구미시 1공단로 6길 181,30399,공장자동화제어기
대윤정공,054-462-2521,경상북도 구미시 옥계 2공단로 75,25929,용접가공
대일기계,,경상북도 구미시 1공단로 7길 58-27,29229,기계부품 제조
대일수지,,경상북도 구미시 고아읍 원대로 13길 82,20203,재생수지 인코더
대일정밀,054-461-1347,경상북도 구미시 비산로 5길 34-18,26299,자동화기계제작
대일정밀,054-475-5063,경상북도 구미시 1공단로 6길 8,26299,자동차부품가공
대정ENG,054-463-4848,경상북도 구미시 수출대로9길68-28,26299,기계부품가공
대주 ENG,054-461-0411,경상북도 구미시 1공단로 10길 73-2,29299,반도체프레임 용접
대진레이져,054-714-3598,경상북도 구미시 산호대로 142-22,29199,전자통신부품
대진산업,054-482-6133,경상북도 구미시 고아읍 포아로 626,26299,리모콘
대진인텍,,경상북도 구미시 산동읍 첨단기업로 127-49,29299,atm기계 플라스틱도색
대진테크,,경상북도 구미시 1공단로7길8,29294,휴대폰 금형제작
대진테크,054-456-2768,경상북도 구미시 고아읍 봉한 911-41,26529,전자부품(하네스)
대진테크,,경상북도 구미시 수출대로225-29,29299,자동화장비부품
대진특수오링,054-465-5705,경상북도 구미시 비산동 350번지,29294,불소 오링
대창엔프라,054-473-0845,경상북도 구미시 장천면 하장2길 274-9,20202,세라믹반도체부품
대천환기닥트,054-473-0428,경상북도 구미시 장천면 하장리 583-4,24329,닥트제작
대통ENG,054-462-3652,경상북도 구미시 산동읍 첨단기업7로 9,29299,자동화 설비제작
대한기계,,경상북도 구미시 1공단로 7길 58-27,29229,기계부품제조
대한래핑,054-462-7087,경상북도 구미시 비산으로 5안길 5-70,29294,금형제작
대한엔지니어링,054-463-2430,경상북도 구미시 비산동 24-1,26294,금형임가공
대한엔지니어링,054-464-9014,경상북도 구미시 산호대로 104-11,29294,함대함 부속품
대한윈텍,054-465-7519,경상북도 구미시 1공단로4길 141-30 (공단동),25929,휴대폰부품
대한이엔지,,경상북도 구미시 산동읍 성림길43-12(적림리),26299,lcd부품
대한종합수지,054-462-6400,경상북도 구미시 비산로 115-22,22299,합성수지가공
대화방전,054-461-0366,경상북도 구미시 비산로 5길 34-9,29294,금형임가공
대화테크,054-462-9032,경상북도 구미시 수출대로 9길 68-45,30299,자동차금형가공(TV)
대화통신,054-461-5984,경상북도 구미시 1공단로 2길 5,26299,전자부품
대흥수지,054-472-1067,경상북도 구미시 장천면 신장2길 86,20203,PE 
더쎈,070-4942-2419,경상북도 구미시 1공단로 6길 151-36,27215,자동제어 판넬기기
더원산업(주),054-476-6779,경상북도 구미시 3공단로 89-28 A동,16229,조립식불연패널
더테크,,"경상북도 구미시 야은로 37, 구미대학교 창업 보육센터 벤처관 104",13994,섬유
덕암정밀,054-461-8969,경상북도 구미시 수출대로5길28,29294,"금형(휴대폰,자동차)"
(주)탑엔지니어링,054-482-0342,경상북도 구미시 고아읍 농공단지길 53-17,26129,"LCD장비, 반도체장비"
덕우전자3사업장,054-474-9661,경상북도 구미시 산동읍 첨단기업 7로 98-23,27302,카메라오토모듈
덕우전자㈜,054-474-9661,경상북도 구미시 산동읍 첨단기업 7로 98-23,27302,카메라오토모듈
덕우테크,054-456-2777,경상북도 구미시 고아읍 봉한4길 28,25944,a/cover 전장부품
덕원ENG,054-471-7713,경상북도 구미시 첨단기업 2로 36-6,29294,전자금형
덕풍세라믹,054-472-3980,경상북도 구미시 정천면 강동로 225-40,26129,세라믹
도경정밀,,경상북도 구미시 1공단로10길89,29199,자동화기기부품
도레이배터리세퍼레이터필름한국(유),054-440-7021,경상북도 구미시 산동읍 첨단기업7로 50,28202,배터리 분리막(필름)
도유 ENG,054-465-1736,경상북도 구미시 오태3길 68,29132,펌프
돌담테크,,경상북도 구미시 중앙로 21길 11,26299,미니압출기
돌미소,054-482-3812,경상북도 구미시 옥성이면 옥관구평길 40,23919,경계석
동경전자산업,054-471-0141,경상북도 구미시 수출대로 구길 26-40,26329,케이지
동경정밀,054-471-4456,경상북도 구미시 산동읍 첨단기업5로 139-24,25924,금형가공
동광화섬(주) 4공장,054-461-3042,경상북도 구미시 수출대로 9길 68-35,13104,섬유제조업
동기몰드,,경상북도 구미시 산호대로 354-32,29294,금형
동기조각,,경상북도 구미시 산호대로 354-32,29294,금형
동도산업,054-473-3016,경상북도 구미시 3공단1로 100-24(시미동),28928,금속가공(용접)
동락기전,054-471-9421,경상북도 구미시 3공단1로 289-2,28120,인버터(전자제어기기)
동림,,경상북도 구미시 야은로 37 벤처창업과 206호,26519,DID
동명ENG,054-472-5573,경상북도 구미시 산호대로 154-40,25913,금속가공
동명공업,,경상북도 김천시 이전(주소 모름),29229,기계부품
동명산업,054-474-6671,경상북도 구미시 해평이면 월호 3길 57(월호리),25119,판넬(샌드위치조립식판넬)
동명스크린,054-461-4419,경상북도 구미시 산호대로 363,26299,스크린인쇄
동백이엔지,054-475-8460,경상북도 구미시 산호대로 354-40 3동,24199,철구조물제작
동부시스템 ,054-463-9913,경상북도 구미시 수출대로77,29199,기계부품
동산테프,054-462-4484,경상북도 구미시 1공단로 6길 64-23,13999,농자재밸트지퍼원단
동서씽크,054-461-9040,경상북도 구미시 왕산로 3길 13,32021,씽크가구
동서하이텍,054-462-4661,경상북도 구미시 수출대로9길26-30,26129,반도체장비각종부품
동신휀스철망공업사,054-474-8581,경상북도 구미시 해평이면 월호리333,25943,철망
동심테크,,경상북도 구미시 산동읍 임봉길 64,29199,휴대폰부품
동아중기종합정비,,경상북도 구미시 산동읍 강동로 902-8,30400,포크레인 중장비
동아프로젝트,054-455-0455,경상북도 구미시 형곡으로 26,33999,테스트박스(지그류)
동안넥스,070-5222-0501,경상북도 구미시 산동읍 산호대로 1105-33,22222,TV에어컨 커브사출
동암기계,,경상북도 구미시 1공단로 7길 58-27,29229,기계부품제조
동우정밀,054-464-4315,경상북도 구미시 1공단로 7길 36-20,26299,자동화정비
동우테크,054-465-9834,경상북도 구미시 비산로 3길 12,29294,LCA금형부품
동원산업,,경상북도 구미시 수출대로 7길 90-1,18129,tv설명서 인쇄
동원엔지니어링,054-977-0264,경상북도 구미시 3공단 1로 94,26299,자동화기계
동은,054-463-0128,경상북도 구미시 수출대로3길55,29224,사출핀
동일연마,,경상북도 구미시 1공단로 7길 58-27,29176,기계부품제조(연마)
동진기공사,054-473-2556,경상북도 구미시 산동읍 임천인덕로 260,29229,도소매
동창연마,,경상북도 구미시 1공단로 7길 58-27,29176,기계부품(연마)
동천수지,054-475-3634,경상북도 구미시 장천면 장군로 216-49,20203,pp
동해테크,,경상북도 구미시 신비로 153-15,29229,기계부품가공(MCT)
동호테크,054-474-2245,경상북도 구미시 산동읍 동백로 243,33999,램프부품
두경테크,054-465-9712,경상북도 구미시 수출대로 5길 15,29163,와이어셀프
두꺼비정공,,경상북도 구미시 1공단로 7길 58-27,29229,기계부품
두산정밀공업,054-475-4168,경상북도 구미시 산동읍 첨단기업1로 82-15,25924,베이스
두산탑머신(주),,경상북도 구미시 산호대로 130-76,29180,공작기계
두연테크,,경상북도 구미시 산호대로 354-32,28909,전기판넬제작
두영,054-463-7755,경상북도 구미시 1공단로 6길 8,13229,폴리에스테르제조(임가공)
두원엔지니어링,,경상북도 구미시 비산으로 138 11동,25924,자동화장비부품
두일테크,,경상북도 구미시 산호대로 412,29294,지동화장비금형
두진테크,,경상북도 구미시 수출대로 5길 15,25924,기계부품가공
드림에스엔피,054-463-3426,경상북도 구미시 상사동로 98-1 1층 2호,18119,인쇄물
드림이엔지㈜,054-716-1601,경상북도 구미시 1공단로 6길 64-23,25924,정밀부품가공(금속가공)
디.와이.텍,054-473-6827,"경상북도 구미시 4공단로 7길 23-39, B동 (구포동)",26129,반도체 설비 부품
(주)톱텍,054-472-1100,경상북도 구미시 산동읍 첨단기업5로 140-22,29199,자동화설비 장비 및 방송장비
디아이테크,,경상북도 구미시 수출대로9길16,32100,PBC임가공
디앤티글로벌,,경상북도 구미시 산동면 임천임덕로 140,20129,식물비료
디에스유,054-462-6152,경상북도 구미시 1공단로 212 (공단동 한라시그마 밸리 231호),25200,모터수리
디에스테크,054-476-2150,경상북도 구미시 산동면 성수4길 18,30110,"유공압,전자부품"
디에스테크,054-465-3013,경상북도 구미시 1공단로 6길 39-32,25924,절삭가공
디에스테크,054-462-8186,경상북도 구미시 수출대로 161 8동,29294,금형
디에스티,054-474-7831,경상북도 구미시 3공단3로 46-67,26262,배터리 부품
디에스티,054-476-7905,경상북도 구미시 산동읍 첨단기업로127-41,29299,LCD제조장비부품
디에스티㈜,054-482-3121,경상북도 구미시 고아읍 파산2길 9-1,25929,전자부품
디에이에스(DAS),054-462-7862,경상북도 구미시 1공단로 212 한라시그마밸리 1010호,29199,자동화설비
디엔케이,054-462-0837,경상북도 구미시 산호대로 142-19,26219,휴대폰부품레이져조립
디엠뷰,,"경상북도 구미시 1공단로 144, 창업보육센터 307-1(공단동)",29229,기계설비제작
디엠텍스,,경상북도 구미시 1공단로 6길 103-73,13104,연사
디엠티(DMT),054-463-0153,경상북도 구미시 옥계2공단로 311-6(구포동),29294,금형표면처리
디오테크,054-715-2814,경상북도 구미시 산동읍 첨단기업로17 구미전자정보기술원 성장관104호,29299,진공코팅설비
디원시스템,,경상북도 구미시 수출대로225-40 1층,28909,판넬제작
디지케이디지털,,경상북도 구미시 야은로 37 창업보육센터 302 (구미대학교),26211,pcb보드프로그램
디지털프린팅시스템,,경상북도 구미시 수출대로152 1동4층424호,18119,인쇄
라온솔루션,,경상북도 구미시 수출대로 161 9동,29199,자동화기계부품
라이스팜,,경상북도 구미시 1공단로 86-23,10619,누룽지
라인텍,054-473-2525,경상북도 구미시 인동 46길 5-36,26224,전원공급장치
럭키알텍㈜,054-461-4200,경상북도 구미시 1공단로 7길 14-23,24219,알루미늄튜브
레이저테크,054-462-0223,경상북도 구미시 산호대로 877 105호,26299,TV전자부품
로드시스템,054-481-8277,경상북도 구미시 고아읍 농공단지길 35-23,20202,미끄럼 방지포장대
로드테크,054-474-8422,경상북도 구미시 산동읍 임천인덕로 268,29294,자동차금형
로보스타 구미영업소㈜,,"경상북도 구미시 1공단로 212, 511호(한라시그마밸리)",29280,산업용로봇
루미나래,,경상북도 구미시 1공단로144 창업보육센타 201,30332,농자재밸트지퍼원단
룩스텍,054-464-1172,경상북도 구미시 산호대로 363,28410,LED조명
류천화섬㈜,054-461-1744,경상북도 구미시 1공단로 6길 151-67,13104,폴리에스터 연신사
리더테크,054-476-0911,경상북도 구미시 수출대로1길50,26129,반도체부품소재
리엔창코리아㈜,,경상북도 구미시 구미대로 218 4층,26299,TV부품
마그텍㈜,054-462-5306,경상북도 구미시 1공단로 236,22299,plastic magnet
마루이엔지,054-462-4403,경상북도 구미시 1공단로 4길 141-30번지 사동,29229,부품(2차 전지가공)
마스시스템,054-471-9765,경상북도 구미시 산동읍 첨단기업5로 10-171,27216,자동화장비
마스타정밀,054-469-7454,경상북도 구미시 수출대로228,25929,기계부품
마이셀텍,070-7520-3826,경상북도 구미시 수출대로 152 518호,26111,IC칩
만경정밀,,경상북도 구미시 신비로 141,26299,기계부품
만능정밀엔지니어링 고아공장,,경상북도 구미시 고아읍 송림2길 18,25924,기계공구부속품
만평테크,,경상북도 구미시 비산으로 107-12,25111,금형
매스이엔지,,경상북도 구미시 수출대로 9길 26-31 A,29229,자동화장비
매직테크,054-471-6703,경상북도 구미시 산호대로 116-14,29294,금형
맥스원,,경상북도 구미시 수출대로9길16,26422,pcv기관
머스코코리아 ,054-451-8010,인천광역시 서구 청라 한내로 96 하이엘에스페이스 9층,28422,투광등기구
멀티텍,,경상북도 구미시 1공단로6길 53-38,23129,가공글라스
메디앗㈜,054-465-0438,경상북도 구미시 산호대로 141-19 2층,27216,자동화기기
메타멜,054-458-7900,경상북도 구미시 형곡동로 2길 11-19,29271,반도체검사용기기
명랑 ENG,,경상북도 구미시 비산로 5안길 204호,33999,산업기계제작(용접)
명성기계,054-464-5579,경상북도 구미시 비산로 5길 34-3,25932,금속공작가공
명성수지,,경상북도 구미시 장천면 신장2길 82-6,20203,PE 
명성절단절곡,054-453-0504,경상북도 구미시 신비로 171,29223,철물맨홀뚜껑(용접)
명성창호유리상사,054-455-7208,경상북도 구미시 고아읍 선산대로 360,23112,PUC샷시
명성테크,054-461-9671,경상북도 구미시 수출대로 9길 68-46,28123,전기판넬 제어반
명성하이텍,054-473-2459,경상북도 구미시 산동읍 첨단기업 7로 98-16,26129,SMT
명신하이테크,054-461-8712,경상북도 구미시 왕산로 3길 22-5,26299,TV 정밀제품부품
명진산업㈜,054-462-0490,경상북도 구미시 1공단로212 한라시그마밸리 617호,23999,창호금속제작
명진산업톱밥,054-476-6642,경상북도 구미시 장천면 송신로 465,16299,톱밥
명진실업,054-463-3205,경상북도 구미시 1공단로 6길 180-40,25923,전기전자부품
명진전자,054-453-8035,경상북도 구미시 고아읍 봉한4안길 15-6 ,10284,인서트케이블
명진정공,054-461-4177,경상북도 구미시 수출대로7길90-1,29294,금형제작
명진테크,,경상북도 구미시 해평면 월호리 3길 37,17229,골판지상자
모세메디,054-461-4737,경상북도 구미시 산호대로 253 A-402호,27119,초음파미용기
몰드 앤 파트,,경상북도 구미시 산호대로 130-13 2동,25913,금형부품몰드 베이스
몰드컴퍼니,,경상북도 구미시 수출대로9길26-41,26429,휴대폰지그
무을농협발효사료(TMF),054-482-4589,경상북도 구미시 무을면 문화마을길 9,10802,소사료
미도산업,054-461-1701,경상북도 구미시 1공단로138,25914,레이저절공(부품)
미래ENG,054-463-9667,경상북도 구미시 산호대로 130-60,29172,크린장비
미래비철,054-471-6767,경상북도 구미시 비산로 117,25924,알루미늄
미래산업,054-473-6388,경상북도 구미시 산동읍 적림3길 116,17223,종이컵생산
미래텍스타일,054-462-1134,경상북도 구미시 1공단로 6길 64-23,13213,섬유원사
미래하이텍,054-463-1451,경상북도 구미시 비산으로 7길 38-7,26299,기계부품
미르테크,,경상북도 구미시 옥계2 공단로 71,26129,반도체 부품
미성아그로,,경상북도 구미시 장천면 장군로 216-45,29210,농기계
미성절곡,054-464-3838,경상북도 구미시 수출대로 161,25111,금속절단절곡
미진컨테이너하우징,054-461-2542,경상북도 구미시 오태길 26,30203,컨테이너
미현테크,054-461-7758,경상북도 구미시 비산로 7길 41,25929,기계부품가공
민석연마,054-464-4104,경상북도 구미시 비산로 7길 38 1층,26299,샤프트
민성정밀,,경상북도 구미시 수출대로5길15,25924,휴대폰케이스
민이엔지,,경상북도 구미시 산동읍 임천인덕로 278,29294,용접
민테크,054-465-4110,경상북도 구미시 수출대로 5길 50-17,29299,와이어컷팅
밀레니엄인텍,054-972-4096,경상북도 칠곡군약복면무림리 712-1,22299,생활용품(가정용)
밀밀루멘,054-600-0005,경상북도 구미시 산호대로 142-5,26299,광케이블 커넥터
바로테크,054-462-6684,경상북도 구미시 비산으로 138 5동,29294,기계부품가공
바로텍,054-463-3405,경상북도 구미시 1공단로7길36-22,29299,디스플레이부품
바른정밀,054-471-7532,경상북도 구미시 산동읍 성수4길 23,25913,자동차 금속 입형제품
반석정밀,054-463-7889,경상북도 구미시 비산으로 138 8동,29294,자동화장비부품(안경테)
반석정밀,,경상북도 구미시 비산로 5안길 9,29294,금형가공
백산영농조합법인,054-451-6000,경상북도 구미시 고아읍 선산대로 711,10611,쌀도정
백산푸드시스템㈜,054-461-7500,경상북도 구미시 낙동강변로 61 가동 101호,10751,급식품(단체)
백영 TEC,,경상북도 구미시 산호대로 116-20,29223,자동화기계부품
범서테크,054-462-0601,경상북도 구미시 1공단로 6길 13-7,26299,휴대폰부품지그
범진공업,,경상북도 구미시 1공단로 7길 58-27,29299,기계부품제조
벽산정밀,,경상북도 구미시 1공단로 7길 8,25294,금형
보경텍스,054-465-5803,경상북도 구미시 1공단로 6길 64-23,13213,섬유임직
보광레이저,,경상북도 구미시 산호대로 377,33999,레이저용접
보광산업,,경상북도 구미시 무을이면 삼원로 334,22232,PET칩
보광테크,054-474-5726,경상북도 구미시 산동읍 첨단기업2로 44,29294,산업기계부품
보국산업,054-465-8171,경상북도 구미시 1공단로 217,25914,금형 부품
보금창호,054-471-9286,경상북도 구미시 송신로 671,22223,pvc창호
보드웍스(주),054-461-3258,경상북도 구미시 1공단로144 경상북도 구미시 창업보육센터208호,26299,와우
보람테크,054-462-6612,경상북도 구미시 1공단로5길 58-12,29299,반도체장비
보승ENG,054-456-1587,경상북도 구미시 1공단로144 구미창업보육센터 106호,29229,자동화물류라인
보승유직,,경상북도 구미시 1공단로 7길 8,13921,낙하산줄
봉테크,070-8656-8150,경상북도 구미시 1공단로4길 38-31,26299,전자부품장비
부경아이엠테크,,경상북도 구미시 비산으로 138,25924,ATM기 부품
부광테크윈,070-4206-8108,경상북도 구미시 수출대로 144-9,29271,자동화 장비
부림,054-476-2311,경상북도 구미시 산동읍 첨단기업1로 82-19,25932,도시가스 배관고정부품
부림산업,054-471-5427,경상북도 구미시 장천면 송백로 55,22299,단열재
부산산업,,경상북도 구미시 1공단로7길58-27(194),29229,기계부품제조
부성,054-473-5164,경상북도 구미시 장천면 강동로 493-1,29161,전동지게차매매
부성섬유㈜,054-475-2267,경상북도 구미시 옥계2공단로 127,24302,폴리에스텔재생집
부성정밀,,경상북도 구미시 산호대로 335-13,29271,자동화부품
부성정밀,,경상북도 구미시 수출대로5길15,29223,스마트폰지그류
부영테크,054-481-0120,경상북도 구미시 고아읍 오로 6길 26,25929,계산기기및회계기제조
부원정밀㈜,054-474-6494,경상북도 구미시 해평이면 월곡 1길 9-15,25200,방산
부일 ENG,,경상북도 구미시 비산으로 115-2,29229,기계부품가공
부창SF,054-462-5734,경상북도 구미시 1공단로 6길 181-44,30399,자동차부품
브이엔에스,054-462-8674,경상북도 구미시 산동읍 첨단기업1로 82-3,29271,방산
블루웨이브텔㈜,054-464-0774,대전광역시 광역시 유성구 가정로 168,26429,안테나
블루큐브케미칼코리아유한회사,054-468-6000,"서울특별시 강남구 영동대로 511, 27층",20202,에폭시 수지
블루하이테크,054-462-9745,경상북도 구미시 1공단로 2길 38,26422,휴대폰케이스
블룸에스케이퓨얼셀(유),,경상북도 구미시 수출대로225,28119,연료전지(발전소
비비엔스틸㈜,054-473-8877,경상북도 구미시 장천면 여남1길 199,25113,s/t bobbim
비산산업,054-461-7724,경상북도 구미시 수출대로 167,25112,철구조물제작
비알티 시스템,,경상북도 구미시 1공단로144창업보육센터 205-2,28302,자동화장비배전반
비앤에스인코리아,054-462-8858,경상북도 구미시 1공단로6길 151-18 3층,26299,필름(전자부품)
비앤와이컴퍼니,,경상북도 구미시 신비로 131,33999,분사기
비앤케이테크놀로지㈜,070-7806-6322,경상북도 구미시 1공단로7길 24-5(공단동),27216,ATM 조립
비에스테크,,경상북도 구미시 산호대로 354-34,28123,전기판넬
비엘테크,054-463-5141,경상북도 구미시 비산으로 5길 11,29299,정밀부품가공
비엠테크,054-462-2267,경상북도 구미시 수출대로 7길 90-1,28111,AC소형모터
비엠테크,,경상북도 구미시 1공단로 6길 13-26,26294,특수금속 부품가공
비온디(BOND),,경상북도 구미시 1공단로144창업보육센터 209호,26429,무선통신PCB
비제이건드릴,054-463-8582,"경상북도 구미시 박정희로 599 (송정동, 푸르지오캐슬 A단지)",29295,금형가공
비제이테크,,경상북도 구미시 1공단로 212 한라시그마밸리 421호,26329,전자부품(PCD ASSY)
비젼테크㈜,054-444-6800,경상북도 구미시 수출대로3길55,28511,주방용기계
비젼플러스,054-461-9015,경상북도 구미시 오태1길 23,22232,보빈
빅스,054-712-3000,경상북도 구미시 1공단로 86-42,13229,폴리우레탄
빅스켐,054-715-8858,"대구광역시 수성구 무열로 47, 101동 506호 (만촌동, 만촌태왕리더스)",20432,발수제
사곡정공,054-476-2186,경상북도 구미시 3공단1로 100-25,25941,pemlu 7
사랑채 가마솥,054-453-4100,,24329,주물제조(전통가마솥)
산내들라이프,,경상북도 구미시 1공단로144 경상북도 구미시 시창업보육센터206-1,25929,기타금속가공
산동금속공업(주),054-472-8311,경상북도 구미시 산동읍 동백로 360,28111,전동기탭
산동탁주,054-472-2928,경상북도 구미시 산동읍 적림2길 6-3,11111,막걸리
삼경정밀,054-473-1716,경상북도 구미시 수출대로 9길 26-36,30310,자동차금형
삼덕엔지니어링,,경상북도 구미시 1공단로 6길 181-28,26299,TV벽걸이부품
삼도이엔지,,경상북도 구미시 1공단로 217-1,22299,TVC 가공제작
삼보C&S,054-465-0032,경상북도 구미시 광평길 22-3 (광평동),29163,컨베이어벨트 제조
삼보에프,054-472-3522,경상북도 구미시 도개면 도군로 478-23,13999,의류
LG전자㈜,054-460-7018,서울특별시 영등포구 여의대로 128,26511,"TV, Solar 모듈"
삼성SDI소재부문,054-468-2208,경기도 용인시 기흥구 공세로 150-20,26219,반도체소재
삼성메디슨㈜,054-601-4629,강원도 홍천군 남면 한서로 3366,27199,초음파진단기
삼성물산㈜직물사업부,054-468-3013,서울특별시 중구 세종대로 67,13409,복지
삼성전자㈜1공장,054-479-5187,경기도 수원시 영등구 삼성로 129,26422,거절
삼양수지,,경상북도 구미시 장천면 신장2길 82-8,20203,재생합성수지
삼영화학공업㈜,054-463-5496,서울특별시 종로구 청계천로 35 13층,17223,종이우유팩
삼완전자,054-454-3010,경상북도 구미시 고아읍 항곡 7 길 32,26299,하네스
삼우ENG,054-473-8317,경상북도 구미시 3공단 3로 196-25,29223,기계부품
삼우정밀,054-465-0280,경상북도 구미시 산호대로 154-18,25914,금형
삼운기계,054-471-1832,"경상북도 구미시 3공단1로 302-7 6동 115호(임수동,공구상가)",25990,기계부품
삼원플라텍,054-482-3001,경상북도 구미시 고아읍 원대로 13길 82,22249,플라스틱 사출(배터리확인창)
삼일,,경상북도 구미시 비산동 147 (우리테크안),29294,금형
삼정ENG,054-463-5581,경상북도 구미시 지주중류1길 2,30320,금형부품
삼형기계,054-473-4711,경상북도 구미시 4공단로 329,25929,기계가공
삼호산업,,경상북도 구미시 1공단로 7길 58-27,29299,기계부품제조
삼화엔지니어링 본사,054-476-6912,경상북도 구미시 1공단로 7길 36-25,25924,자동화시계
삼화엔지니어링 산동지사,054-476-6912,경상북도 구미시 수출대로 9길 26-42,25924,자동화 기계
삼화정밀,054-471-2961,경상북도 구미시 1공단로 6길 8,25929,"프레임제작, 산업기계제작"
상길테크,,경상북도 구미시 1공단로 7길 58-27,29199,기계부품
상림이피에스,054-476-7845,경상북도 구미시 장천면 강동로 557-30,22232,식품포장재
상산알미늄유리상사,054-974-3005,경상북도 구미시 오태길 100-72,25111,철골
상신정밀,054-455-1825,경상북도 구미시 지주중류길 16,30320,2차전지 설비제작
상영엔지니어링,054-471-5826,경상북도 구미시 1공단로 6길 53-44,29299,자동화기계
