회사명,업종명,생산품,주소,연락처,출처파일
(주)청호열처리,금속 열처리업,자동차부품열처리,대구광역시 달성군 논공읍 논공로87길 66,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)칠성피엘아이,농업 및 임업용 기계 제조업,농기계부품,"대구광역시 달서구 달서대로91길 138, (3차단지 85B 8L) (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)카펙발레오,자동차용 신품 동력전달장치 제조업 외 1 종,토오크 컨버터,"대구광역시 달서구 호산동로 113, (3차첨단단지 6-10B 10L) (호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이디텍,자동차 차체용 신품 부품 제조업,자동차 부품(브라켓),대구광역시 북구 검단공단로 22-26 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이메디칼,그 외 기타 전자부품 제조업 외 1 종,전자부품,"대구광역시 달서구 호산동로7길 21, (3차단지 96B 1-5L) (호림동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이비메탈,배전반 및 전기 자동제어반 제조업,배전반 부품,대구광역시 북구 검단동 금호워터폴리스 A3-6,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이스마트,속도계 및 적산계기 제조업,온압보정기,"대구광역시 북구 검단로 135, (검단동) 102동 2층 203호",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이아이디,그 외 자동차용 신품 부품 제조업 외 5 종,"자동차 부품(ARM HEAD, SLEEVE 등)",대구광역시 달성군 구지면 달성2차2로 28,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이아이디 2공장,그 외 자동차용 신품 부품 제조업 외 1 종,Head,대구광역시 달성군 구지면 달성2차1로 71,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이에스원컴퍼니,메모리용 전자집적회로 제조업,메모리용 전자 직접회로 제조업,"대구광역시 달서구 달서대로109안길 16, 2층 203호 (신당동) 2층 203호",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이에프씨티,기타 기초 무기 화학물질 제조업 외 4 종,"페널투명전도막,질화알루미늄디스크,서보프레스, 페널투명전도막,질화알루미늄디스크,서보프레스, 페널투명전도막,질화알루미늄디스크,서보프레스, 페널투명전도막,질화알루미늄디스크,서보프레스, 페널투명전도막,질화알루미늄디스크,서보프레스","대구광역시 달서구 성서4차첨단로 153, 4차단지 3B 8L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이와이,그 외 자동차용 신품 부품 제조업 외 3 종,"자동차용 로커, 클러치 드럼, 건축용 클램프",대구광역시 북구 검단로27길 58-7 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이와이 제2공장,그 외 자동차용 신품 부품 제조업 외 3 종,클러치드럼,대구광역시 북구 검단로27길 58-5 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)케이제이,그 외 자동차용 신품 부품 제조업 외 6 종,LED부품 자동차부품,"대구광역시 달서구 성서동로 119, (2차단지 31B 9L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)코레쉬텍,그 외 자동차용 신품 부품 제조업,전기자동차 모터용 마그넷 적층 가공품 및 차량용 캐빈 필터,대구광역시 달성군 구지면 국가산단대로33길 152,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)코마텍,금속 절삭기계 제조업,금속기계부품,"대구광역시 달서구 성서로36길 56, 2차단지 29B 13-1L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)코마텍,자동차 엔진용 신품 부품 제조업 외 2 종,"실린더헤드블록, 부품가공 절삭기계",대구광역시 달성군 구지면 국가산단대로39길 221,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)코보틱스,산업용 로봇 제조업 외 3 종,"산업용 협동로봇, 안전센서, 후렉시블 전선관, 컴퓨터 서버",대구광역시 북구 검단로31길 24 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)코스모텍,자동차용 금속 압형제품 제조업 외 1 종,자동차및금속부품,"대구광역시 달서구 성서공단남로32길 22, (2차단지 43B 7-1L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)코스모텍,자동차용 금속 압형제품 제조업,와샤,"대구광역시 달서구 달서대로64길 109, (2차단지 47-1B 5L)(월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)코아 오토모티브,자동차용 신품 전기장치 제조업,전기자동차용 신품 전기장치,대구광역시 달성군 구지면 창리 1364번지,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)큐디티,기타 표시장치 제조업 외 1 종,"디스플레이소재 및 부품, 나노소재, 발광소재 및 장비, 전자소재 및 소자",대구광역시 북구 검단동로 9 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)큐시디,절삭가공 및 유사처리업,"산업용로봇, 제철설비부품 외","대구광역시 달서구 성서서로48길 10, 1차단지 52B 4L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)킴스트,배전반 및 전기 자동제어반 제조업,이륜차용 전기자동제어반,대구광역시 북구 검단동 금호워터폴리스 A3-2,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)탑모빌리티,중고 자동차 판매업,중고차 판매,"대구광역시 서구 문화로 37, 2층 매매장 07호 (이현동) 외 1필지",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)태산철강,그 외 기타 1차 철강 제조업,기계부품가공등,"대구광역시 달서구 성서공단남로6길 24, (2차단지 55B 5) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)태성콘텍 제2공장,기타 전기 변환장치 제조업,전기자동차용 충전기,대구광역시 북구 검단로31길 23 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)태온,그 외 자동차용 신품 부품 제조업,"2WAY, 4WAY B/L",대구광역시 달성군 구지면 국가산단대로33길 237,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)태일정밀,주형 및 금형 제조업,자동차 부품,대구광역시 서구 국채보상로7길 43-13 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)태진금속,그 외 자동차용 신품 부품 제조업 외 4 종,"자동차부품, 자동차부품, 자동차부품, 자동차부품, 자동차부품","대구광역시 달서구 달구벌대로240길 58, 1차 66B 12L(신당동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)태창레이저,그 외 기타 1차 철강 제조업 외 2 종,발전설비용 기계부품 및 구조물,"대구광역시 달서구 성서로5길 53, 2차단지 59B 3L (2차단지 59B 3L) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)테크시스,그 외 기타 일반목적용 기계 제조업,기타일반기계,"대구광역시 달서구 성서공단북로2길 56, 3차 85B 2L (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)텍스온에이치투비,그 외 자동차용 신품 부품 제조업,자동차부품,대구광역시 달성군 구지면 국가산단서로60길 5,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)토인,그 외 자동차용 신품 부품 제조업,"자동차부품, 자동화기기",대구광역시 달성군 구지면 국가산단서로40길 28,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)투윈이노텍,절삭가공 및 유사처리업 외 2 종,"레이저절단, 산업기계, 기계부품","대구광역시 달서구 성서공단북로2길 10, 3차 63B 3L (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)트라피스,방송장비 제조업 외 3 종,"보안용 카메라, 영상 감지 장치, 차량판독기, 컴퓨터 서버, 기상전광판","대구광역시 북구 검단동로 5, 401호(검단동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티비에이치,그 외 기타 일반목적용 기계 제조업,철강산업설비,"대구광역시 북구 검단로 135, 104동 1층 122 (검단동) 104동 1층 122호",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티씨하이테크,철도차량 부품 및 관련 장치물 제조업,철도차량부품,"대구광역시 달서구 달서대로85길 66, (3차단지 96B 6L) (호림동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티에스텍,주형 및 금형 제조업,자동차 부품 금형,대구광역시 북구 3공단로25길 19 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티에이치엔,절연 코드세트 및 기타 도체 제조업 외 1 종,자동차 전기배선,"대구광역시 달서구 성서로71길 43, 1차단지 49B 4L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티엠씨테크,그 외 자동차용 신품 부품 제조업 외 3 종,자동차너클,대구광역시 달성군 논공읍 논공로 437,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티엠씨테크,그 외 자동차용 신품 부품 제조업,"기어류, 볼트류, 코팅외 자동차부품 D/LATCH류",대구광역시 달성군 구지면 목단리 E48-14,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티와이플라텍,자동차용 신품 동력전달장치 제조업,자동무단변속기 및 부품,대구광역시 달성군 유가읍 테크노중앙대로4길 30,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티이씨씨,"전자기 측정, 시험 및 분석기구 제조업","디스플레이 검사장비, 2차전지 검사 전자장비","대구광역시 동구 팔공로47길 13, (주)하나텍스 (봉무동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티제이글로브스틸,비주거용 건물 임대업,강관인발품(자동차부품),"대구광역시 달서구 성서동로 35, 2차단지 42B 10L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티제이글로브스틸,자동차용 금속 압형제품 제조업,금속압형제품(프로펠러샤프트 외),"대구광역시 달성군 구지면 달성2차동3로 62, (달성2차 26B 5L)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티제이글로브스틸,자동차용 금속 압형제품 제조업,초정밀인발강관,대구광역시 달성군 구지면 E47-8,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)티제이씨,이동전화기 제조업,휴대폰부품제조,"대구광역시 달서구 호산동로1길 14, (3차단지 107B 15L) (호림동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)팔달자동차1급정비,자동차 종합 수리업,자동차 정비 수리,대구광역시 북구 노원로1길 7 (노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)팩타운테크,"용기 세척, 포장 및 충전기 제조업 외 4 종","자동실러, 전자부품 실장기판, 포장기 부속 인쇄기",대구광역시 달서구 신당동 322-1번지 (1차단지 56B 5-1L),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)퍼스트엠,"기타 기술 시험, 검사 및 분석업 외 1 종","자동차성능 검사, 정비","대구광역시 서구 문화로 37, 지하2층 자동차성능검사소, 정비공장 31호 (이현동, M-world)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)평화발레오,자동차용 신품 조향장치 및 현가 장치 제조업,자동차 변속기,대구광역시 달성군 유가읍 테크노순환로1길 56,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)평화발레오 성서공장,자동차용 신품 동력전달장치 제조업,동력전달장치부품,"대구광역시 달서구 성서로 236, 1차단지 105B 1L (장동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)평화발레오 세천공장,자동차용 신품 동력전달장치 제조업 외 1 종,더블클러치 시스템,"대구광역시 달성군 다사읍 세천로1길 160, 성서5차첨단산업단지 2B 5L",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)평화발레오제2공장,자동차 엔진용 신품 부품 제조업 외 1 종,자동차용CMC,"대구광역시 달서구 달서대로91길 74, (3차단지 87B 12L) (호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)평화이엔지,"고무, 화학섬유 및 플라스틱 성형기 제조업 외 2 종","금형,사출품,자동차부품",대구광역시 달성군 논공읍 논공로 511,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)풍정정공,자동차 차체용 신품 부품 제조업 외 2 종,ARM COMPLETE,"대구광역시 달서구 성서서로19길 26, 2차단지 21B 3L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)퓨맥스,그 외 기타 일반목적용 기계 제조업 외 3 종,투척식 제설제,"대구광역시 달서구 성서공단북로 235, ,101호,(1차단지 70B 9L) (신당동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)프라임광학,안경 및 안경렌즈 제조업 외 2 종,"광학부품, 디스플레이","대구광역시 달서구 성서공단북로59길 13, (1차단지 44B 5L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)피에이치씨,비주거용 건물 임대업 외 1 종,자동차 부품,대구광역시 서구 와룡로 335 (중리동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)피에이치씨발레오써멀시스템스,그 외 자동차용 신품 부품 제조업,시험샘플,대구광역시 달성군 유가읍 테크노순환로3길 16,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)하나하이테크,자동차용 금속 압형제품 제조업 외 2 종,"금형, 금형, 금형","대구광역시 달서구 성서공단남로 49, (2차 22-2B 10L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)하이박,그 외 자동차용 신품 부품 제조업 외 3 종,진공브레이징로,"대구광역시 달성군 구지면 달성2차동2로 80, (달성2차 23B 8L)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)하이박,"증류기, 열교환기 및 가스발생기 제조업 외 1 종","열교환기, 친환경자동차부품 외","대구광역시 달성군 구지면 345-1, 345-2(대구국가산업단지 2단계 부지)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)하이컨코리아,기어 및 동력전달장치 제조업 외 1 종,중장비 및 자동차용 감속기,대구광역시 달성군 유가읍 테크노순환로1길 57,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국MPL,그 외 기타 전자부품 제조업 외 1 종,전자부품,"대구광역시 달서구 성서공단북로42길 23, (1차단지 74B 5L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국고분자,자동차 차체용 신품 부품 제조업,샤시프레임,대구광역시 달성군 구지면 국가산단대로33길 166,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국다이케스팅,자동차 엔진용 신품 부품 제조업 외 1 종,자동차 엔진부분품,대구광역시 달성군 구지면 국가산단서로40길 40,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국단자부품,비주거용 건물 임대업,와이어 하네스,"대구광역시 달서구 성서로68길 4, 1차 32B 1-1L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국베인,볼트 및 너트류 제조업 외 6 종,"자동차엔진용 나사, 볼트, 압축기부품",대구광역시 북구 검단로 151-8 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국센서,그 외 기타 전자부품 제조업 외 2 종,전류센서,"대구광역시 동구 매여로1길 37-17, 상매동 519-1 (상매동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국소방기구제작소,전자부품 실장기판 제조업 외 2 종,"인쇄회로, 소화기 등",대구광역시 달성군 구지면 국가산단대로50길 40 외 2필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국엠피엘,그 외 기타 전자부품 제조업 외 1 종,PDP부품,"대구광역시 달서구 성서공단북로42길 15, (1차단지 74B 2L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국정공,그 외 자동차용 신품 부품 제조업 외 3 종,"pulley, coil","대구광역시 달서구 성서서로15길 6, 2차단지22-1B3L (2차단지 22-1B 3L) (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국정공,그 외 자동차용 신품 부품 제조업 외 3 종,"카에어콘부품, 인젝션부품",대구광역시 달성군 유가읍 0-0번지 대구테크노폴리스 산업용지 319B-2L,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국정공,그 외 자동차용 신품 부품 제조업 외 3 종,카에어컨 부품,대구광역시 달성군 유가읍 테크노순환로3길 17,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국클래드텍,자동차용 금속 압형제품 제조업 외 3 종,Clad Metal. 차량용 라디에디터 등,"대구광역시 달성군 구지면 달성2차동1로 89, (외 1필지)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국클래드텍,자동차용 금속 압형제품 제조업 외 1 종,Clad Metal,"대구광역시 달성군 구지면 달성2차동1로 53, (달성2차 21B 6L)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국클래드텍,자동차 차체용 신품 부품 제조업 외 1 종,Clad Metal,대구광역시 달성군 구지면 국가산단대로49길 67,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한국하이테크,자동차 엔진용 신품 부품 제조업 외 4 종,"자동차용 DAMPER, 금형","대구광역시 달서구 성서공단로35길 30, (2차단지 10-1B 3-1L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한독하이테크,자동차용 금속 압형제품 제조업 외 1 종,슬라이드레일 외,"대구광역시 달서구 성서공단남로19길 15, (2차단지 23-2B 10L) 2차단지 23-2B 10L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한맥아이피에스 ,응용 소프트웨어 개발 및 공급업,차량번호판인식기,"대구광역시 수성구 달구벌대로604길 14-1, 수성의료지구 B4-6 (대흥동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한백아이엔티,"기타 섬유, 의복 및 가죽 가공 기계 제조업",섬유기계부품,"대구광역시 달서구 성서공단북로65길 38, (1차단지 35B 1L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한백테크노,메모리용 전자집적회로 제조업 외 2 종,"구내방송제어기, 부스타펌프용조작판넬",대구광역시 북구 검단로 193 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한성,그 외 자동차용 신품 부품 제조업 외 4 종,"자동차부품, 자동차 부품 열처리","대구광역시 달서구 호산동로7길 34, (3차단지 95B 1-9L) (호림동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한성1공장,그 외 자동차용 신품 부품 제조업 외 4 종,"자동차부품, 자동차부품 열처리","대구광역시 달서구 달서대로91길 87, (3차단지 95B 1-15L) (호림동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한성금속,금속 열처리업,자동차부품,"대구광역시 달서구 성서공단남로32길 2, 2차단지 43B 3L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한성알미늄,"알루미늄 압연, 압출 및 연신제품 제조업 외 5 종","알루미늄샷시,자동차용 압형제품, 알루미늄샷시,자동차용 압형제품, 알루미늄샷시,자동차용 압형제품, 알루미늄샷시,자동차용 압형제품, 알루미늄샷시,자동차용 압형제품, 전기","대구광역시 달서구 성서서로 262, (1차단지 50B 2-2L) (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한아IT,그 외 기타 의료용 기기 제조업,"헬스케어 전용 네트워크 게이트웨이, 복약 캘린더",대구광역시 북구 검단동 금호워터폴리스 A12-1,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한영프론테크,도장 및 기타 피막처리업,기계부품코딩,"대구광역시 달서구 성서공단로54길 48, 2차단지 27B 6L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한울특장,기타 자동차 신품 부품 및 내장품 판매업 외 3 종,자동차부품,대구광역시 서구 와룡로99길 12 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한일포리머,그 외 자동차용 신품 부품 제조업 외 3 종,자동차용 고무제품,"대구광역시 달서구 성서로5길 38-12, 2차단지 61B 4L (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)한통,자동차 엔진용 신품 부품 제조업,자동차부품,"대구광역시 달서구 성서로71길 50, 1차 45B 15L (이곡동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)합동공업,그 외 기타 금속가공업 외 1 종,철도차량부품,"대구광역시 달서구 성서서로 175, 1차단지 78B 4L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)합동공업,그 외 기타 금속가공업,철도차량 부품,대구광역시 달성군 논공읍 논공로 437,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)해인정공,자동차 차체용 신품 부품 제조업 외 1 종,프레임,대구광역시 북구 검단로31길 14-6 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)현대케미칼,표면처리 및 적층 직물 제조업,차량용시트원단,대구광역시 달성군 구지면 달성2차4로 56,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)현대테크,그 외 기타 1차 철강 제조업,산업기계부품,"대구광역시 달서구 호산로 71, (3차단지 62-1B 10L) (파호동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)현진,자동차 차체용 신품 부품 제조업,자동차검사장비,대구광역시 북구 노원로1길 118(노원동3가),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)협성,자동차 차체용 신품 부품 제조업 외 1 종,자동차부품(사출),"대구광역시 달서구 성서로68길 19, 1차단지 34B 6L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)혜린기계,금속 절삭기계 제조업,중공업부품가공,"대구광역시 달성군 다사읍 세천로1길 174, (성서5차산업단지내 2B 6L)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)호성,그 외 자동차용 신품 부품 제조업 외 3 종,인터쿨러파이프,"대구광역시 달서구 성서동로53안길 51, 1차단지 32B 21L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)호성상사,그 외 자동차용 신품 부품 제조업 외 4 종,"자동차 부품, 태양력 발전(서비스), 자동차 부품 판매(서비스)",대구광역시 서구 국채보상로 38 (중리동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)호성상사 (장산로 322),그 외 자동차용 신품 부품 제조업 외 2 종,"자동자 부품, 태양력 발전(서비스), 부동산 임대(서비스)",대구광역시 서구 장산로 322 (이현동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)호연엠피아이,도장 및 기타 피막처리업,자동차부품전착도장,대구광역시 달성군 논공읍 논공로 437,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)호연엠피아이(성서지점),도장 및 기타 피막처리업,농기계부품도장,"대구광역시 달서구 성서로 46, (2차단지 64B 1L) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)홍성,그 외 자동차용 신품 부품 제조업 외 6 종,"자동차 완충장치, 고무","대구광역시 달서구 성서서로 10, (2차단지 50B 10-2L) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)홍이앤씨,기체 여과기 제조업,자동차매연점감장치,"대구광역시 달서구 성서공단북로42길 14, 1차단지 73B 2-4L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)홍진산업,도장 및 기타 피막처리업,자동차 부품,대구광역시 달성군 구지면 유산리 349B 16L,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화성,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품(MTG) 외,대구광역시 달성군 구지면 국가산단대로49길 191,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화성스틸,냉간 압연 및 압출 제품 제조업,"철강절단,기계부품","대구광역시 달성군 다사읍 세천로1길 20-8, (성서5차첨단단지 19B 6L)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화신,자동차용 신품 동력전달장치 제조업 외 4 종,"앞차축, FRONT AXLE","대구광역시 달서구 성서공단북로 105, (3차단지 60-7B 9L) (호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화신앤테크,그 외 자동차용 신품 부품 제조업 외 3 종,자동차부품,"대구광역시 달서구 성서공단북로 363, (1차단지 33B 1-7L) (장동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화신정공,금속 절삭기계 제조업 외 5 종,자동차부품,"대구광역시 달서구 성서동로 3, 2차단지 44B 10L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화신테크,자동차 차체용 신품 부품 제조업 외 1 종,자동차프레스 금형,대구광역시 달성군 현풍면 상리 0-0번지 대구테크노폴리스 342B-1L,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화신테크,자동차 차체용 신품 부품 제조업 외 1 종,자동차프레스금형,대구광역시 달성군 유가읍 테크노중앙대로 1,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화인디오텍,유선 통신장비 제조업 외 2 종,"전화기부품, 무전기, CCTV, 스피커등",대구광역시 북구 검단동로 5 (검단동),,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화인엠텍,그 외 기타 금속가공업,기계부품,"대구광역시 달서구 성서공단로 236, 2차단지 24B 2L (월암동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)화인플라텍,그 외 기타 전자부품 제조업 외 2 종,휴대폰내장제,"대구광역시 달서구 호산로 22, (3차단지 79B 1L) (호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)효광테크,그 외 자동차용 신품 부품 제조업 외 5 종,"산기관 멤브레인, 고무가스켓, 패킹, 그로멧, 오링","대구광역시 달서구 성서공단북로43길 21, 1차단지 67B 8L (신당동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)효림엑스이,비디오 및 기타 영상기기 제조업,"자동차 전장용 LCD 모듈, AVN 제품","대구광역시 달서구 성서4차첨단로 89, (4차단지 2B 5L) (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)효림엑스이,비디오 및 기타 영상기기 제조업,"자동차 전장용 LCD 모듈, AVN 제품","대구광역시 달서구 성서4차첨단로 97, 성서4차단지 2B 6L (대천동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)효산,자동차 차체용 신품 부품 제조업 외 1 종,에어백부품,대구광역시 달성군 구지면 달성2차2로 12,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)효산산업,그 외 기타 플라스틱 제품 제조업,상수도계량기부품,대구광역시 달성군 옥포면 시저로 10,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)효성분말야금,기어 및 동력전달장치 제조업 외 1 종,Gear외 기계부품,대구광역시 달성군 구지면 국가산단서로71길 52 외 1필지,,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)휴컨,기타 무선 통신장비 제조업,"IOT디바이스, 배터리팩","대구광역시 달서구 성서공단로11길 62, 대구테크노파크벤처공장 (호산동) 2호관동 7F층 A724-A호",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)히든모터스,비주거용 건물 임대업,임대업,"대구광역시 서구 문화로 37, 제3층 제매매장9호(이현동) 외 1필지",,대구광역시_산업단지 기업 등록현황_20250707.csv
(주)히든테크,그 외 기타 금속가공업,산업기계부품,"대구광역시 달서구 성서서로 240, 1차 51B 8-1L (갈산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
A.F.W (주),일반용 전기 조명장치 제조업 외 2 종,자동차 에어컨 모듈,대구광역시 달성군 유가읍 테크노중앙대로 110,,대구광역시_산업단지 기업 등록현황_20250707.csv
A.F.W(주),그 외 자동차용 신품 부품 제조업 외 1 종,"전기자동차용 리튬, 이온 밧데리 부품, 전기자동차용 리튬, 이온 밧데리 부품",대구광역시 달성군 구지면 국가산단대로33길 270,,대구광역시_산업단지 기업 등록현황_20250707.csv
A.F.W(주),자동차용 신품 동력전달장치 제조업 외 1 종,"차동기어축, 드라이브 샤프트",대구광역시 달성군 구지면 국가산단대로33길 260,,대구광역시_산업단지 기업 등록현황_20250707.csv
AMP테크,도금업,자동차부품,대구광역시 서구 와룡로66길 21 (중리동),,대구광역시_산업단지 기업 등록현황_20250707.csv
ANA정공,그 외 자동차용 신품 부품 제조업 외 3 종,에어콘 풀리가공,"대구광역시 달서구 호산로2길 27, (3차단지 79B 13L) (호산동)",,대구광역시_산업단지 기업 등록현황_20250707.csv
