시도명,시군구명,관리기관,회사명,공장구분,단지명,설립구분,입주형태,보유구분,등록구분,전화번호,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,생산품,원자재,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,업종명,차수,법인주소,필지수,공장주소,공장주소_지번,공장관리번호
서울특별시,영등포구,서울특별시 영등포구,대광주물,개별, ,일반,일반건축물,임대,신규등록,02-2679-1082,1,0,0,0,1,건축울타리 부자재 및 기계주물, ,소기업,도시지역/공업지역/준공업지역/,대,0.0,49.2,7.0,56.2, ,24329,기타 비철금속 주조업,10,"서울특별시 관악구 행운1가길 27, 명은빌라 401호 (봉천동)",1,서울특별시 영등포구 도림로141라길 20-2 (문래동4가),서울특별시 영등포구 문래동4가 31-14번지,115602000000000
서울특별시,영등포구,서울특별시 영등포구,영일도금,개별, ,일반, ,임대,신규등록,02-2679-4997,5,1,0,0,6,기계부품도금, ,소기업,도시지역/공업지역/준공업지역/기타지역,대,0.0,0.0,146.0,146.0, ,24191,"도금, 착색 및 기타 표면처리강재 제조업",10,"서울특별시 구로구 개봉로20길 6,  현대(아)  129동 501호 (개봉동)",1,서울특별시 영등포구 경인로76길 6 (문래동1가),서울특별시 영등포구 문래동1가 74 번지,115602000000000
서울특별시,영등포구,서울특별시 영등포구,세진철강,개별, ,일반,일반건축물,임대,신규등록,02-2679-5131,2,1,0,0,3,철강제품 및 기계부품, ,소기업,도시지역/주거지역/준주거지역/,대,0.0,32.72,0.0,32.72, ,24199,그 외 기타 1차 철강 제조업 외 2 종,10,"서울특별시 강서구 곰달래로60가길 31,  202호 (화곡동)",1,서울특별시 영등포구 버드나루로3길 9 (영등포동2가),서울특별시 영등포구 영등포동2가 28-115번지,115602000000000
경기도,시흥시,경기도 시흥시,삼용주철,개별, ,일반,공장임대,임대,등록변경,02-2681-1245,13,2,0,0,15,선철주물, ,소기업,도시지역/주거지역/제1종일반주거지역/,대,412.5,412.5,0.0,412.5, ,24311,선철주물 주조업,10,"서울특별시 구로구 개봉로20길 6,  현대아파트 102 303호 (개봉동)",1,경기도 시흥시 금오로565번길 36 (과림동),경기도 시흥시 과림동 191-1번지,400518000000000
경기도,김포시,경기도 김포시,(주)우정일렉트릭컴퍼니,개별, ,일반, ,자가,신규등록,02-2681-7343,5,5,0,0,10,전기배관자재, ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,1099.0,180.4,240.88,421.28, ,24132,강관 제조업 외 1 종,10,경기도 김포시 대곶면 초원로16번길 217-57,1,경기도 김포시 대곶면 초원로16번길 217-57,경기도 김포시 대곶면 오니산리 135-11번지,415702000000000
서울특별시,구로구,서울특별시 구로구,화창기공(주),개별, ,일반,해당없음,자가,등록변경,02-2684-5272,29,4,0,0,33,대강,냉간압연강판,소기업,도시지역/공업지역/준공업지역/,답,10522.0,3448.52,821.74,4270.26, ,24199,그 외 기타 1차 철강 제조업,10,서울특별시 구로구 오류동 94-1번지,1,서울특별시 구로구 오류동 94-1번지,서울특별시 구로구 오류동 94-1번지,110111000000000
경기도,김포시,경기도 김포시,(주)한양파이프,개별, ,일반, ,임대,신규등록,02-2691-9998,5,2,0,0,7,철강제조업, ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,964.0,370.5,6.6,377.1, ,24199,그 외 기타 1차 철강 제조업,10,서울특별시 양천구 남부순환로 387 (신월동),1,경기도 김포시 대곶면 학의동로34번길 122,경기도 김포시 대곶면 대명리 35-3번지,415702000000000
강원도,강릉시,강원도 강릉시,(주)포스코,개별, ,일반,분양,자가,등록변경,02-2821-2765,30,3,0,0,33,마그네슘,마그네슘,소기업,도시지역/공업지역/일반공업지역/,공장용지,186808.0,10802.28,3320.53,14122.81, ,24219,"기타 비철금속 제련, 정련 및 합금 제조업 외 2 종",10,경상북도 포항시 남구 동해안로 6261 (괴동동),1,강원도 강릉시 옥계면 주수리 253-1 외 410필지,강원도 강릉시 옥계면 주수리 253-1 외 410필지,421502000000000
충청남도,당진시,충청남도 당진시,동국제강(주),개별, ,일반, ,자가,완료신고,02-317-1114,35,10,0,0,45,"철판, 함석, 칼라", ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,9589.0,3307.79,0.0,3307.79, ,24199,그 외 기타 1차 철강 제조업 외 1 종,10,"서울특별시 중구 을지로5길 19 (수하동, FERRUM TOWER)",2,충청남도 당진시 신평면 샛터로 23-34 (총 2 필지),충청남도 당진시 신평면 도성리 440-3번지,442702000000000
경기도,안성시,경기도 안성시,(주)하나비앤티,개별, ,일반,해당없음,자가,완료신고,02-3298-6825,2,0,3,0,5,"철구조물,소방배관", ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,3583.0,1119.0,150.0,1269.0, ,24132,강관 제조업 외 2 종,10,"서울특별시 동대문구 왕산로 60, 1층 (용두동)",1,경기도 안성시 대덕면 무어산길 73,경기도 안성시 대덕면 무능리 24번지,110111000000000
경기도,시흥시,한국산업단지공단 경기지역본부 시화지사,대한알루미늄,계획,시화국가산업단지,국가산업단지, ,자가,등록변경,02-334-5052,5,2,0,0,7,알루미늄자재, ,소기업,도시지역/공업지역/일반공업지역/,공장용지,1690.5,823.8,475.35,1299.15, ,24222,"알루미늄 압연, 압출 및 연신제품 제조업",10,"경기도 시흥시 공단1대로131번길 32, 2나 211 (정왕동)",1,"경기도 시흥시 공단1대로131번길 32, 2나 211 (정왕동)",경기도 시흥시 정왕동 1260-15번지 2나 211,413902000000000
충청남도,천안시 서북구,충청남도 천안시,대아이앤씨(주),개별, ,일반,공장임대,임대,완료신고,02-3461-8885,30,1,0,0,31,냉간압연제품, ,소기업,도시지역/녹지지역/자연녹지지역/,공장용지,0.0,5212.0,1102.44,6314.44, ,24122,냉간 압연 및 압출 제품 제조업,10,"서울특별시 금천구 서부샛길 606, B동 30층 . (가산동)",1,충청남도 천안시 서북구 직산읍 덕고개길 14,충청남도 천안시 서북구 직산읍 남산리 268-7번지,441332000000000
서울특별시,강서구,서울특별시 강서구,한일철강(주),개별, ,일반,해당없음,자가,완료신고,02-3662-4153,10,1,0,0,11,"강관, 철판",열연코일,소기업,도시지역/공업지역/준공업지역/,대,18520.2,1606.0,0.0,1606.0, ,24132,강관 제조업 외 1 종,10,"서울특별시 강서구 양천로 537 (가양동, 한일철강(주))",1,"서울특별시 강서구 양천로 537 (가양동, 한일철강(주))",서울특별시 강서구 가양동 449-1번지,110111000000000
서울특별시,강서구,서울특별시 강서구,삼영실켓,개별, ,일반, ,자가,신규등록,02-3665-2347,4,1,0,0,5,지퍼, ,소기업,도시지역/주거지역/준주거지역/,대,376.37,90.0,286.37,376.37,에이스테크노타워,24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",10,"서울특별시 강서구 강서로 468, 7층 701 (등촌동)",0,"서울특별시 강서구 강서로 468, 7층 701 (등촌동)",서울특별시 강서구 등촌동 684-1번지 7층 701,115002000000000
경기도,파주시,경기도 파주시,(주)시대강재,개별, ,일반, ,자가,등록변경,02-372-3920,20,4,0,0,24,철근가공품, ,소기업,관리지역/계획관리지역/계획관리지역/기타지역,공장용지,3650.0,1071.02,244.0,1315.02, ,24199,그 외 기타 1차 철강 제조업,10,경기도 파주시 파평면 파평산로 132,1,경기도 파주시 파평면 파평산로 132,경기도 파주시 파평면 마산리 12번지,414802000000000
경기도,파주시,경기도 파주시,(주)피에이씨오,개별, ,일반, ,자가,완료신고,02-3775-1775,10,0,0,0,10,"insulated moisture barrier,corrugated claddings", ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,5649.0,528.0,648.0,1176.0, ,24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",10,"서울특별시 영등포구 여의서로 43, 1603호 (여의도동, 한서리버파크)",4,경기도 파주시 탄현면 헤이리로133번길 54 (총 4 필지),경기도 파주시 탄현면 성동리 7-20번지,414802000000000
경기도,이천시,경기도 이천시,(주)티엘이앤씨,개별, ,일반,기타,자가,등록변경,02-402-4540,9,0,0,0,9,"단공강재제조, 용접형강제조, 절단가공철강재 생산",강재,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,9681.0,998.0,852.0,1850.0, ,24199,그 외 기타 1차 철강 제조업,10,경기도 이천시 설성면 진상미로 502,5,경기도 이천시 설성면 진상미로 502 (총 5 필지),경기도 이천시 설성면 장능리 348-6번지,415102000000000
경기도,화성시,경기도 화성시,(주)광우엔지니어링,개별, ,일반, ,자가,신규등록,02-408-6877,0,0,0,0,0,가스시설부품 및 배관자재, ,소기업,관리지역/생산관리지역/생산관리지역/,공장용지,2050.0,429.21,177.92,607.13, ,24133,강관 가공품 및 관 연결구류 제조업,10,경기도 화성시 양감면 양간큰말길36번길 46,1,경기도 화성시 양감면 양간큰말길36번길 46,경기도 화성시 양감면 용소리 868-1번지,415902000000000
경기도,포천시,경기도 포천시,(주)헌터이앤아이,개별, ,일반,공장임대,임대,신규등록,02-415-8025,2,0,0,0,2,알루미늄 건축자재, ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,0.0,374.0,0.0,374.0, ,24222,"알루미늄 압연, 압출 및 연신제품 제조업",10,서울특별시 서초구 강남대로30길 21 -3(양재동) 2층,1,경기도 포천시 내촌면 부마로282번길 88,경기도 포천시 내촌면 마명리 118-2번지,416502000000000
서울특별시,성동구,서울특별시 성동구,(주)가우정밀,개별, ,일반, ,임대,신규등록,02-462-0487,6,1,0,0,7,"버클, 단추, 지퍼, 자동차부품","철, 황동, 알루미늄",소기업,도시지역/공업지역/준공업지역/,공장용지,0.0,70.0,128.0,198.0, ,24199,그 외 기타 1차 철강 제조업 외 2 종,10,"서울특별시 성동구 성수이로18길 45, 1층 (성수동2가)",0,"서울특별시 성동구 성수이로18길 45, 1층 (성수동2가)",서울특별시 성동구 성수동2가 275-83번지 1층,112002000000000
서울특별시,성동구,서울특별시 성동구,꼬레오주얼리(주),개별, ,일반,해당없음,임대,신규등록,02-462-9722,5,2,0,0,7,"반지,목걸이",금,소기업,도시지역/공업지역/준공업지역/,대,783.0,155.94,7.83,163.77, ,24219,"기타 비철금속 제련, 정련 및 합금 제조업",10,"서울특별시 종로구 돈화문로6나길 14-4,  501호 (봉익동)",1,서울특별시 성동구 왕십리로 84 (성수동1가),서울특별시 성동구 성수동1가 658-1번지,112002000000000
경기도,안산시 단원구,한국산업단지공단 시화지사 시화MTV사무소,천일정공사,계획,시화멀티테크노밸리,국가산업단지,공장임대,임대,완료신고,02-463-3209,14,12,0,0,26,알루미늄, ,소기업,도시지역/공업지역/준공업지역/,공장용지,0.0,1505.0,200.0,1705.0, ,24290,기타 1차 비철금속 제조업,10,서울특별시 성동구 연무장5길 6 (성수동2가),1,"경기도 안산시 단원구 엠티브이1로91번길 17, 시화MTV 7사 306호 (목내동)",경기도 안산시 단원구 목내동 513-3번지 시화MTV 7사 306호,412732000000000
경기도,양주시,경기도 양주시,(주)흥일제선,개별, ,일반, ,자가,신규등록,02-464-0905,5,0,0,0,5,철강선,스텐네스압연선재,소기업,도시지역/공업지역/준공업지역/,대,1800.0,943.94,44.55,988.49, ,24123,철강선 제조업,10,"서울특별시 송파구 올림픽로4길 42 (잠실동, 우성아파트 9동)",1,경기도 양주시 덕정동 214-14번지,경기도 양주시 덕정동 214-14번지,110111000000000
서울특별시,성동구,서울특별시 성동구,대덕철강공업사,개별, ,일반,해당없음,자가,완료신고,02-464-1012,14,1,0,0,15,"표면처리강제,기타",철판,소기업,도시지역/공업지역/준공업지역/,대,613.8,231.0,382.8,613.8, ,24191,"도금, 착색 및 기타 표면처리강재 제조업 외 1 종",10,"서울특별시 성동구 아차산로 64 (성수동2가, 대덕N.C.T)",1,"서울특별시 성동구 아차산로 64 (성수동2가, 대덕N.C.T)",서울특별시 성동구 성수동2가 301-1번지,520123000000000
경기도,포천시,경기도 포천시,원형철강(주),개별, ,일반, ,자가,등록변경,02-465-2300,3,0,0,0,3,강구조물,강 구조물,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,7604.0,2697.2,478.88,3176.08, ,24199,그 외 기타 1차 철강 제조업 외 4 종,10,경기도 포천시 내촌면 포천로 410,3,경기도 포천시 내촌면 포천로 410 (총 3 필지),경기도 포천시 내촌면 진목리 208-7번지,416502000000000
서울특별시,성동구,서울특별시 성동구,(주)서울에스티,개별, ,일반,해당없음,자가,등록변경,02-468-3283,12,2,0,0,14,철강표면가공,철판,소기업,도시지역/공업지역/준공업지역/,대,661.2,556.85,33.0,589.85, ,24199,그 외 기타 1차 철강 제조업,10,서울특별시 성동구 성수일로 52 (성수동2가),1,서울특별시 성동구 성수일로 52 (성수동2가),서울특별시 성동구 성수2가제3동 301-96번지,112002000000000
서울특별시,성동구,서울특별시 성동구,동부판금,개별, ,일반,해당없음,자가,등록변경,02-469-6354,2,0,0,0,2,"콘솔,폴,부라켈,랙,각종케이스",철,소기업,도시지역/공업지역/준공업지역/,대,0.0,50.0,43.0,93.0, ,24199,그 외 기타 1차 철강 제조업 외 1 종,10,"서울특별시 광진구 아차산로 546,  삼성아파트 1007호 (광장동)",1,서울특별시 성동구 성수이로 147 (성수동2가),서울특별시 성동구 성수동2가 289-319번지,112002000000000
경기도,하남시,경기도 하남시,정동종합철강(주),개별, ,일반,기타,자가,신규등록,02-471-8600,4,2,0,0,6,철재가공제품,철재,소기업,도시지역/주거지역/제1종일반주거지역/,대,565.0,240.0,150.12,390.12, ,24199,그 외 기타 1차 철강 제조업,10,"경기도 성남시 분당구 중앙공원로 20,  현대아파트 422-1002 (서현동)",1,경기도 하남시 초이로 137 (초이동),경기도 하남시 초이동 82-2 번지,414502000000000
경기도,화성시,경기도 화성시,인피니티메프지,개별, ,일반,해당없음,임대,신규등록,02-474-9275,2,0,0,0,2,"알루미늄박판비접착,산업기기연결관", ,소기업, ,공장용지,0.0,284.4,0.0,284.4, ,24222,"알루미늄 압연, 압출 및 연신제품 제조업",10,경기도 화성시 봉담읍 와우리 산 2-2번지 507호,1,경기도 화성시 봉담읍 와우리 산 2-2번지 507호,경기도 화성시 봉담읍 와우리 산 2-2번지 507호,580501000000000
경기도,김포시,경기도 김포시,(주)제니스코리아,개별, ,일반,일반건축물,임대,신규등록,02-476-6532,4,0,0,0,4,수건걸이,아연,소기업,도시지역/녹지지역/자연녹지지역/,대,844.0,155.55,0.0,155.55, ,24229,"기타 비철금속 압연, 압출 및 연신 제품 제조업",10,"서울특별시 동작구 장승배기로27길 59,  세봉빌라 나 302호 (노량진동)",1,경기도 김포시 통진읍 서암로 193-11,경기도 김포시 통진읍 서암리 249-6번지,415702000000000
경기도,하남시,경기도 하남시,프로테크,개별, ,일반, ,자가,완료신고,02-484-2586,1,1,0,0,2,"스텐/철판, 절단가공 철강재,철문",스텐레스 판 등,소기업,도시지역/공업지역/일반공업지역/,공장용지,476.0,250.87,540.18,791.05, ,24199,그 외 기타 1차 철강 제조업 외 1 종,10,"서울특별시 광진구 자양로45길 96, 401호 (중곡동, 라헨드빌)",1,경기도 하남시 초광산단로 30-2 (초이동),경기도 하남시 초이동 453-3번지,414502000000000
서울특별시,성동구,서울특별시 성동구,영진철판,개별, ,일반,해당없음,자가,등록변경,02-499-2075,3,0,0,0,3,철판,철,소기업,도시지역/공업지역/준공업지역/,대,142.0,56.77,7.0,63.77, ,24199,그 외 기타 1차 철강 제조업,10,서울특별시 성동구 성수일로4길 33 (성수동2가),1,서울특별시 성동구 성수일로4길 33 (성수동2가),서울특별시 성동구 성수동2가 333-77번지,112002000000000
서울특별시,성동구,서울특별시 성동구,(주)서정주얼리,개별, ,일반,해당없음,임대,신규등록,02-499-6548,3,0,0,0,3,귀금속,비철금속,소기업,도시지역/공업지역/준공업지역/,대,247.43,106.43,141.0,247.43,대군인더스타운,24219,"기타 비철금속 제련, 정련 및 합금 제조업",10,"서울특별시 성동구 연무장17길 14,  601호 (성수동2가)",1,"서울특별시 성동구 연무장17길 14,  601호 (성수동2가)",서울특별시 성동구 성수동2가 275-29번지,112002000000000
부산광역시,강서구,부산.진해경제자유구역청,한국회가내스(주),계획,미음외국인투자지역,외국인기업전용단지,공장임대,임대,등록변경,02-511-4344,22,6,3,0,31,혼합분말, ,중기업,도시지역/공업지역/일반공업지역/,공장용지,10826.0,6064.65,1259.71,7324.36, ,24119,기타 제철 및 제강업 외 1 종,10,부산광역시 강서구 미음산단1로16번길 59 (구랑동),1,부산광역시 강서구 미음산단1로16번길 59 (구랑동),부산광역시 강서구 구랑동 1222-4번지,264402000000000
경기도,화성시,경기도 화성시,(주)디비에스브릿지스틸,개별, ,일반, ,자가,완료신고,02-535-5202,5,1,0,0,6,강판, ,소기업,관리지역/계획관리지역/계획관리지역/,"임야, 공장용지",1768.0,633.6,0.0,633.6, ,24199,그 외 기타 1차 철강 제조업,10,"서울특별시 서초구 강남대로27길 7-15, 303호 (양재동, 홍산빌딩)",3,경기도 화성시 남양읍 온석리 414-8번지 외 2필지,경기도 화성시 남양읍 온석리 414-8번지,415902000000000
경상북도,포항시 남구,포항철강산업단지관리공단,(주)대망물산,계획,포항4일반산업단지,일반산업단지,분양,자가,완료신고,02-543-5740,5,2,0,0,7,"주석,니켈","주석,니켈",소기업,도시지역/공업지역/일반공업지역/,공장용지,4339.8,2172.24,330.0,2502.24, ,24329,기타 비철금속 주조업,10,"서울특별시 서초구 사평대로55길 33,  401호 (반포동)",1,경상북도 포항시 남구 오천읍 철강산단로130번길 187-10,경상북도 포항시남구 오천읍 문덕리 1345-1번지,471112000000000
경기도,안성시,경기도 안성시,칠현안성방짜유기,개별, ,일반,양수도,자가,신규등록,02-552-0369,7,2,0,0,9,빵짜생활유기,"주석, 아연, 구리",소기업,관리지역/계획관리지역/계획관리지역/,대,906.0,163.0,131.69,294.69, ,24322,동주물 주조업,10,"서울특별시 강남구 언주로30길 13 (도곡동, 대림아크로빌 지하)",1,경기도 안성시 일죽면 내산길 30,경기도 안성시 일죽면 산북리 327-1번지,415502000000000
충청남도,공주시,충청남도 공주시,주일화학(주),개별, ,창업,해당없음,자가,등록변경,02-558-1744,4,2,0,0,6,스테인레스pipe,알루미늄,소기업,관리지역/관리지역/관리지역/,공장용지,8265.0,660.0,343.44,1003.44, ,24132,강관 제조업 외 1 종,10,"서울특별시 서초구 동작대로 230,  화련회관 7층 (방배동)",1,충청남도 공주시 이인면 조정길 16,충청남도 공주시 이인면 주봉리 387-1번지,441502000000000
경기도,화성시,경기도 화성시,에스엘이엠씨(주),개별, ,일반,양수도,자가,완료신고,02-571-2350,5,1,0,0,6,철구조물, ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,2074.0,692.4,89.28,781.68, ,24199,그 외 기타 1차 철강 제조업,10,"서울특별시 서초구 바우뫼로 212, 5층, 도영빌딩) (양재동)",1,경기도 화성시 남양읍 현대기아로 497-10,경기도 화성시 남양읍 무송리 184-43번지,415902000000000
서울특별시,서초구,서울특별시 서초구,(주)태양에스티,개별, ,일반,해당없음,자가,등록변경,02-581-1561,2,1,2,0,5,건축자재, ,소기업,도시지역/녹지지역/자연녹지지역/,대,423.7,280.0,143.7,423.7, ,24199,그 외 기타 1차 철강 제조업,10,"서울특별시 서초구 남부순환로294길 31 (방배동, (주)다연상운)",1,"서울특별시 서초구 남부순환로294길 31 (방배동, (주)다연상운)",서울특별시 서초구 방배동 581-2번지,116502000000000
경기도,화성시,경기도 화성시,포스에이스틸(주),개별, ,일반, ,자가,완료신고,02-589-2377,9,1,0,0,10,컬러강판 및 도금강판, ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,4750.0,1498.0,572.13,2070.13, ,24199,그 외 기타 1차 철강 제조업,10,"서울특별시 서초구 마방로10길 15, 1219 (양재동, 트윈타워)",5,경기도 화성시 양감면 용소리 835-28번지 외 4필지,경기도 화성시 양감면 용소리 835-28번지,415902000000000
경기도,김포시,경기도 김포시,(주)지니테크,개별, ,일반, ,자가,등록변경,02-592-9667,3,0,0,0,3,"금형,스크레퍼,행거외", ,소기업,관리지역/계획관리지역/계획관리지역/,공장용지,1758.0,453.9,0.0,453.9, ,24290,기타 1차 비철금속 제조업 외 12 종,10,경기도 김포시 하성면 귀전로 201-2,2,경기도 김포시 하성면 귀전로 201-2 (총 2 필지),경기도 김포시 하성면 원산리 14-5번지,415702000000000
경기도,안산시 단원구,한국산업단지공단 시화지사 시화MTV사무소,(주)이상네트웍스,계획,시화멀티테크노밸리,국가산업단지,공장임대,임대,등록변경,02-6121-6200,4,0,0,0,4,스테인레스 절단품, ,소기업,도시지역/공업지역/일반공업지역/,공장용지,0.0,1950.0,0.0,1950.0, ,24199,그 외 기타 1차 철강 제조업,10,서울특별시 마포구 월드컵북로58길 9 (상암동),1,"경기도 안산시 단원구 엠티브이1로 25, 시화MTV 7사 107호 (성곡동)",경기도 안산시 단원구 성곡동 793-2번지 시화MTV 7사 107호,412732000000000
경기도,광명시,경기도 광명시,(주)에스제이인터내셔널,개별, ,일반,공장임대,임대,등록변경,02-6414-9977,1,3,1,0,5,알루미늄칼라와이어,알루미늄와이어,소기업,도시지역/상업지역/일반상업지역/,대,0.0,99.0,29.7,128.7, ,24290,기타 1차 비철금속 제조업,10,"경기도 광명시 오리로984번길 17 (광명동, 금강빌딩)",1,"경기도 광명시 오리로984번길 17 (광명동, 금강빌딩)",경기도 광명시 광명동 143-6번지,412102000000000
경기도,김포시,경기도 김포시,대영금속산업(주),개별, ,일반,해당없음,자가,완료신고,02-674-5522,3,1,0,0,4,알루미늄코일, ,소기업,관리지역/관리지역/관리지역/,공장용지,1599.1,585.0,94.0,679.0, ,24222,"알루미늄 압연, 압출 및 연신제품 제조업",10,경기도 김포시 양촌읍 삼도공단로 20-18,1,경기도 김포시 양촌읍 삼도공단로 20-18,경기도 김포시 양촌읍 학운리 1649-1번지,415702000000000
경기도,시흥시,한국산업단지공단 경기지역본부 시화지사,현대정공,계획,시화국가산업단지,국가산업단지,분양,자가,등록변경,02-679-8928,9,2,0,0,11,몰드베이스금형제, ,소기업,도시지역/공업지역/일반공업지역/미관지구,공장용지,1652.7,4883.69,142.76,5026.45, ,24199,그 외 기타 1차 철강 제조업,10,"서울특별시 양천구 목동동로 100,  목동신시가지APT 1312-902 (신정동)",1,"경기도 시흥시 공단1대로196번길 147,  시화단지 2마 507-2호 (정왕동)",경기도 시흥시 정왕동 2092-12번지,413902000000000
경기도,파주시,경기도 파주시,범진산업(주),개별, ,일반,해당없음,자가,신규등록,02-690-9210,8,1,0,0,9,방음벽외다수,철판,소기업,관리지역/관리지역/관리지역/,답,1028.0,264.0,24.0,288.0, ,24290,기타 1차 비철금속 제조업 외 4 종,10,"서울특별시 양천구 청황길 37,  105호 (신월동)",2,경기도 파주시 파주읍 윗가마울길 94 (총 2 필지),경기도 파주시 파주읍 부곡리 43-5번지,414902000000000
경기도,시흥시,한국산업단지공단 경기지역본부 시화지사,(주)드림플,계획,시화국가산업단지,국가산업단지,양수도,자가,등록변경,02-702-6391,2,2,0,0,4,"알루미늄 판재,압출재절단제품 및 성형제품", ,소기업,도시지역/공업지역/일반공업지역/미관지구,공장용지,59.54,67.6,89.08,156.68,코포모테크노센타Ⅱ,24222,"알루미늄 압연, 압출 및 연신제품 제조업",10,"서울특별시 마포구 마포대로 33,  마포한화오벨리스크 아 3312호 (도화동)",1,"경기도 시흥시 공단1대로 341, 6층 604호 (정왕동)",경기도 시흥시 정왕동 1289-5번지,413902000000000
경기도,안성시,경기도 안성시,(주)한국피지엠,개별, ,일반,기타,자가,완료신고,02-778-4300,3,2,0,0,5,"은,인듐잉곳","은,인듐이 함유된 scrap",소기업,도시지역/녹지지역/자연녹지지역/기타지역, ,1600.0,437.71,155.35,593.06, ,24290,기타 1차 비철금속 제조업,10,"서울특별시 서초구 사임당로 171,  이더블유알빌딩 14층 (서초동)",1,경기도 안성시 서운면 오촌길 36,경기도 안성시 서운면 오촌리 22-11번지 ,415502000000000
강원도,횡성군,강원도 횡성군,웰텍(주) 횡성우천산단지점,계획,횡성우천일반산업단지,일반산업단지,분양,자가,완료신고,02-783-5470,20,1,0,0,21,상수도용 강관 외,"철판, 코일 등",소기업,관리지역/계획관리지역/계획관리지역/,공장용지,10099.7,3850.2,444.27,4294.47, ,24132,강관 제조업,10,강원도 횡성군 횡성읍 한우로 755,2,강원도 횡성군 우천면 우천산업단지로 38-36 (총 2 필지),강원도 횡성군 우천면 상하가리 517번지,427302000000000
경기도,광명시,경기도 광명시,(주)시흥,개별, ,일반,해당없음,자가,등록변경,02-802-6977,31,4,0,0,35,상하수도.전기.통신용 맨홀 뚜껑,선철.고철.코크스,소기업,도시지역/도시지역/도시지역/,대,1679.7,360.33,200.0,560.33, ,24311,선철주물 주조업,10,경기도 광명시 소하동 199-1번지,1,경기도 광명시 금하로 426 (소하동),경기도 광명시 소하1동 199-2번지,134911000000000
서울특별시,금천구,서울특별시 금천구,(주)하이씨유,개별, ,일반,공장임대,임대,신규등록,02-808-8877,3,2,0,0,5,구리분말, ,소기업,도시지역/공업지역/준공업지역/고도지구,대,457.8,270.64,270.64,541.28, ,24211,"동 제련, 정련 및 합금 제조업",10,"서울특별시 금천구 범안로13길 13 (독산동, 제일폐차장)",1,"서울특별시 금천구 범안로13길 13 (독산동, 제일폐차장)",서울특별시 금천구 독산동 332-42번지,115452000000000
서울특별시,금천구,서울특별시 금천구,성원스틸레이져(주),개별, ,일반,임대사업자,임대,신규등록,02-809-2001,9,3,0,0,12,부품제작가공,"철판,스테인레스판",소기업,도시지역/공업지역/준공업지역/기타지역,대,2474.6,479.97,113.38,593.35, ,24199,그 외 기타 1차 철강 제조업,10,서울특별시 금천구 시흥대로 39 (시흥동),1,서울특별시 금천구 시흥대로 39 (시흥동),서울특별시 금천구 시흥동 981-2번지,115452000000000
경기도,시흥시,한국산업단지공단 경기지역본부 시화지사,삼아철강,계획,시화국가산업단지,국가산업단지,경매,자가,등록변경,02-833-8314,2,0,0,0,2,철강가공, ,소기업,도시지역/공업지역/일반공업지역/,공장용지,1681.4,517.5,0.0,517.5, ,24199,그 외 기타 1차 철강 제조업,10,서울특별시 영등포구 도신로36길 10-4 (신길동),1,"경기도 시흥시 군자천로 111 (정왕동, (주)바이오메탈)",경기도 시흥시 정왕동 1362-7번지,413902000000000
서울특별시,금천구,한국산업단지공단 서울지역본부,평동자동화(주),계획,서울디지털산업단지,국가산업단지,양수도,자가,등록변경,02-837-7907,18,1,0,0,19,자동화설비, ,소기업,도시지역/공업지역/준공업지역/,공장용지,104.76,329.02,269.68,598.7,에이스테크노타워10차,24312,강주물 주조업 외 2 종,10,"서울특별시 금천구 가산디지털1로 196,  에이스10차 809호 (가산동)",2,"서울특별시 금천구 가산디지털1로 196, 6층 610호 (가산동, 가산동에이스테크노타워10차), 8층809호, 809호",서울특별시 금천구 가산동 470-5번지,115452000000000
서울특별시,금천구,한국산업단지공단 서울지역본부,(주)석전상사,계획,서울디지털산업단지,국가산업단지,공장임대,임대,완료신고,02-850-8236,3,3,0,0,6,귀금속,"14,18K 실버 등",소기업,도시지역/공업지역/준공업지역/,공장용지,0.0,105.78,0.0,105.78, ,24219,"기타 비철금속 제련, 정련 및 합금 제조업",10,"서울특별시 금천구 가산디지털1로 75, 제에이동 (가산동)",1,"서울특별시 금천구 가산디지털1로 75, 제에이동 (가산동)",서울특별시 금천구 가산동 356-5번지 제에이동,115452000000000
